datetime,avg_hydro_production_forecast
2023-06-27T00:00:00.000000000,69.04917
2023-06-27T01:00:00.000000000,92.09196
2023-06-27T02:00:00.000000000,163.37518
2023-06-27T03:00:00.000000000,211.76104
2023-06-27T04:00:00.000000000,225.65528
2023-06-27T05:00:00.000000000,205.88154
2023-06-27T06:00:00.000000000,193.11403
2023-06-27T07:00:00.000000000,158.24925
2023-06-27T08:00:00.000000000,95.62188
2023-06-27T09:00:00.000000000,37.52011
2023-06-27T10:00:00.000000000,2.60054
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,11.97148
2023-06-27T13:00:00.000000000,17.6421
2023-06-27T14:00:00.000000000,27.43538
2023-06-27T15:00:00.000000000,16.60266
2023-06-27T16:00:00.000000000,3.44731
2023-06-27T17:00:00.000000000,15.66523
2023-06-27T18:00:00.000000000,7.53753
2023-06-27T19:00:00.000000000,4.36954
2023-06-27T20:00:00.000000000,17.69832
2023-06-27T21:00:00.000000000,32.86867
2023-06-27T22:00:00.000000000,35.46792
2023-06-27T23:00:00.000000000,54.46476
2023-06-28T00:00:00.000000000,51.19311
2023-06-28T01:00:00.000000000,72.26563
2023-06-28T02:00:00.000000000,140.17605
2023-06-28T03:00:00.000000000,185.31335
2023-06-28T04:00:00.000000000,205.25505
2023-06-28T05:00:00.000000000,196.37305
2023-06-28T06:00:00.000000000,191.53779
2023-06-28T07:00:00.000000000,169.2172
2023-06-28T08:00:00.000000000,117.64823
2023-06-28T09:00:00.000000000,67.15711
2023-06-28T10:00:00.000000000,34.98533
2023-06-28T11:00:00.000000000,22.619
2023-06-28T12:00:00.000000000,28.37523
2023-06-28T13:00:00.000000000,28.1592
2023-06-28T14:00:00.000000000,32.97301
2023-06-28T15:00:00.000000000,19.47384
2023-06-28T16:00:00.000000000,4.87188
2023-06-28T17:00:00.000000000,20.29423
2023-06-28T18:00:00.000000000,15.14242
2023-06-28T19:00:00.000000000,13.22312
2023-06-28T20:00:00.000000000,23.61625
2023-06-28T21:00:00.000000000,32.9833
2023-06-28T22:00:00.000000000,30.45758
2023-06-28T23:00:00.000000000,42.62944
2023-06-29T00:00:00.000000000,44.08597
2023-06-29T01:00:00.000000000,59.83323
2023-06-29T02:00:00.000000000,120.50828
2023-06-29T03:00:00.000000000,159.54678
2023-06-29T04:00:00.000000000,181.92885
2023-06-29T05:00:00.000000000,182.89505
2023-06-29T06:00:00.000000000,185.39832
2023-06-29T07:00:00.000000000,176.99473
2023-06-29T08:00:00.000000000,137.42873
2023-06-29T09:00:00.000000000,96.27589
2023-06-29T10:00:00.000000000,67.7965
2023-06-29T11:00:00.000000000,52.38474
2023-06-29T12:00:00.000000000,45.77501
2023-06-29T13:00:00.000000000,38.22514
2023-06-29T14:00:00.000000000,37.14859
2023-06-29T15:00:00.000000000,20.82259
2023-06-29T16:00:00.000000000,4.5165
2023-06-29T17:00:00.000000000,23.38584
2023-06-29T18:00:00.000000000,21.6482
2023-06-29T19:00:00.000000000,22.66921
2023-06-29T20:00:00.000000000,32.32742
2023-06-29T21:00:00.000000000,39.60338
2023-06-29T22:00:00.000000000,34.35407
2023-06-29T23:00:00.000000000,40.48031
2023-06-30T00:00:00.000000000,30.90994
2023-06-30T01:00:00.000000000,48.08136
2023-06-30T02:00:00.000000000,109.87579
2023-06-30T03:00:00.000000000,149.44799
2023-06-30T04:00:00.000000000,176.16491
2023-06-30T05:00:00.000000000,181.41331
2023-06-30T06:00:00.000000000,186.98042
2023-06-30T07:00:00.000000000,181.92552
2023-06-30T08:00:00.000000000,145.58381
2023-06-30T09:00:00.000000000,106.09663
2023-06-30T10:00:00.000000000,78.10797
2023-06-30T11:00:00.000000000,61.08441
2023-06-30T12:00:00.000000000,50.51347
2023-06-30T13:00:00.000000000,41.98655
2023-06-30T14:00:00.000000000,39.87983
2023-06-30T15:00:00.000000000,22.82758
2023-06-30T16:00:00.000000000,6.14738
2023-06-30T17:00:00.000000000,25.78587
2023-06-30T18:00:00.000000000,24.72351
2023-06-30T19:00:00.000000000,25.12806
2023-06-30T20:00:00.000000000,32.41022
2023-06-30T21:00:00.000000000,35.38391
2023-06-30T22:00:00.000000000,26.91054
2023-06-30T23:00:00.000000000,30.20013
