datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-27 00:00:00,2023-08-28 00:48:23,3.0,3.0351849985326007,294.28035352839834,291.6174928356864,0.8855111197272667,0.5859070922777663,22509.06778,53666.79291,32378.80691,239.99324,3008.03682,9369.94004,1257.47999,587.09075
2023-08-27 01:00:00,2023-08-28 00:48:23,3.0,3.0351849985326007,294.28035352839834,291.6174928356864,0.8855111197272667,0.5859070922777663,21388.2772,52255.7845,32388.40714,248.82906,1849.7807,3632.77005,1443.17002,668.54463
2023-08-27 02:00:00,2023-08-28 00:48:23,3.0,3.0351849985326007,294.28035352839834,291.6174928356864,0.8855111197272667,0.5859070922777663,20553.00602,50623.44932,32347.27291,248.68911,1101.37762,244.72999,1595.51005,735.36936
2023-08-27 03:00:00,2023-08-28 00:48:23,3.0,3.0351849985326007,294.28035352839834,291.6174928356864,0.8855111197272667,0.5859070922777663,19412.93211,46659.51462,32351.89926,253.63151,693.91594,0.0,1726.81998,792.96913
2023-08-27 04:00:00,2023-08-28 00:48:23,3.0,2.927322388825787,292.9368920521198,290.94685104371536,0.8855111197272667,0.5859070922777663,18056.75998,42872.36507,32394.11378,253.22554,508.73082,0.0,1760.57004,807.77377
2023-08-27 05:00:00,2023-08-28 00:48:23,3.0,2.927322388825787,292.9368920521198,290.94685104371536,0.8855111197272667,0.5859070922777663,17132.58697,39258.65741,32402.25992,264.41433,458.94881,0.0,1711.65994,786.3191
2023-08-27 06:00:00,2023-08-28 00:48:23,3.0,2.927322388825787,292.9368920521198,290.94685104371536,0.8855111197272667,0.5859070922777663,16294.11299,34976.52139,32340.41282,270.39023,717.20703,0.0,1639.17996,754.52539
2023-08-27 07:00:00,2023-08-28 00:48:23,3.0,2.8245762209196768,292.0236226604718,290.32638628584505,0.4427656710951624,1.00740017300512,15386.74562,33073.53707,32396.88708,274.21894,640.68769,0.0,1534.88996,708.77805
2023-08-27 08:00:00,2023-08-28 00:48:23,3.0,2.8245762209196768,292.0236226604718,290.32638628584505,0.4427656710951624,1.00740017300512,15078.13644,34766.47377,32395.4307,260.70866,781.66413,0.0,1510.34999,698.01347
2023-08-27 09:00:00,2023-08-28 00:48:23,3.0,2.8245762209196768,292.0236226604718,290.32638628584505,0.4427656710951624,1.00740017300512,14641.22336,34357.58897,32342.78716,272.27075,893.87563,0.0,1485.14,686.95498
2023-08-27 10:00:00,2023-08-28 00:48:23,3.0,2.774470893976369,292.38243099237377,290.29346491292426,0.0,1.3825097309849952,15121.73265,35066.78358,32296.2938,274.68864,901.93691,0.0,1474.35004,682.22191
2023-08-27 11:00:00,2023-08-28 00:48:23,3.0,2.774470893976369,292.38243099237377,290.29346491292426,0.0,1.3825097309849952,15937.25404,37105.00206,32314.92498,262.81555,448.98963,0.0,1400.54997,649.84913
2023-08-27 12:00:00,2023-08-28 00:48:23,3.0,2.774470893976369,292.38243099237377,290.29346491292426,0.0,1.3825097309849952,16720.64414,40200.04028,32327.6609,261.1127,689.72057,0.0,1215.84997,568.82953
2023-08-27 13:00:00,2023-08-28 00:48:23,3.0,3.274854489408423,296.66438640304926,290.29858036020346,9.720900029436445,1.7534927797444442,17388.97878,44829.31142,32332.964,263.14112,1035.89248,702.22001,1012.66997,479.70359
2023-08-27 14:00:00,2023-08-28 00:48:23,3.0,3.274854489408423,296.66438640304926,290.29858036020346,9.720900029436445,1.7534927797444442,18794.25423,48393.4237,32297.42438,281.73752,1275.22322,4997.52999,809.78,390.70488
2023-08-27 15:00:00,2023-08-28 00:48:23,3.0,3.274854489408423,296.66438640304926,290.29858036020346,9.720900029436445,1.7534927797444442,19546.89025,51018.61398,32254.01526,271.05651,1535.48195,10348.93997,570.97997,285.95403
2023-08-27 16:00:00,2023-08-28 00:48:23,3.0,3.220753907410523,299.54557689111,289.88049972889166,333.788815817456,2.067129299172638,20535.05962,52509.88919,32315.23249,282.45824,2195.0152,12717.34039,371.43,198.42042
2023-08-27 17:00:00,2023-08-28 00:48:23,3.0,3.220753907410523,299.54557689111,289.88049972889166,333.788815817456,2.067129299172638,21838.60105,55478.53503,32316.50711,274.52586,3190.7758,13469.10969,263.41001,151.0369
2023-08-27 18:00:00,2023-08-28 00:48:23,3.0,3.220753907410523,299.54557689111,289.88049972889166,333.788815817456,2.067129299172638,22663.23751,56451.60911,32306.99375,251.18015,3888.46367,13789.61005,224.38001,133.91619
2023-08-27 19:00:00,2023-08-28 00:48:23,3.0,3.4038158237861067,299.3333967878166,289.68279240605705,498.3014033515151,2.402727430461732,23099.02792,57418.73804,32349.88845,240.27459,4173.28746,13862.83991,233.37,137.8597
2023-08-27 20:00:00,2023-08-28 00:48:23,3.0,3.4038158237861067,299.3333967878166,289.68279240605705,498.3014033515151,2.402727430461732,23451.92395,56821.28628,32384.2049,230.13027,4730.31687,13852.72967,286.01,160.9505
2023-08-27 21:00:00,2023-08-28 00:48:23,3.0,3.4038158237861067,299.3333967878166,289.68279240605705,498.3014033515151,2.402727430461732,23730.80422,56864.98171,32323.6667,234.71632,4892.10512,13740.51039,390.52999,206.79873
2023-08-27 22:00:00,2023-08-28 00:48:23,3.0,3.1497407649456064,295.36276132533465,289.9630870794258,560.463939994877,2.872183282796172,23358.03755,55714.8585,32321.12318,231.0193,4614.99253,13348.77023,564.95001,283.30895
2023-08-27 23:00:00,2023-08-28 00:48:23,3.0,3.1497407649456064,295.36276132533465,289.9630870794258,560.463939994877,2.872183282796172,22849.11877,54975.60904,32321.99884,213.73482,4017.35882,12406.73983,832.54998,400.69304
2023-08-28 00:00:00,2023-08-28 00:48:23,3.0,3.1497407649456064,295.36276132533465,289.9630870794258,560.463939994877,2.872183282796172,22337.26224,49713.81191,32280.38676,239.99324,2727.24489,4610.77288,1218.53538,620.40865
2023-08-28 01:00:00,2023-08-28 00:48:23,3.0,2.870290234114806,292.7459205494515,289.2223411486427,371.3698647804271,3.658091954323916,21238.66005,47835.10363,32289.995,248.82906,1998.34226,2990.60735,1122.0538,620.33644
2023-08-28 02:00:00,2023-08-28 00:48:23,3.0,2.870290234114806,292.7459205494515,289.2223411486427,371.3698647804271,3.658091954323916,20408.66302,45967.48285,32251.94157,248.68911,1545.79547,996.73355,1055.6083,616.54691
2023-08-28 03:00:00,2023-08-28 00:48:23,3.0,2.870290234114806,292.7459205494515,289.2223411486427,371.3698647804271,3.658091954323916,19307.11024,42086.87432,32257.3007,253.63151,1389.07344,0.0,1123.67724,604.71009
2023-08-28 04:00:00,2023-08-28 00:48:23,3.0,2.636779479921902,291.5714223989206,288.7681259718788,0.8484724497120574,4.53803512216171,17924.89539,38556.07154,32299.26258,253.22554,1317.47961,0.0,1069.67685,605.89329
2023-08-28 05:00:00,2023-08-28 00:48:23,3.0,2.636779479921902,291.5714223989206,288.7681259718788,0.8484724497120574,4.53803512216171,17061.0279,35143.96751,32307.33441,264.41433,1042.84124,183.27465,1065.58657,637.95965
2023-08-28 06:00:00,2023-08-28 00:48:23,3.0,2.636779479921902,291.5714223989206,288.7681259718788,0.8484724497120574,4.53803512216171,16310.81704,31546.88567,32245.42329,270.39023,901.02985,673.47784,907.20537,666.4479
2023-08-28 07:00:00,2023-08-28 00:48:23,3.0,2.40246047596269,290.8774451015362,288.4937497132728,0.4242137071740673,5.107378944758437,15557.59137,30139.06501,32301.89298,274.21894,672.39265,367.00738,870.48756,655.03944
2023-08-28 08:00:00,2023-08-28 00:48:23,3.0,2.40246047596269,290.8774451015362,288.4937497132728,0.4242137071740673,5.107378944758437,15500.93411,31976.3778,32300.05136,260.70866,661.38323,0.0,822.6231,693.27493
2023-08-28 09:00:00,2023-08-28 00:48:23,3.0,2.40246047596269,290.8774451015362,288.4937497132728,0.4242137071740673,5.107378944758437,15305.03404,31832.49352,32248.64471,272.27075,856.71702,0.0,824.16195,689.22185
2023-08-28 10:00:00,2023-08-28 00:48:23,3.0,2.2729720036556804,291.30045486079064,288.77200052889054,0.0,5.538036159708996,15974.35766,32538.63238,32202.25081,274.68864,1042.17183,0.0,746.95908,718.27131
2023-08-28 11:00:00,2023-08-28 00:48:23,3.0,2.2729720036556804,291.30045486079064,288.77200052889054,0.0,5.538036159708996,17068.84048,34373.60906,32221.19064,262.81555,847.75889,575.28519,861.59508,705.47147
2023-08-28 12:00:00,2023-08-28 00:48:23,3.0,2.2729720036556804,291.30045486079064,288.77200052889054,0.0,5.538036159708996,17973.79554,37153.44927,32233.31497,261.1127,1236.75634,1467.95691,848.0647,715.02315
2023-08-28 13:00:00,2023-08-28 00:48:23,3.0,2.803024211290725,296.3684162771075,289.5038584192803,7.259433308946136,6.003027847948769,18647.49308,41261.11999,32238.81584,263.14112,1617.34163,2207.22377,853.30911,708.45344
2023-08-28 14:00:00,2023-08-28 00:48:23,3.0,2.803024211290725,296.3684162771075,289.5038584192803,7.259433308946136,6.003027847948769,20064.40158,44566.80252,32203.42254,281.73752,1962.73407,2869.41722,664.87745,723.27404
2023-08-28 15:00:00,2023-08-28 00:48:23,3.0,2.803024211290725,296.3684162771075,289.5038584192803,7.259433308946136,6.003027847948769,20693.47016,47107.90721,32160.71418,271.05651,2036.42676,4516.46835,838.22891,719.23622
2023-08-28 16:00:00,2023-08-28 00:48:23,3.0,3.04420076041429,299.5029180125116,289.2352929362211,304.40289357183855,6.460358055594943,21426.89524,48868.61649,32221.1129,282.45824,2119.82466,6844.84786,709.21356,759.1782
2023-08-28 17:00:00,2023-08-28 00:48:23,3.0,3.04420076041429,299.5029180125116,289.2352929362211,304.40289357183855,6.460358055594943,22493.07015,51930.14993,32222.83907,274.52586,2290.25913,8442.61974,690.93018,719.90271
2023-08-28 18:00:00,2023-08-28 00:48:23,3.0,3.04420076041429,299.5029180125116,289.2352929362211,304.40289357183855,6.460358055594943,23104.25655,53247.439,32213.47775,251.18015,2269.31521,9193.80494,732.43004,705.44969
2023-08-28 19:00:00,2023-08-28 00:48:23,3.0,3.2355377764548727,299.703668380811,289.2379460027057,467.4757914311636,7.095965800696954,23319.71142,54504.09762,32256.1301,240.27459,2337.50822,9463.91731,801.10756,684.78762
2023-08-28 20:00:00,2023-08-28 00:48:23,3.0,3.2355377764548727,299.703668380811,289.2379460027057,467.4757914311636,7.095965800696954,23528.48747,54354.6732,32290.21792,230.13027,2906.47279,9247.19377,868.98498,701.71311
2023-08-28 21:00:00,2023-08-28 00:48:23,3.0,3.2355377764548727,299.703668380811,289.2379460027057,467.4757914311636,7.095965800696954,23697.44867,54405.15638,32228.62345,234.71632,3468.14919,8290.18401,1003.86496,729.92701
2023-08-28 22:00:00,2023-08-28 00:48:23,3.0,2.936865279082121,295.81129399703474,289.5991974808183,572.5549395551741,7.807201676252086,23236.79602,53253.08038,32227.03446,231.0193,3658.4207,6771.50035,1086.3368,709.68413
2023-08-28 23:00:00,2023-08-28 00:48:23,3.0,2.936865279082121,295.81129399703474,289.5991974808183,572.5549395551741,7.807201676252086,22683.16653,52129.23302,32229.60656,213.73482,3515.03053,5331.16671,1151.50143,702.44294
2023-08-29 00:00:00,2023-08-28 00:48:23,3.0,2.936865279082121,295.81129399703474,289.5991974808183,572.5549395551741,7.807201676252086,22163.63871,47846.55998,32186.03626,239.99324,2931.70135,2509.3189,1218.53538,744.65191
2023-08-29 01:00:00,2023-08-28 00:48:23,3.0,2.754395199303831,293.32018305479187,288.7327166833686,384.3193444738672,8.441440667108694,21018.10382,45672.82166,32195.65021,248.82906,2885.45456,1653.75724,1122.0538,716.88715
2023-08-29 02:00:00,2023-08-28 00:48:23,3.0,2.754395199303831,293.32018305479187,288.7327166833686,384.3193444738672,8.441440667108694,20200.9425,43573.72683,32160.55071,248.68911,2600.31389,583.03264,1055.6083,687.25698
2023-08-29 03:00:00,2023-08-28 00:48:23,3.0,2.754395199303831,293.32018305479187,288.7327166833686,384.3193444738672,8.441440667108694,19128.74382,39544.28696,32166.61287,253.63151,2304.15904,0.0,1123.67724,647.72522
2023-08-29 04:00:00,2023-08-28 00:48:23,3.0,2.414278491238973,292.23662520016893,288.39996266929563,0.8308565463120454,9.005030322794056,17898.30857,35928.45836,32208.3324,253.22554,1808.14495,0.0,1069.67685,634.89032
2023-08-29 05:00:00,2023-08-28 00:48:23,3.0,2.414278491238973,292.23662520016893,288.39996266929563,0.8308565463120454,9.005030322794056,17163.00945,32458.52107,32216.33336,264.41433,1350.9008,107.51426,1065.58657,659.44302
2023-08-29 06:00:00,2023-08-28 00:48:23,3.0,2.414278491238973,292.23662520016893,288.39996266929563,0.8308565463120454,9.005030322794056,16579.31128,29097.58008,32154.36165,270.39023,1126.96643,352.05572,907.20537,692.11346
2023-08-29 07:00:00,2023-08-28 00:48:23,3.0,2.1799758619725305,291.6048977921304,288.19443948559666,0.4153569367468022,9.553944851720267,15950.91876,27895.98645,32210.82677,274.21894,918.08521,189.56266,870.48756,681.99252
2023-08-29 08:00:00,2023-08-28 00:48:23,3.0,2.1799758619725305,291.6048977921304,288.19443948559666,0.4153569367468022,9.553944851720267,16038.12401,29842.41125,32208.61362,260.70866,1020.64845,0.0,822.6231,738.6312
