UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-05-26 00:00:00,2024-07-17 00:00:00,3.1,4.062940752626159,289.6562002106043,282.5974259859192,529.8534922267542,0.1664728693155337,10675.79541,35426.42305,32190.7784,238.60804,2693.81698,319.56924,4806.83038,1441.18477
2023-05-26 01:00:00,2024-07-17 00:00:00,3.1,3.7300366407740113,286.6273766433251,280.7865752657846,8.524637218528511,0.0785564367731157,10600.97603,33627.94761,32187.48968,254.73817,2284.55383,115.11932,4938.53127,1371.19957
2023-05-26 02:00:00,2024-07-17 00:00:00,3.1,3.7300366407740113,286.6273766433251,280.7865752657846,8.524637218528511,0.0785564367731157,10084.2508,32202.74577,32186.33801,249.07063,1697.48593,0.0,4588.56484,1323.47413
2023-05-26 03:00:00,2024-07-17 00:00:00,3.1,3.7300366407740113,286.6273766433251,280.7865752657846,8.524637218528511,0.0785564367731157,9786.21476,30462.88571,32208.74206,248.67896,1071.37033,0.0,4932.19485,1185.25642
2023-05-26 04:00:00,2024-07-17 00:00:00,3.1,3.597858951885004,285.13773460535964,279.9500196911206,4.262117699555557,0.1426350469108711,9693.49802,29224.86714,32213.02508,280.60647,782.13962,0.0,5041.30362,1054.48608
2023-05-26 05:00:00,2024-07-17 00:00:00,3.1,3.597858951885004,285.13773460535964,279.9500196911206,4.262117699555557,0.1426350469108711,9641.20067,28708.45665,32213.5419,279.86098,590.28391,108.29778,5115.6151,1056.72284
2023-05-26 06:00:00,2024-07-17 00:00:00,3.1,3.597858951885004,285.13773460535964,279.9500196911206,4.262117699555557,0.1426350469108711,9635.22594,27631.2264,32148.75292,258.11137,561.5097,106.39424,4897.16093,976.717
2023-05-26 07:00:00,2024-07-17 00:00:00,3.1,3.61871887001453,284.1857891947965,279.5412265832184,0.0,0.1067307755538122,9422.24935,26943.54646,32185.8337,268.65172,361.86495,0.0,4764.41196,961.70114
2023-05-26 08:00:00,2024-07-17 00:00:00,3.1,3.61871887001453,284.1857891947965,279.5412265832184,0.0,0.1067307755538122,9316.7947,26645.35921,32150.65569,282.66151,521.70053,0.0,4946.99453,984.40827
2023-05-26 09:00:00,2024-07-17 00:00:00,3.1,3.61871887001453,284.1857891947965,279.5412265832184,0.0,0.1067307755538122,8957.93035,26698.93468,32162.76261,314.30601,762.03089,14.13178,4793.0771,1013.0707
