Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
41256,2023-09-16 00:00:00,2024-07-17 00:00:00,3.1,287.69,12170.0,46939.0,31076.0,209.0,3219.0,1.0,606.0,1407.0
41257,2023-09-16 01:00:00,2024-07-17 00:00:00,3.1,285.43,11656.0,44407.0,31113.0,209.0,1855.0,1.0,1075.0,1398.0
41258,2023-09-16 02:00:00,2024-07-17 00:00:00,3.1,282.99,11155.0,43289.0,30870.0,213.0,891.0,1.0,1377.0,905.0
41259,2023-09-16 03:00:00,2024-07-17 00:00:00,3.1,279.25,10747.0,40192.0,30844.0,212.0,442.0,3.0,1331.0,908.0
41260,2023-09-16 04:00:00,2024-07-17 00:00:00,3.1,260.96,9031.0,37518.0,31706.0,218.0,678.0,1.0,1765.0,900.0
41261,2023-09-16 05:00:00,2024-07-17 00:00:00,3.1,263.57,8395.0,34172.0,28665.0,236.0,467.0,1.0,1690.0,919.0
41262,2023-09-16 06:00:00,2024-07-17 00:00:00,3.1,261.14,8266.0,32644.0,28664.0,323.0,426.0,1.0,1586.0,915.0
41263,2023-09-16 07:00:00,2024-07-17 00:00:00,3.1,260.29,8056.0,32748.0,28666.0,224.0,425.0,1.0,1407.0,914.0
41264,2023-09-16 08:00:00,2024-07-17 00:00:00,3.1,261.23,8004.0,33022.0,28518.0,220.0,446.0,1.0,1282.0,910.0
41265,2023-09-16 09:00:00,2024-07-17 00:00:00,3.1,257.5,8487.0,33266.0,30471.0,222.0,453.0,1.0,1428.0,916.0
41266,2023-09-16 10:00:00,2024-07-17 00:00:00,3.1,260.45,8501.0,34481.0,30244.0,223.0,467.0,1.0,1310.0,901.0
41267,2023-09-16 11:00:00,2024-07-17 00:00:00,3.1,263.54,8854.0,35044.0,30011.0,223.0,475.0,251.0,1276.0,893.0
41268,2023-09-16 12:00:00,2024-07-17 00:00:00,3.1,254.73,8611.0,35153.0,29867.0,225.0,599.0,2270.0,1663.0,1017.0
41269,2023-09-16 13:00:00,2024-07-17 00:00:00,3.1,252.57,8758.0,35096.0,29663.0,246.0,587.0,3890.0,1332.0,1105.0
41270,2023-09-16 14:00:00,2024-07-17 00:00:00,3.1,255.2,8758.0,37212.0,29647.0,245.0,766.0,4253.0,932.0,1109.0
41271,2023-09-16 15:00:00,2024-07-17 00:00:00,3.1,252.26,8713.0,37107.0,29626.0,231.0,1245.0,4619.0,893.0,1082.0
41272,2023-09-16 16:00:00,2024-07-17 00:00:00,3.1,257.2,9108.0,38793.0,29691.0,224.0,1550.0,4591.0,470.0,1095.0
41273,2023-09-16 17:00:00,2024-07-17 00:00:00,3.1,259.47,9504.0,38847.0,29745.0,221.0,1619.0,4574.0,404.0,1098.0
41274,2023-09-16 18:00:00,2024-07-17 00:00:00,3.1,260.47,9912.0,39746.0,29802.0,220.0,2403.0,4580.0,390.0,1102.0
41275,2023-09-16 19:00:00,2024-07-17 00:00:00,3.1,257.83,9838.0,40290.0,29930.0,220.0,3525.0,4160.0,528.0,1079.0
41276,2023-09-16 20:00:00,2024-07-17 00:00:00,3.1,261.94,10364.0,41737.0,30085.0,219.0,3741.0,3858.0,639.0,1070.0
41277,2023-09-16 21:00:00,2024-07-17 00:00:00,3.1,262.18,10640.0,41694.0,30206.0,218.0,4943.0,2928.0,600.0,1012.0
41278,2023-09-16 22:00:00,2024-07-17 00:00:00,3.1,273.24,11281.0,43290.0,30340.0,215.0,4771.0,888.0,513.0,888.0
41279,2023-09-16 23:00:00,2024-07-17 00:00:00,3.1,275.59,11007.0,43464.0,30507.0,215.0,4091.0,8.0,653.0,847.0
