UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-03-21 00:00:00,18172.0,40863.0,28576.0,360.0,3531.0,56.0,7040.0,626.0
2023-03-21 01:00:00,17540.0,39893.0,28574.0,366.0,2646.0,56.0,7521.0,628.0
2023-03-21 02:00:00,16956.0,38987.0,28605.0,388.0,1731.0,56.0,8006.0,634.0
2023-03-21 03:00:00,16322.0,38122.0,28560.0,433.0,1108.0,6.0,8019.0,628.0
2023-03-21 04:00:00,17325.0,37276.0,28914.0,442.0,868.0,6.0,7505.0,626.0
2023-03-21 05:00:00,15391.0,34506.0,28629.0,430.0,1069.0,56.0,8223.0,614.0
2023-03-21 06:00:00,15251.0,34898.0,28621.0,365.0,1032.0,6.0,8159.0,631.0
2023-03-21 07:00:00,15564.0,35283.0,28613.0,382.0,907.0,6.0,8053.0,619.0
2023-03-21 08:00:00,15966.0,35859.0,28624.0,368.0,1633.0,6.0,7935.0,586.0
2023-03-21 09:00:00,16341.0,40192.0,28626.0,377.0,2242.0,6.0,7536.0,599.0
2023-03-21 10:00:00,17047.0,44847.0,28617.0,379.0,4297.0,56.0,7226.0,608.0
2023-03-21 11:00:00,19365.0,48564.0,28634.0,501.0,4391.0,36.0,7079.0,615.0
2023-03-21 12:00:00,20275.0,46322.0,28639.0,476.0,3747.0,1490.0,6614.0,779.0
2023-03-21 13:00:00,18599.0,42585.0,28635.0,508.0,2907.0,3157.0,5123.0,927.0
2023-03-21 14:00:00,18308.0,40176.0,28622.0,494.0,1678.0,3528.0,4076.0,927.0
2023-03-21 15:00:00,17398.0,38535.0,28605.0,489.0,1240.0,3662.0,3896.0,945.0
2023-03-21 16:00:00,16442.0,37492.0,28611.0,361.0,1142.0,3712.0,3996.0,946.0
2023-03-21 17:00:00,15754.0,36083.0,28596.0,280.0,1184.0,3862.0,4220.0,941.0
2023-03-21 18:00:00,15415.0,34647.0,28588.0,272.0,1126.0,3754.0,5003.0,960.0
2023-03-21 19:00:00,15392.0,32752.0,28580.0,282.0,1230.0,3636.0,5402.0,943.0
2023-03-21 20:00:00,15521.0,33602.0,28569.0,268.0,1597.0,3094.0,5610.0,911.0
2023-03-21 21:00:00,15588.0,34953.0,28571.0,283.0,2010.0,2308.0,5200.0,883.0
2023-03-21 22:00:00,15486.0,36869.0,28575.0,413.0,2375.0,726.0,5133.0,731.0
2023-03-21 23:00:00,16107.0,37413.0,28577.0,390.0,3983.0,21.0,5156.0,627.0
