UTC Time,Solar,Wind Onshore
2019-02-04 23:00:00+00:00,True,False
2019-02-05 00:00:00+00:00,True,False
2019-02-05 01:00:00+00:00,True,False
2019-02-05 02:00:00+00:00,True,False
2019-02-05 03:00:00+00:00,True,False
2019-02-05 04:00:00+00:00,True,False
2019-02-05 05:00:00+00:00,True,False
2019-02-05 06:00:00+00:00,True,False
2019-02-05 07:00:00+00:00,True,False
2019-02-05 08:00:00+00:00,True,False
2019-02-05 09:00:00+00:00,True,False
2019-02-05 10:00:00+00:00,True,False
2019-02-05 11:00:00+00:00,True,False
2019-02-05 12:00:00+00:00,True,False
2019-02-05 13:00:00+00:00,True,False
2019-02-05 14:00:00+00:00,True,False
2019-02-05 15:00:00+00:00,True,False
2019-02-05 16:00:00+00:00,True,False
2019-02-05 17:00:00+00:00,True,False
2019-02-05 18:00:00+00:00,True,False
2019-02-05 19:00:00+00:00,True,False
2019-02-05 20:00:00+00:00,True,False
2019-02-05 21:00:00+00:00,True,False
2019-02-05 22:00:00+00:00,True,False
2019-07-24 01:00:00+00:00,False,True
2019-07-24 02:00:00+00:00,False,True
2019-07-24 03:00:00+00:00,False,True
2019-07-24 04:00:00+00:00,False,True
2019-07-24 05:00:00+00:00,False,True
2019-07-24 06:00:00+00:00,False,True
2019-07-24 07:00:00+00:00,False,True
2019-07-24 08:00:00+00:00,False,True
2019-07-24 09:00:00+00:00,False,True
2019-07-24 10:00:00+00:00,False,True
2019-07-24 11:00:00+00:00,False,True
2019-07-24 12:00:00+00:00,False,True
2019-07-24 13:00:00+00:00,False,True
2019-07-24 14:00:00+00:00,False,True
2019-07-24 15:00:00+00:00,False,True
2019-07-24 16:00:00+00:00,False,True
2019-07-24 17:00:00+00:00,False,True
2019-07-24 18:00:00+00:00,False,True
2019-07-24 19:00:00+00:00,False,True
2019-07-24 20:00:00+00:00,False,True
2019-07-24 21:00:00+00:00,False,True
2019-10-25 22:00:00+00:00,True,False
2019-10-25 23:00:00+00:00,True,False
2019-10-26 00:00:00+00:00,True,False
2019-10-26 01:00:00+00:00,True,False
2019-10-26 02:00:00+00:00,True,False
2019-10-26 03:00:00+00:00,True,False
2019-10-26 04:00:00+00:00,True,False
2019-10-26 05:00:00+00:00,True,False
2019-10-26 06:00:00+00:00,True,False
2019-10-26 07:00:00+00:00,True,False
2019-10-26 08:00:00+00:00,True,False
2019-10-26 09:00:00+00:00,True,False
2019-10-26 10:00:00+00:00,True,False
2019-10-26 11:00:00+00:00,True,False
2019-10-26 12:00:00+00:00,True,False
2019-10-26 13:00:00+00:00,True,False
2019-10-26 14:00:00+00:00,True,False
2019-10-26 15:00:00+00:00,True,False
2019-10-26 16:00:00+00:00,True,False
2019-10-26 17:00:00+00:00,True,False
2019-10-26 18:00:00+00:00,True,False
2019-10-26 19:00:00+00:00,True,False
2019-10-26 20:00:00+00:00,True,False
2019-10-26 21:00:00+00:00,True,False
2019-10-26 22:00:00+00:00,True,False
2019-10-26 23:00:00+00:00,True,False
2019-10-27 00:00:00+00:00,True,False
2020-03-18 01:00:00+00:00,False,True
2020-03-18 02:00:00+00:00,False,True
2020-03-18 03:00:00+00:00,False,True
2020-03-18 04:00:00+00:00,False,True
2020-03-18 05:00:00+00:00,False,True
2020-03-18 06:00:00+00:00,False,True
2020-03-18 07:00:00+00:00,False,True
2020-03-18 08:00:00+00:00,False,True
2020-03-18 09:00:00+00:00,False,True
2020-03-18 10:00:00+00:00,False,True
2020-03-18 11:00:00+00:00,False,True
2020-03-18 12:00:00+00:00,False,True
2020-03-18 13:00:00+00:00,False,True
2020-03-18 14:00:00+00:00,False,True
2020-03-18 15:00:00+00:00,False,True
2020-03-18 16:00:00+00:00,False,True
2020-03-18 17:00:00+00:00,False,True
2020-03-18 18:00:00+00:00,False,True
2020-03-18 19:00:00+00:00,False,True
2020-03-18 20:00:00+00:00,False,True
2020-03-18 21:00:00+00:00,False,True
2020-03-18 22:00:00+00:00,False,True
2020-10-23 22:00:00+00:00,True,False
2020-10-23 23:00:00+00:00,True,False
2020-10-24 00:00:00+00:00,True,False
2020-10-24 01:00:00+00:00,True,False
2020-10-24 02:00:00+00:00,True,False
2020-10-24 03:00:00+00:00,True,False
2020-10-24 04:00:00+00:00,True,False
2020-10-24 05:00:00+00:00,True,False
2020-10-24 06:00:00+00:00,True,False
