UTC time,nat_gas,coal,solar,hydro,biomass,nuclear,oil,wind
2019-01-02 16:00,7481.0,,119.0,6636.0,609.0,55816.0,218.0,3147.0
2019-01-02 17:00,7550.0,,0.0,7257.0,608.0,55971.0,218.0,3263.0
2019-01-02 18:00,7614.0,,0.0,7159.0,608.0,56006.0,218.0,3353.0
2019-01-02 19:00,7501.0,,0.0,6618.0,603.0,55966.0,217.0,3252.0
2019-01-02 20:00,7395.0,,0.0,6092.0,608.0,55980.0,218.0,3198.0
2019-01-02 21:00,7071.0,,0.0,5393.0,608.0,55787.0,218.0,3073.0
2019-01-02 22:00,7236.0,,0.0,5090.0,611.0,55826.0,217.0,3077.0
2019-01-02 23:00,6673.0,,0.0,4505.0,611.0,55663.0,218.0,3043.0
2019-01-03 00:00,6016.0,,0.0,3941.0,610.0,55467.0,217.0,2952.0
2019-01-03 01:00,5986.0,,0.0,3388.0,610.0,55489.0,218.0,2875.0
2019-01-03 02:00,5672.0,,0.0,3160.0,611.0,55561.0,218.0,2803.0
2019-01-03 03:00,5584.0,,0.0,3077.0,610.0,55473.0,218.0,2763.0
2019-01-03 04:00,5815.0,,0.0,3279.0,606.0,55755.0,217.0,2650.0
2019-01-03 05:00,7172.0,,0.0,4136.0,604.0,55737.0,217.0,2541.0
2019-01-03 06:00,7242.0,,0.0,5420.0,606.0,55863.0,217.0,2513.0
2019-01-03 07:00,7307.0,,146.0,6097.0,609.0,56015.0,217.0,2511.0
2019-01-03 08:00,7293.0,,796.0,6720.0,612.0,56174.0,217.0,2381.0
2019-01-03 09:00,7262.0,,2087.0,6849.0,607.0,56186.0,217.0,2043.0
2019-01-03 10:00,7268.0,,3141.0,6370.0,605.0,56172.0,217.0,1739.0
2019-01-03 11:00,7228.0,,3655.0,6048.0,606.0,56135.0,217.0,1756.0
2019-01-03 12:00,7164.0,,3641.0,5658.0,608.0,56120.0,218.0,2077.0
2019-01-03 13:00,7147.0,,3088.0,5664.0,609.0,56087.0,218.0,2444.0
2019-01-03 14:00,7324.0,,1959.0,5697.0,607.0,56066.0,218.0,2536.0
2019-01-03 15:00,7293.0,,674.0,6064.0,609.0,56040.0,217.0,2554.0
2019-01-03 16:00,7245.0,,120.0,7114.0,609.0,55882.0,217.0,2661.0
2019-01-03 17:00,7191.0,,0.0,7856.0,609.0,55949.0,217.0,2872.0
2019-01-03 18:00,7233.0,,0.0,8389.0,610.0,56045.0,217.0,2935.0
2019-01-03 19:00,7199.0,,0.0,7216.0,610.0,56044.0,217.0,2966.0
2019-01-03 20:00,7259.0,,0.0,6146.0,611.0,55999.0,217.0,2958.0
2019-01-03 21:00,7273.0,,0.0,5317.0,611.0,55985.0,217.0,2961.0
2019-01-03 22:00,7150.0,,0.0,5351.0,612.0,55821.0,217.0,2890.0
2019-01-03 23:00,7263.0,,0.0,5149.0,612.0,55871.0,216.0,2827.0
2019-01-04 00:00,7247.0,,0.0,4325.0,611.0,55836.0,217.0,2839.0
2019-01-04 01:00,7187.0,,0.0,4043.0,610.0,55822.0,217.0,2835.0
2019-01-04 02:00,6878.0,,0.0,3494.0,610.0,55503.0,217.0,2868.0
2019-01-04 03:00,6362.0,,0.0,3384.0,608.0,55337.0,216.0,2834.0
2019-01-04 04:00,7177.0,,0.0,3469.0,601.0,55717.0,216.0,2877.0
2019-01-04 05:00,7303.0,,0.0,4725.0,598.0,55806.0,216.0,2935.0
2019-01-04 06:00,7263.0,,0.0,6395.0,597.0,55977.0,217.0,2978.0
2019-01-04 07:00,7363.0,,141.0,6930.0,596.0,56081.0,216.0,2848.0
2019-01-04 08:00,7403.0,,617.0,7564.0,596.0,56144.0,217.0,2570.0
2019-01-04 09:00,7426.0,,1588.0,7822.0,596.0,56084.0,217.0,2259.0
2019-01-04 10:00,7393.0,,2536.0,7273.0,598.0,56087.0,217.0,1754.0
2019-01-04 11:00,7183.0,,2941.0,6935.0,599.0,56173.0,217.0,1588.0
2019-01-04 12:00,7208.0,,2990.0,6506.0,600.0,56165.0,217.0,1552.0
2019-01-04 13:00,7251.0,,2399.0,5741.0,600.0,56107.0,218.0,1693.0
2019-01-04 14:00,7269.0,,1508.0,5405.0,596.0,56104.0,218.0,1786.0
2019-01-04 15:00,7290.0,,576.0,5908.0,596.0,56124.0,217.0,1824.0
2019-01-04 16:00,7451.0,,127.0,6997.0,596.0,56126.0,217.0,2003.0
2019-01-04 17:00,7792.0,,0.0,7438.0,594.0,56122.0,217.0,2350.0
2019-01-04 18:00,7759.0,,0.0,7895.0,597.0,56128.0,217.0,2404.0
2019-01-04 19:00,7662.0,,0.0,6938.0,597.0,56157.0,218.0,2326.0
2019-01-04 20:00,7667.0,,0.0,6029.0,597.0,56169.0,217.0,2590.0
2019-01-04 21:00,7573.0,,0.0,5413.0,598.0,55905.0,216.0,2618.0
2019-01-04 22:00,7609.0,,0.0,5337.0,599.0,55245.0,216.0,2567.0
2019-01-04 23:00,7649.0,,0.0,4960.0,600.0,53905.0,214.0,2501.0
2019-01-05 00:00,7716.0,,0.0,4437.0,599.0,53729.0,214.0,2581.0
2019-01-05 01:00,7654.0,,0.0,3820.0,599.0,53379.0,214.0,2564.0
2019-01-05 02:00,7649.0,,0.0,3257.0,599.0,53544.0,214.0,2444.0
2019-01-05 03:00,7744.0,,0.0,3109.0,601.0,53722.0,214.0,2391.0
2019-01-05 04:00,7650.0,,0.0,3129.0,599.0,53370.0,214.0,2559.0
2019-01-05 05:00,7557.0,,0.0,3308.0,598.0,53557.0,214.0,2723.0
2019-01-05 06:00,7678.0,,0.0,3958.0,597.0,53588.0,214.0,2785.0
2019-01-05 07:00,7608.0,,146.0,4566.0,598.0,53150.0,213.0,2835.0
2019-01-05 08:00,7593.0,,639.0,5396.0,599.0,53335.0,214.0,2766.0
2019-01-05 09:00,7724.0,,1808.0,5903.0,595.0,53413.0,215.0,2640.0
2019-01-05 10:00,7636.0,,2725.0,5504.0,596.0,53609.0,215.0,2559.0
2019-01-05 11:00,7689.0,,3082.0,5642.0,598.0,53751.0,214.0,2666.0
2019-01-05 12:00,7566.0,,2990.0,5177.0,592.0,54063.0,214.0,2905.0
2019-01-05 13:00,7563.0,,2566.0,4637.0,581.0,54049.0,214.0,3009.0
2019-01-05 14:00,7568.0,,1678.0,4428.0,591.0,53911.0,215.0,3046.0
2019-01-05 15:00,7613.0,,624.0,4119.0,594.0,54436.0,215.0,3035.0
2019-01-05 16:00,7542.0,,123.0,4515.0,597.0,54582.0,215.0,3037.0
2019-01-05 17:00,7622.0,,0.0,6007.0,596.0,54679.0,214.0,3060.0
2019-01-05 18:00,7706.0,,0.0,6165.0,598.0,54724.0,215.0,3014.0
2019-01-05 19:00,7638.0,,0.0,5199.0,599.0,54808.0,215.0,2971.0
2019-01-05 20:00,7613.0,,0.0,4504.0,599.0,54782.0,214.0,2790.0
2019-01-05 21:00,7363.0,,0.0,4444.0,600.0,54519.0,215.0,2746.0
2019-01-05 22:00,7498.0,,0.0,4633.0,598.0,54157.0,214.0,2641.0
2019-01-05 23:00,7342.0,,0.0,4274.0,602.0,53770.0,215.0,2586.0
2019-01-06 00:00,7106.0,,0.0,3413.0,604.0,53363.0,215.0,2467.0
2019-01-06 01:00,6765.0,,0.0,3053.0,602.0,53338.0,215.0,2535.0
2019-01-06 02:00,6314.0,,0.0,2670.0,603.0,53156.0,216.0,2526.0
2019-01-06 03:00,6291.0,,0.0,2377.0,603.0,53168.0,215.0,2473.0
2019-01-06 04:00,5754.0,,0.0,2382.0,604.0,53693.0,215.0,2405.0
2019-01-06 05:00,6299.0,,0.0,2459.0,601.0,54519.0,215.0,2209.0
2019-01-06 06:00,6589.0,,0.0,2461.0,603.0,54645.0,215.0,2052.0
2019-01-06 07:00,6877.0,,140.0,2689.0,602.0,54594.0,216.0,1958.0
2019-01-06 08:00,7251.0,,534.0,3200.0,602.0,54871.0,216.0,1872.0
2019-01-06 09:00,7596.0,,1268.0,3728.0,572.0,55065.0,215.0,1769.0
2019-01-06 10:00,7671.0,,1813.0,4377.0,573.0,55169.0,216.0,1719.0
2019-01-06 11:00,7685.0,,2010.0,5023.0,574.0,55231.0,215.0,1673.0
2019-01-06 12:00,7549.0,,1953.0,4234.0,574.0,55051.0,215.0,1667.0
2019-01-06 13:00,7587.0,,1571.0,4124.0,578.0,55031.0,215.0,1667.0
2019-01-06 14:00,7854.0,,975.0,3571.0,577.0,54921.0,215.0,1684.0
2019-01-06 15:00,8020.0,,354.0,3492.0,578.0,55458.0,215.0,1663.0
2019-01-06 16:00,7879.0,,109.0,4050.0,596.0,55847.0,216.0,1645.0
2019-01-06 17:00,8042.0,,0.0,5440.0,598.0,56165.0,215.0,1628.0
2019-01-06 18:00,7822.0,,0.0,5579.0,596.0,56086.0,215.0,1628.0
2019-01-06 19:00,7661.0,,0.0,4966.0,596.0,55995.0,215.0,1623.0
2019-01-06 20:00,7466.0,,0.0,3749.0,597.0,55963.0,215.0,1519.0
2019-01-06 21:00,7436.0,,0.0,3204.0,595.0,56016.0,215.0,1506.0
2019-01-06 22:00,7539.0,,0.0,3276.0,596.0,55862.0,215.0,1568.0
2019-01-06 23:00,7330.0,,0.0,3512.0,595.0,55846.0,216.0,1544.0
2019-01-07 00:00,7096.0,,0.0,2892.0,596.0,55717.0,215.0,1524.0
2019-01-07 01:00,6882.0,,0.0,2866.0,596.0,55481.0,215.0,1501.0
2019-01-07 02:00,6575.0,,0.0,2581.0,593.0,55088.0,216.0,1424.0
2019-01-07 03:00,6402.0,,0.0,2436.0,592.0,55015.0,216.0,1370.0
2019-01-07 04:00,6977.0,,0.0,2620.0,594.0,55638.0,215.0,1412.0
2019-01-07 05:00,7330.0,,0.0,3676.0,595.0,55738.0,215.0,1422.0
2019-01-07 06:00,7370.0,,0.0,5543.0,598.0,56144.0,216.0,1445.0
2019-01-07 07:00,7610.0,,141.0,6846.0,598.0,56201.0,216.0,1466.0
2019-01-07 08:00,7757.0,,536.0,7153.0,596.0,56180.0,215.0,1466.0
2019-01-07 09:00,7796.0,,1208.0,7422.0,594.0,56182.0,215.0,1473.0
2019-01-07 10:00,7803.0,,1737.0,7578.0,597.0,56153.0,215.0,1517.0
2019-01-07 11:00,7689.0,,1978.0,7702.0,601.0,56134.0,215.0,1607.0
2019-01-07 12:00,7543.0,,1975.0,7834.0,604.0,56101.0,215.0,1777.0
2019-01-07 13:00,7555.0,,1598.0,7915.0,603.0,56067.0,216.0,2005.0
2019-01-07 14:00,7575.0,,1000.0,6372.0,588.0,56049.0,215.0,2302.0
2019-01-07 15:00,7571.0,,368.0,6132.0,599.0,56230.0,215.0,2526.0
2019-01-07 16:00,7656.0,,113.0,7476.0,601.0,56067.0,216.0,2992.0
2019-01-07 17:00,7762.0,,0.0,8005.0,603.0,56079.0,216.0,3647.0
2019-01-07 18:00,7679.0,,0.0,7826.0,603.0,56093.0,216.0,4254.0
2019-01-07 19:00,7579.0,,0.0,6649.0,603.0,55645.0,216.0,4839.0
2019-01-07 20:00,7726.0,,0.0,5518.0,602.0,55739.0,215.0,5429.0
2019-01-07 21:00,7597.0,,0.0,4662.0,602.0,55544.0,215.0,6094.0
2019-01-07 22:00,7494.0,,0.0,4372.0,601.0,55398.0,215.0,6653.0
2019-01-07 23:00,6056.0,,0.0,3787.0,602.0,55259.0,216.0,6916.0
2019-01-08 00:00,4066.0,,0.0,3076.0,604.0,55124.0,217.0,7081.0
2019-01-08 01:00,3455.0,,0.0,2787.0,606.0,54738.0,217.0,7077.0
2019-01-08 02:00,3306.0,,0.0,2727.0,610.0,52259.0,217.0,7138.0
2019-01-08 03:00,3402.0,,0.0,2714.0,611.0,51657.0,217.0,7313.0
2019-01-08 04:00,3842.0,,0.0,2878.0,609.0,53117.0,216.0,7279.0
2019-01-08 05:00,5485.0,,0.0,3981.0,608.0,54817.0,216.0,6820.0
2019-01-08 06:00,7185.0,,0.0,6217.0,600.0,55397.0,216.0,6468.0
2019-01-08 07:00,7750.0,,136.0,6996.0,597.0,55440.0,215.0,6155.0
2019-01-08 08:00,8020.0,,398.0,6775.0,597.0,55511.0,216.0,5914.0
2019-01-08 09:00,7887.0,,791.0,6734.0,596.0,55446.0,215.0,5724.0
2019-01-08 10:00,7957.0,,1178.0,6611.0,602.0,55456.0,216.0,5630.0
2019-01-08 11:00,7738.0,,1394.0,6433.0,613.0,55489.0,216.0,5976.0
2019-01-08 12:00,7526.0,,1322.0,6155.0,607.0,55491.0,217.0,6016.0
2019-01-08 13:00,7466.0,,1135.0,6294.0,608.0,55447.0,217.0,5742.0
2019-01-08 14:00,7612.0,,675.0,6082.0,605.0,55403.0,217.0,5747.0
2019-01-08 15:00,7542.0,,307.0,6185.0,605.0,55511.0,217.0,5603.0
2019-01-08 16:00,7518.0,,132.0,6764.0,611.0,55510.0,217.0,5545.0
2019-01-08 17:00,7723.0,,0.0,7681.0,622.0,55379.0,217.0,5790.0
2019-01-08 18:00,7864.0,,0.0,7796.0,625.0,55258.0,218.0,5879.0
2019-01-08 19:00,7777.0,,0.0,7199.0,624.0,55240.0,217.0,5673.0
2019-01-08 20:00,7723.0,,0.0,6101.0,618.0,55313.0,217.0,5784.0
2019-01-08 21:00,7834.0,,0.0,5325.0,611.0,55342.0,217.0,5724.0
2019-01-08 22:00,7688.0,,0.0,5047.0,610.0,55179.0,216.0,5801.0
2019-01-08 23:00,6308.0,,0.0,5089.0,612.0,55154.0,216.0,5775.0
2019-01-09 00:00,5223.0,40.0,0.0,4375.0,612.0,55058.0,216.0,5953.0
2019-01-09 01:00,5077.0,39.0,0.0,3294.0,612.0,54674.0,217.0,6318.0
2019-01-09 02:00,4513.0,31.0,0.0,3157.0,613.0,53861.0,217.0,6374.0
2019-01-09 03:00,4593.0,26.0,0.0,3087.0,614.0,54337.0,217.0,6476.0
2019-01-09 04:00,4779.0,26.0,0.0,3347.0,614.0,54678.0,217.0,6624.0
2019-01-09 05:00,6153.0,25.0,0.0,4193.0,622.0,55421.0,217.0,6654.0
2019-01-09 06:00,7813.0,25.0,0.0,6081.0,618.0,55595.0,216.0,6519.0
2019-01-09 07:00,8227.0,26.0,156.0,7349.0,617.0,55697.0,217.0,6192.0
2019-01-09 08:00,8273.0,25.0,560.0,7688.0,623.0,55708.0,217.0,5813.0
2019-01-09 09:00,8292.0,26.0,1381.0,7616.0,626.0,55728.0,217.0,5618.0
2019-01-09 10:00,8199.0,25.0,2275.0,6988.0,623.0,55700.0,217.0,5522.0
2019-01-09 11:00,8065.0,26.0,2721.0,6540.0,623.0,55618.0,217.0,5879.0
2019-01-09 12:00,8129.0,25.0,2439.0,6270.0,618.0,55615.0,217.0,6326.0
2019-01-09 13:00,8108.0,25.0,1794.0,5799.0,614.0,55669.0,217.0,6424.0
2019-01-09 14:00,8191.0,24.0,1106.0,5595.0,618.0,55686.0,217.0,6103.0
2019-01-09 15:00,8041.0,26.0,441.0,5706.0,619.0,55714.0,216.0,5935.0
2019-01-09 16:00,8351.0,27.0,150.0,6646.0,619.0,55750.0,216.0,5621.0
2019-01-09 17:00,8409.0,27.0,0.0,8110.0,619.0,55746.0,217.0,5460.0
2019-01-09 18:00,8468.0,27.0,0.0,8337.0,621.0,55745.0,216.0,5506.0
2019-01-09 19:00,8329.0,27.0,0.0,7825.0,618.0,55735.0,216.0,5650.0
2019-01-09 20:00,8385.0,27.0,0.0,6300.0,617.0,55524.0,216.0,5568.0
2019-01-09 21:00,8245.0,26.0,0.0,6295.0,619.0,54686.0,217.0,5269.0
2019-01-09 22:00,7755.0,27.0,0.0,6218.0,620.0,54198.0,216.0,5089.0
2019-01-09 23:00,7677.0,27.0,0.0,4761.0,618.0,54162.0,217.0,4908.0
2019-01-10 00:00,7734.0,26.0,0.0,3458.0,620.0,54358.0,217.0,4499.0
2019-01-10 01:00,7714.0,26.0,0.0,3475.0,625.0,54179.0,217.0,4266.0
2019-01-10 02:00,7664.0,25.0,0.0,3416.0,627.0,54462.0,217.0,4085.0
2019-01-10 03:00,7541.0,26.0,0.0,3550.0,629.0,54644.0,218.0,4002.0
2019-01-10 04:00,7728.0,26.0,0.0,3727.0,628.0,54794.0,218.0,4048.0
2019-01-10 05:00,8353.0,39.0,0.0,5777.0,628.0,54991.0,217.0,3781.0
2019-01-10 06:00,8479.0,176.0,0.0,8514.0,630.0,54959.0,320.0,3695.0
2019-01-10 07:00,8567.0,253.0,168.0,10582.0,629.0,54968.0,704.0,3450.0
2019-01-10 08:00,8605.0,416.0,741.0,10772.0,633.0,54950.0,1206.0,3066.0
2019-01-10 09:00,8660.0,504.0,1832.0,10523.0,631.0,54965.0,1300.0,2617.0
2019-01-10 10:00,8699.0,509.0,2765.0,9748.0,634.0,54987.0,1311.0,2232.0
2019-01-10 11:00,8656.0,602.0,3184.0,9136.0,633.0,55065.0,1293.0,2089.0
2019-01-10 12:00,8649.0,663.0,3010.0,9354.0,632.0,55074.0,826.0,2157.0
2019-01-10 13:00,8428.0,669.0,2539.0,9254.0,630.0,55030.0,218.0,2333.0
2019-01-10 14:00,8512.0,696.0,1731.0,8934.0,629.0,55005.0,217.0,2417.0
2019-01-10 15:00,8600.0,788.0,696.0,9257.0,630.0,55004.0,218.0,2293.0
2019-01-10 16:00,8692.0,894.0,155.0,10550.0,632.0,55030.0,218.0,2275.0
2019-01-10 17:00,8673.0,921.0,0.0,11283.0,634.0,55060.0,218.0,2288.0
2019-01-10 18:00,8641.0,918.0,0.0,10945.0,632.0,55113.0,217.0,2303.0
2019-01-10 19:00,8525.0,811.0,0.0,8486.0,632.0,54835.0,217.0,2352.0
2019-01-10 20:00,8256.0,669.0,0.0,6987.0,632.0,54629.0,216.0,2226.0
2019-01-10 21:00,8193.0,752.0,0.0,6593.0,633.0,54755.0,217.0,2096.0
2019-01-10 22:00,8129.0,686.0,0.0,5723.0,632.0,55132.0,217.0,2007.0
2019-01-10 23:00,7914.0,682.0,0.0,4833.0,635.0,54828.0,216.0,1894.0
2019-01-11 00:00,7816.0,710.0,0.0,3800.0,634.0,54799.0,216.0,1765.0
2019-01-11 01:00,7656.0,854.0,0.0,3696.0,635.0,54567.0,216.0,1682.0
2019-01-11 02:00,7744.0,996.0,0.0,3738.0,636.0,54300.0,216.0,1674.0
2019-01-11 03:00,7684.0,1092.0,0.0,3708.0,636.0,54379.0,216.0,1696.0
2019-01-11 04:00,7705.0,1142.0,0.0,3676.0,633.0,54291.0,215.0,1657.0
2019-01-11 05:00,8119.0,1193.0,0.0,4152.0,633.0,54584.0,564.0,1676.0
2019-01-11 06:00,8340.0,1199.0,0.0,6103.0,632.0,54826.0,1128.0,1889.0
2019-01-11 07:00,8604.0,1222.0,171.0,7959.0,630.0,54888.0,1127.0,1987.0
2019-01-11 08:00,8693.0,1182.0,723.0,8045.0,628.0,54843.0,282.0,2001.0
2019-01-11 09:00,8622.0,1144.0,1812.0,7767.0,629.0,54822.0,215.0,1972.0
2019-01-11 10:00,8594.0,1149.0,2554.0,7369.0,631.0,54818.0,216.0,1910.0
2019-01-11 11:00,8489.0,1133.0,2943.0,6923.0,627.0,54819.0,216.0,1932.0
2019-01-11 12:00,8358.0,1131.0,2858.0,6635.0,627.0,54799.0,217.0,1992.0
2019-01-11 13:00,8274.0,1111.0,2376.0,5874.0,624.0,54781.0,216.0,2090.0
2019-01-11 14:00,8311.0,443.0,1518.0,5881.0,631.0,54700.0,216.0,2204.0
2019-01-11 15:00,8423.0,491.0,577.0,5981.0,629.0,54705.0,216.0,2316.0
2019-01-11 16:00,8561.0,844.0,144.0,6814.0,632.0,54776.0,216.0,2424.0
2019-01-11 17:00,8660.0,961.0,0.0,9235.0,630.0,54765.0,215.0,2494.0
2019-01-11 18:00,8698.0,936.0,0.0,8271.0,633.0,54749.0,216.0,2566.0
2019-01-11 19:00,8662.0,908.0,0.0,7162.0,633.0,54721.0,215.0,2645.0
2019-01-11 20:00,8506.0,780.0,0.0,6579.0,624.0,54764.0,216.0,2655.0
2019-01-11 21:00,7881.0,602.0,0.0,5868.0,623.0,54770.0,216.0,2472.0
2019-01-11 22:00,7808.0,600.0,0.0,5724.0,623.0,54686.0,216.0,2403.0
2019-01-11 23:00,7282.0,617.0,0.0,4638.0,626.0,54251.0,216.0,2324.0
2019-01-12 00:00,6720.0,625.0,0.0,3810.0,625.0,53852.0,217.0,2264.0
2019-01-12 01:00,6510.0,631.0,0.0,3346.0,625.0,53682.0,217.0,2250.0
2019-01-12 02:00,6416.0,630.0,0.0,2989.0,624.0,53443.0,214.0,2179.0
2019-01-12 03:00,6249.0,632.0,0.0,2784.0,624.0,53474.0,213.0,2212.0
2019-01-12 04:00,6086.0,632.0,0.0,2691.0,621.0,53541.0,213.0,2391.0
2019-01-12 05:00,6036.0,617.0,0.0,2773.0,621.0,53809.0,216.0,2555.0
2019-01-12 06:00,6824.0,614.0,0.0,3366.0,622.0,53504.0,217.0,2841.0
2019-01-12 07:00,7335.0,566.0,170.0,4527.0,620.0,53119.0,217.0,3117.0
2019-01-12 08:00,7516.0,581.0,619.0,5223.0,621.0,53178.0,216.0,3393.0
2019-01-12 09:00,7520.0,596.0,1343.0,5979.0,620.0,53123.0,216.0,3915.0
2019-01-12 10:00,7571.0,621.0,1905.0,5583.0,618.0,52623.0,217.0,4533.0
2019-01-12 11:00,7510.0,622.0,2209.0,5822.0,619.0,52522.0,216.0,5052.0
2019-01-12 12:00,7444.0,617.0,2264.0,5045.0,620.0,52410.0,217.0,5573.0
2019-01-12 13:00,7499.0,629.0,1848.0,4266.0,618.0,51941.0,217.0,6105.0
2019-01-12 14:00,7088.0,618.0,1164.0,3853.0,621.0,51491.0,217.0,6642.0
2019-01-12 15:00,7052.0,627.0,474.0,3943.0,621.0,51664.0,217.0,7009.0
2019-01-12 16:00,7097.0,620.0,143.0,4755.0,622.0,51870.0,217.0,7304.0
2019-01-12 17:00,7191.0,618.0,0.0,6023.0,621.0,52093.0,216.0,7456.0
2019-01-12 18:00,7137.0,622.0,0.0,6122.0,623.0,52319.0,216.0,7400.0
2019-01-12 19:00,6657.0,614.0,0.0,5260.0,617.0,52198.0,216.0,7309.0
2019-01-12 20:00,6030.0,617.0,0.0,4734.0,597.0,52164.0,216.0,6981.0
2019-01-12 21:00,5929.0,609.0,0.0,4212.0,596.0,52080.0,216.0,6944.0
2019-01-12 22:00,5881.0,604.0,0.0,3605.0,598.0,51806.0,216.0,7116.0
2019-01-12 23:00,4432.0,379.0,0.0,3529.0,606.0,51917.0,216.0,6894.0
2019-01-13 00:00,3268.0,47.0,0.0,3030.0,624.0,51709.0,217.0,6960.0
2019-01-13 01:00,2773.0,44.0,0.0,2611.0,627.0,51676.0,215.0,6654.0
2019-01-13 02:00,2689.0,45.0,0.0,2321.0,625.0,50107.0,214.0,6526.0
2019-01-13 03:00,2674.0,44.0,0.0,2261.0,625.0,49010.0,216.0,6649.0
2019-01-13 04:00,2673.0,44.0,0.0,2299.0,624.0,48291.0,216.0,7039.0
2019-01-13 05:00,2676.0,45.0,0.0,2363.0,626.0,47705.0,217.0,7378.0
2019-01-13 06:00,2665.0,44.0,0.0,2574.0,623.0,48099.0,216.0,7654.0
2019-01-13 07:00,2666.0,44.0,147.0,2990.0,621.0,49395.0,213.0,7898.0
2019-01-13 08:00,2971.0,45.0,364.0,3623.0,623.0,50932.0,213.0,8330.0
2019-01-13 09:00,3169.0,44.0,794.0,4261.0,623.0,52022.0,213.0,8725.0
2019-01-13 10:00,3158.0,44.0,1208.0,4416.0,624.0,52177.0,214.0,9319.0
2019-01-13 11:00,3124.0,45.0,1431.0,4535.0,623.0,52062.0,213.0,9837.0
2019-01-13 12:00,3132.0,45.0,1551.0,4181.0,621.0,51972.0,214.0,10155.0
2019-01-13 13:00,2936.0,45.0,1403.0,3244.0,622.0,51351.0,213.0,10384.0
2019-01-13 14:00,2914.0,45.0,859.0,2949.0,624.0,50076.0,214.0,10597.0
2019-01-13 15:00,2947.0,45.0,364.0,2884.0,625.0,49591.0,214.0,10648.0
2019-01-13 16:00,3098.0,45.0,139.0,3915.0,619.0,50020.0,214.0,10658.0
2019-01-13 17:00,3498.0,44.0,0.0,6029.0,606.0,50586.0,213.0,10568.0
