,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,68.34,947.0,1133.0,8333.0,123.0,1638.0,207.0
1,2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,67.47,947.0,1132.0,8535.0,130.0,1659.0,206.0
2,2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,66.38,948.0,1129.0,9078.0,104.0,1490.0,204.0
3,2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,66.19,947.0,1130.0,9339.0,52.0,1289.0,199.0
4,2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,67.6,947.0,1131.0,9088.0,29.0,1368.0,217.0
5,2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,66.26,865.0,1133.0,8539.0,14.0,1486.0,218.0
6,2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,64.73,731.0,1133.0,7328.0,0.0,1566.0,207.0
7,2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
8,2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
9,2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
10,2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
11,2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
12,2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
13,2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
14,2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
15,2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
16,2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
17,2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
18,2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
19,2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
20,2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
21,2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
22,2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
23,2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,67.97,729.0,1135.0,6614.0,0.0,1489.0,208.0
