datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-07 00:00:00,2023-08-07 21:51:59,3.0,3.1117664872513453,290.484786041697,281.45374857257445,167.38314889467026,0.4252842393502796,807.85959,1108.02207,7612.14286,10373.88019,2683.29,251.36707
2023-08-07 01:00:00,2023-08-07 21:51:59,3.0,3.1117664872513453,290.484786041697,281.45374857257445,167.38314889467026,0.4252842393502796,813.42461,1107.82445,7583.31638,5468.96011,2780.92003,257.49301
2023-08-07 02:00:00,2023-08-07 21:51:59,3.0,3.1117664872513453,290.484786041697,281.45374857257445,167.38314889467026,0.4252842393502796,808.86111,1112.19167,7591.18207,1010.13002,2764.30993,256.45078
2023-08-07 03:00:00,2023-08-07 21:51:59,3.0,3.1117664872513453,290.484786041697,281.45374857257445,167.38314889467026,0.4252842393502796,810.54132,1113.51294,7278.14838,0.01,2757.98992,256.05423
2023-08-07 04:00:00,2023-08-07 21:51:59,3.0,2.2849620515426787,287.89667546533656,281.5755781775233,167.38314889467026,0.4252842393502796,803.29441,1114.32117,6851.3088,0.0,2778.99002,257.37191
2023-08-07 05:00:00,2023-08-07 21:51:59,3.0,2.2849620515426787,287.89667546533656,281.5755781775233,167.38314889467026,0.4252842393502796,795.85575,1115.14385,6479.85035,0.0,2781.78995,257.54759
2023-08-07 06:00:00,2023-08-07 21:51:59,3.0,2.2849620515426787,287.89667546533656,281.5755781775233,167.38314889467026,0.4252842393502796,771.37653,1115.06769,6038.20533,0.0,2761.88004,256.29832
2023-08-07 07:00:00,2023-08-07 21:51:59,3.0,2.0324066080469536,286.75126234743675,281.52645251866,83.96559595180901,0.6900122769568684,764.49691,1115.85563,5400.913,0.0,2807.25984,259.14574
2023-08-07 08:00:00,2023-08-07 21:51:59,3.0,2.0324066080469536,286.75126234743675,281.52645251866,83.96559595180901,0.6900122769568684,778.72979,1116.42348,4732.80775,0.0,2654.07993,249.53424
2023-08-07 09:00:00,2023-08-07 21:51:59,3.0,2.0324066080469536,286.75126234743675,281.52645251866,83.96559595180901,0.6900122769568684,765.3134,1117.20769,4390.22878,0.0,2403.58002,233.81624
2023-08-07 10:00:00,2023-08-07 21:51:59,3.0,1.931924019361999,285.8852074022065,281.4199566741902,0.0,0.7961748684763637,773.21725,1117.36304,4065.58965,0.0,2188.36998,220.31257
2023-08-07 11:00:00,2023-08-07 21:51:59,3.0,1.931924019361999,285.8852074022065,281.4199566741902,0.0,0.7961748684763637,774.63196,1117.70065,3945.35558,0.0,1960.22001,205.99695
2023-08-07 12:00:00,2023-08-07 21:51:59,3.0,1.931924019361999,285.8852074022065,281.4199566741902,0.0,0.7961748684763637,775.68677,1117.50493,4336.49172,0.1,1726.38008,191.32431
2023-08-07 13:00:00,2023-08-07 21:51:59,3.0,1.966549371387877,289.5122234626085,281.8727942902474,0.0012673224556116,0.8663654496543103,772.86062,1118.32528,4566.1567,1315.69003,1522.67997,178.54285
2023-08-07 14:00:00,2023-08-07 21:51:59,3.0,1.966549371387877,289.5122234626085,281.8727942902474,0.0012673224556116,0.8663654496543103,779.54887,1121.13036,4784.49574,6246.90027,1267.26999,162.51676
2023-08-07 15:00:00,2023-08-07 21:51:59,3.0,1.966549371387877,289.5122234626085,281.8727942902474,0.0012673224556116,0.8663654496543103,787.01864,1130.11209,5160.56281,10991.4801,1034.52997,147.91314
2023-08-07 16:00:00,2023-08-07 21:51:59,3.0,2.9804685278458933,293.7795323167294,280.90470440010586,111.59393194112523,0.9581790370417236,793.92976,1132.33748,5381.68998,12738.46057,918.08003,140.60631
2023-08-07 17:00:00,2023-08-07 21:51:59,3.0,2.9804685278458933,293.7795323167294,280.90470440010586,111.59393194112523,0.9581790370417236,786.39397,1131.23398,5736.065,13376.47937,938.33996,141.87755
2023-08-07 18:00:00,2023-08-07 21:51:59,3.0,2.9804685278458933,293.7795323167294,280.90470440010586,111.59393194112523,0.9581790370417236,777.52984,1121.52679,6019.32634,13683.17017,1099.79999,152.0086
