UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,947.0,1133.0,8333.0,123.0,1638.0,207.0
2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,947.0,1132.0,8535.0,130.0,1659.0,206.0
2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,948.0,1129.0,9078.0,104.0,1490.0,204.0
2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,947.0,1130.0,9339.0,52.0,1289.0,199.0
2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,947.0,1131.0,9088.0,29.0,1368.0,217.0
2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,865.0,1133.0,8539.0,14.0,1486.0,218.0
2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,731.0,1133.0,7328.0,0.0,1566.0,207.0
2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,729.0,1135.0,6614.0,0.0,1489.0,208.0
