datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,3.190153384597745,290.9932938582218,281.4707344662257,155.7865771722692,0.3373124830390568,886.9902,1114.06057,7974.55318,10526.19031,2769.04005,256.74758
2023-08-06 01:00:00,3.190153384597745,290.9932938582218,281.4707344662257,155.7865771722692,0.3373124830390568,892.89696,1113.81913,7948.09521,5663.26984,3059.00005,274.94156
2023-08-06 02:00:00,3.190153384597745,290.9932938582218,281.4707344662257,155.7865771722692,0.3373124830390568,888.00641,1118.15676,7963.69039,1082.93998,3305.6401,290.41736
2023-08-06 03:00:00,3.190153384597745,290.9932938582218,281.4707344662257,155.7865771722692,0.3373124830390568,889.52569,1119.44647,7670.74536,0.01,3504.49987,302.89512
2023-08-06 04:00:00,2.554621876141832,288.62812990818475,281.66895087366265,155.7865771722692,0.3373124830390568,881.88887,1120.18791,7238.5405,0.0,3602.11012,309.01982
2023-08-06 05:00:00,2.554621876141832,288.62812990818475,281.66895087366265,155.7865771722692,0.3373124830390568,874.25168,1120.95155,6841.44371,0.0,3621.85014,310.25843
2023-08-06 06:00:00,2.554621876141832,288.62812990818475,281.66895087366265,155.7865771722692,0.3373124830390568,847.93396,1120.84291,6334.32455,0.0,3567.26012,306.8331
2023-08-06 07:00:00,2.153048039101172,287.45209085869254,281.70079820601524,78.16252757714273,0.5159220123459074,840.29744,1121.62233,5616.78951,0.0,3533.90992,304.74049
2023-08-06 08:00:00,2.153048039101172,287.45209085869254,281.70079820601524,78.16252757714273,0.5159220123459074,855.16315,1122.18088,4843.82251,0.0,3362.03013,293.95564
2023-08-06 09:00:00,2.153048039101172,287.45209085869254,281.70079820601524,78.16252757714273,0.5159220123459074,840.33844,1122.92542,4386.84628,0.0,3168.29014,281.79913
2023-08-06 10:00:00,1.9928313489976044,286.5438945573729,281.62073102196007,0.0,0.5851859554082368,848.69542,1123.06097,3946.98686,0.0,2947.65992,267.95536
2023-08-06 11:00:00,1.9928313489976044,286.5438945573729,281.62073102196007,0.0,0.5851859554082368,850.06951,1123.38858,3804.58624,0.0,2702.53995,252.57493
2023-08-06 12:00:00,1.9928313489976044,286.5438945573729,281.62073102196007,0.0,0.5851859554082368,851.00276,1123.18976,4246.98228,0.21,2422.37997,234.99587
2023-08-06 13:00:00,2.027169730417505,289.9156974688964,282.0241657465482,0.0014353052448115,0.6549317011246398,847.55918,1123.97305,4549.3472,1387.66999,2089.36998,214.10066
2023-08-06 14:00:00,2.027169730417505,289.9156974688964,282.0241657465482,0.0014353052448115,0.6549317011246398,854.45844,1126.73973,4899.89569,6374.75983,1692.90004,189.22356
2023-08-06 15:00:00,2.027169730417505,289.9156974688964,282.0241657465482,0.0014353052448115,0.6549317011246398,862.27001,1135.73914,5444.07698,11021.64014,1277.91999,163.18501
2023-08-06 16:00:00,2.8712918953184845,294.3568884177451,281.0576497431634,104.91592972621476,0.7727100563887626,869.7965,1137.95185,5828.3423,12681.99023,947.28004,142.43851
2023-08-06 17:00:00,2.8712918953184845,294.3568884177451,281.0576497431634,104.91592972621476,0.7727100563887626,861.50471,1136.81052,6324.20397,13302.73962,741.03002,129.49704
2023-08-06 18:00:00,2.8712918953184845,294.3568884177451,281.0576497431634,104.91592972621476,0.7727100563887626,852.31473,1127.00054,6690.83003,13611.15991,677.32001,125.49946
2023-08-06 19:00:00,3.918421425111694,296.31990865578905,279.83638055554934,317.98286882960736,0.998827144508569,869.39214,1125.88042,7175.31327,13705.43066,788.49004,132.47499
2023-08-06 20:00:00,3.918421425111694,296.31990865578905,279.83638055554934,317.98286882960736,0.998827144508569,863.9992,1122.75154,7321.28793,13682.03015,1051.17997,148.95787
2023-08-06 21:00:00,3.918421425111694,296.31990865578905,279.83638055554934,317.98286882960736,0.998827144508569,853.05497,1122.7271,7450.583,13547.39966,1428.05002,172.60515
2023-08-06 22:00:00,4.5979817647350565,295.44541548115427,279.9720560445093,735.1521294608152,1.322087742943137,850.94256,1123.90915,7529.67716,13167.42029,1890.02995,201.59277
2023-08-06 23:00:00,4.5979817647350565,295.44541548115427,279.9720560445093,735.1521294608152,1.322087742943137,850.46782,1123.21033,7699.53828,12442.2998,2364.92003,231.39046
2023-08-07 00:00:00,4.5979817647350565,295.44541548115427,279.9720560445093,735.1521294608152,1.322087742943137,799.76436,1107.12211,8305.71834,8420.81287,1360.425,222.0618
