,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,84.58,944.0,1137.0,6436.0,116.0,417.0,203.0
1,2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,81.05,987.0,1137.0,6964.0,54.0,639.0,192.0
2,2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,79.61,992.0,1137.0,6964.0,62.0,855.0,190.0
3,2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,79.09,991.0,1138.0,6688.0,29.0,1249.0,199.0
4,2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,79.88,993.0,1139.0,6379.0,28.0,1446.0,205.0
5,2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,79.38,923.0,1139.0,5706.0,10.0,1628.0,202.0
6,2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,82.9,889.0,1141.0,4767.0,0.0,1685.0,196.0
7,2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,87.05,891.0,1142.0,4292.0,6.0,1588.0,193.0
8,2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,85.85,848.0,1144.0,3992.0,0.0,1710.0,190.0
9,2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,88.66,849.0,1144.0,3824.0,0.0,1562.0,189.0
10,2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,90.97,851.0,1143.0,3837.0,0.0,1359.0,191.0
11,2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,93.35,851.0,1144.0,3835.0,0.0,1168.0,194.0
12,2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,94.69,853.0,1147.0,3932.0,0.0,942.0,189.0
13,2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,95.23,860.0,1148.0,4287.0,0.0,685.0,197.0
14,2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,105.68,977.0,1147.0,4072.0,3.0,603.0,205.0
15,2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,104.07,979.0,1146.0,4277.0,47.0,529.0,205.0
16,2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,106.3,979.0,1145.0,4222.0,121.0,356.0,204.0
17,2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,109.22,975.0,1144.0,4023.0,133.0,309.0,206.0
18,2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,108.09,975.0,1143.0,4124.0,132.0,339.0,212.0
19,2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,107.79,971.0,1142.0,4241.0,132.0,195.0,204.0
20,2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,107.4,969.0,1141.0,4362.0,125.0,116.0,204.0
21,2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,108.81,968.0,1140.0,4339.0,104.0,53.0,205.0
22,2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,98.12,965.0,1139.0,5329.0,81.0,27.0,202.0
23,2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,95.94,964.0,1138.0,5565.0,74.0,19.0,201.0
