datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-01 00:00:00,2023-09-03 15:38:40,3.0,2.98861421647476,289.9188597860239,276.6508709191364,92.1703865605596,0.1041029353892114,598.24917,1123.06879,8742.50042,7377.50006,2277.52008,225.90642
2023-09-01 01:00:00,2023-09-03 15:38:40,3.0,2.98861421647476,289.9188597860239,276.6508709191364,92.1703865605596,0.1041029353892114,602.90903,1122.76197,8888.07308,2509.14001,2271.67002,225.53935
2023-09-01 02:00:00,2023-09-03 15:38:40,3.0,2.98861421647476,289.9188597860239,276.6508709191364,92.1703865605596,0.1041029353892114,599.21195,1127.05536,9010.93804,80.86,2204.12994,221.30145
2023-09-01 03:00:00,2023-09-03 15:38:40,3.0,2.98861421647476,289.9188597860239,276.6508709191364,92.1703865605596,0.1041029353892114,601.31826,1128.29828,8761.78275,0.0,2128.92001,216.58229
2023-09-01 04:00:00,2023-09-03 15:38:40,3.0,2.7114374705504027,288.3003248603344,277.0170628526388,92.1703865605596,0.1041029353892114,595.10461,1128.93982,8287.87127,0.0,2020.89,209.80378
2023-09-01 05:00:00,2023-09-03 15:38:40,3.0,2.7114374705504027,288.3003248603344,277.0170628526388,92.1703865605596,0.1041029353892114,588.19157,1129.61547,7741.16815,0.0,1923.25996,203.67784
2023-09-01 06:00:00,2023-09-03 15:38:40,3.0,2.7114374705504027,288.3003248603344,277.0170628526388,92.1703865605596,0.1041029353892114,568.58241,1129.45829,7031.05627,0.0,1859.33006,199.66646
2023-09-01 07:00:00,2023-09-03 15:38:40,3.0,2.6636045909134625,287.2145543635572,277.5038044702055,46.08520633836012,0.1903818789071549,563.7078,1130.22502,6148.29581,0.0,1776.29999,194.45661
2023-09-01 08:00:00,2023-09-03 15:38:40,3.0,2.6636045909134625,287.2145543635572,277.5038044702055,46.08520633836012,0.1903818789071549,576.26421,1130.76976,5254.77954,0.0,1759.28992,193.38929
2023-09-01 09:00:00,2023-09-03 15:38:40,3.0,2.6636045909134625,287.2145543635572,277.5038044702055,46.08520633836012,0.1903818789071549,566.5785,1131.45506,4700.52468,0.0,1741.69004,192.28496
2023-09-01 10:00:00,2023-09-03 15:38:40,3.0,2.540276199364165,286.45403953604614,277.90187879325515,0.0,0.2634485767669444,573.28187,1131.56095,4222.82289,0.0,1729.31999,191.50878
2023-09-01 11:00:00,2023-09-03 15:38:40,3.0,2.540276199364165,286.45403953604614,277.90187879325515,0.0,0.2634485767669444,574.80437,1131.8739,4227.74679,0.0,1699.11998,189.61384
2023-09-01 12:00:00,2023-09-03 15:38:40,3.0,2.540276199364165,286.45403953604614,277.90187879325515,0.0,0.2634485767669444,576.18115,1131.67043,4896.17598,0.0,1629.38008,185.2379
2023-09-01 13:00:00,2023-09-03 15:38:40,3.0,2.828583278026445,289.28087461026166,278.9078374152474,0.0,0.3374812278128526,574.99056,1132.39828,5454.93662,381.10999,1536.36995,179.40184
