datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-15 00:00:00,2023-08-21 20:44:56,3.0,2.5031113374096083,295.62681954779555,278.727734955138,180.3211634964248,0.0229869559863328,842.31363,1103.79625,9803.19933,8490.21008,665.30001,124.74525
2023-08-15 01:00:00,2023-08-21 20:44:56,3.0,2.5031113374096083,295.62681954779555,278.727734955138,180.3211634964248,0.0229869559863328,848.02739,1103.62927,9819.26628,3869.55984,884.92,138.52564
2023-08-15 02:00:00,2023-08-21 20:44:56,3.0,2.5031113374096083,295.62681954779555,278.727734955138,180.3211634964248,0.0229869559863328,843.32149,1108.01735,9763.23197,504.79998,1137.93002,154.40113
2023-08-15 03:00:00,2023-08-21 20:44:56,3.0,2.5031113374096083,295.62681954779555,278.727734955138,180.3211634964248,0.0229869559863328,844.9317,1109.36046,9289.25504,0.0,1301.05998,164.63697
2023-08-15 04:00:00,2023-08-21 20:44:56,3.0,2.2963623049269533,293.03204043051466,278.4729342289397,180.3211634964248,0.0229869559863328,837.51507,1110.21561,8636.58416,0.0,1340.61998,167.11922
2023-08-15 05:00:00,2023-08-21 20:44:56,3.0,2.2963623049269533,293.03204043051466,278.4729342289397,180.3211634964248,0.0229869559863328,829.98984,1111.0795,7958.92844,0.0,1299.79001,164.55728
2023-08-15 06:00:00,2023-08-21 20:44:56,3.0,2.2963623049269533,293.03204043051466,278.4729342289397,180.3211634964248,0.0229869559863328,804.71023,1111.02617,7178.61238,0.0,1236.19998,160.56723
2023-08-15 07:00:00,2023-08-21 20:44:56,3.0,2.088016401636936,291.57728244566977,278.3719150609488,90.26013027136496,0.0267684932680206,797.501,1111.8201,6249.32389,0.0,882.82998,138.3945
2023-08-15 08:00:00,2023-08-21 20:44:56,3.0,2.088016401636936,291.57728244566977,278.3719150609488,90.26013027136496,0.0267684932680206,812.00942,1112.39443,5375.75574,0.0,810.60002,133.86232
2023-08-15 09:00:00,2023-08-21 20:44:56,3.0,2.088016401636936,291.57728244566977,278.3719150609488,90.26013027136496,0.0267684932680206,797.97982,1113.2064,4879.8444,0.0,701.67998,127.02797
