UTC time,nat_gas,oil,hydro,solar,wind,other
2023-11-13 00:00:00,286.0,0.0,479.0,24.0,569.0,58.0
2023-11-13 01:00:00,288.0,0.0,581.0,2.0,586.0,58.0
2023-11-13 02:00:00,288.0,0.0,527.0,0.0,588.0,56.0
2023-11-13 03:00:00,288.0,0.0,507.0,0.0,552.0,58.0
2023-11-13 04:00:00,288.0,0.0,503.0,0.0,530.0,55.0
2023-11-13 05:00:00,289.0,0.0,479.0,0.0,525.0,58.0
2023-11-13 06:00:00,289.0,0.0,467.0,0.0,470.0,55.0
2023-11-13 07:00:00,291.0,0.0,347.0,0.0,476.0,56.0
2023-11-13 08:00:00,290.0,0.0,344.0,0.0,466.0,57.0
2023-11-13 09:00:00,290.0,0.0,344.0,0.0,429.0,57.0
2023-11-13 10:00:00,288.0,0.0,329.0,0.0,388.0,56.0
2023-11-13 11:00:00,290.0,0.0,330.0,0.0,373.0,55.0
2023-11-13 12:00:00,290.0,0.0,393.0,0.0,349.0,57.0
2023-11-13 13:00:00,290.0,0.0,432.0,0.0,331.0,56.0
2023-11-13 14:00:00,289.0,0.0,622.0,0.0,318.0,56.0
2023-11-13 15:00:00,288.0,0.0,674.0,0.0,299.0,52.0
2023-11-13 16:00:00,290.0,0.0,637.0,35.0,329.0,51.0
2023-11-13 17:00:00,292.0,0.0,502.0,95.0,279.0,50.0
2023-11-13 18:00:00,286.0,0.0,502.0,114.0,236.0,49.0
2023-11-13 19:00:00,285.0,0.0,487.0,158.0,212.0,48.0
2023-11-13 20:00:00,283.0,0.0,482.0,189.0,193.0,48.0
2023-11-13 21:00:00,287.0,0.0,483.0,187.0,148.0,44.0
2023-11-13 22:00:00,286.0,0.0,487.0,136.0,150.0,43.0
2023-11-13 23:00:00,285.0,0.0,486.0,102.0,180.0,43.0
