UTC time,nat_gas,oil,hydro,solar,wind,other
2023-08-14 00:00:00,595.0,0.0,978.0,427.0,72.0,105.0
2023-08-14 01:00:00,562.0,0.0,1050.0,395.0,86.0,105.0
2023-08-14 02:00:00,598.0,0.0,1227.0,205.0,114.0,98.0
2023-08-14 03:00:00,598.0,0.0,1228.0,20.0,133.0,30.0
2023-08-14 04:00:00,608.0,0.0,1077.0,0.0,153.0,31.0
2023-08-14 05:00:00,608.0,0.0,927.0,0.0,149.0,33.0
2023-08-14 06:00:00,612.0,0.0,902.0,0.0,149.0,34.0
2023-08-14 07:00:00,568.0,0.0,561.0,0.0,169.0,36.0
2023-08-14 08:00:00,434.0,0.0,520.0,0.0,226.0,33.0
2023-08-14 09:00:00,434.0,0.0,489.0,0.0,264.0,38.0
2023-08-14 10:00:00,438.0,0.0,481.0,0.0,249.0,32.0
2023-08-14 11:00:00,437.0,0.0,478.0,0.0,306.0,0.0
2023-08-14 12:00:00,440.0,0.0,485.0,0.0,274.0,0.0
2023-08-14 13:00:00,439.0,0.0,488.0,1.0,252.0,0.0
2023-08-14 14:00:00,437.0,0.0,480.0,87.0,262.0,0.0
2023-08-14 15:00:00,416.0,0.0,615.0,323.0,208.0,16.0
2023-08-14 16:00:00,420.0,0.0,629.0,430.0,180.0,32.0
2023-08-14 17:00:00,439.0,0.0,742.0,442.0,140.0,34.0
2023-08-14 18:00:00,435.0,0.0,764.0,442.0,141.0,31.0
2023-08-14 19:00:00,450.0,0.0,813.0,437.0,133.0,30.0
2023-08-14 20:00:00,622.0,0.0,864.0,432.0,85.0,29.0
2023-08-14 21:00:00,674.0,0.0,1184.0,431.0,57.0,28.0
2023-08-14 22:00:00,688.0,0.0,1045.0,433.0,37.0,27.0
2023-08-14 23:00:00,690.0,0.0,1222.0,434.0,18.0,31.0
