UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-02-10 00:00:00,2024-07-17 00:00:00,3.1,2.0564529016913107,272.4919859760812,268.58778257972176,433.8066550304733,0.0015350046792757,530.98657,0.0,605.98343,167.98786,280.29247,56.48185
2023-02-10 01:00:00,2024-07-17 00:00:00,3.1,2.3198391121409347,268.5217145853403,265.28847441062084,17.313886628015915,0.0003498338566749,522.17535,0.0,678.00601,138.66616,276.32096,57.19259
2023-02-10 02:00:00,2024-07-17 00:00:00,3.1,2.3198391121409347,268.5217145853403,265.28847441062084,17.313886628015915,0.0003498338566749,517.92606,2e-05,722.74001,94.061,275.91289,56.34271
2023-02-10 03:00:00,2024-07-17 00:00:00,3.1,2.3198391121409347,268.5217145853403,265.28847441062084,17.313886628015915,0.0003498338566749,526.76503,0.0,747.28125,39.50079,272.40723,54.86896
2023-02-10 04:00:00,2024-07-17 00:00:00,3.1,2.147962385386532,268.00805148415105,264.8148187446034,8.656850403077698,0.0072394615261065,525.59092,0.0008,747.87947,0.0,268.57754,55.71726
2023-02-10 05:00:00,2024-07-17 00:00:00,3.1,2.147962385386532,268.00805148415105,264.8148187446034,8.656850403077698,0.0072394615261065,537.6242,0.0,725.73176,0.0,260.86544,55.82881
2023-02-10 06:00:00,2024-07-17 00:00:00,3.1,2.147962385386532,268.00805148415105,264.8148187446034,8.656850403077698,0.0072394615261065,536.50923,0.00123,667.68328,0.0,254.07366,56.19618
2023-02-10 07:00:00,2024-07-17 00:00:00,3.1,2.0452076830474866,267.4242374937346,264.3732653768837,0.0,0.0225205654312203,522.62544,0.0011,604.00642,0.0,250.94387,54.21912
2023-02-10 08:00:00,2024-07-17 00:00:00,3.1,2.0452076830474866,267.4242374937346,264.3732653768837,0.0,0.0225205654312203,513.74648,0.0,553.19453,0.0,252.98874,53.66644
2023-02-10 09:00:00,2024-07-17 00:00:00,3.1,2.0452076830474866,267.4242374937346,264.3732653768837,0.0,0.0225205654312203,504.55737,0.00135,525.00094,5.60767,259.60528,53.61082
2023-02-10 10:00:00,2024-07-17 00:00:00,3.1,2.0840380005546573,266.71994479047305,263.70555005221354,0.0,0.0713814333849031,505.29394,0.0,538.58328,9.09031,263.93481,54.81059
2023-02-10 11:00:00,2024-07-17 00:00:00,3.1,2.0840380005546573,266.71994479047305,263.70555005221354,0.0,0.0713814333849031,516.80089,0.00062,560.92364,15.63075,257.16787,54.80996
2023-02-10 12:00:00,2024-07-17 00:00:00,3.1,2.0840380005546573,266.71994479047305,263.70555005221354,0.0,0.0713814333849031,519.78049,0.00332,616.99553,12.41519,249.01024,55.40681
