Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
42240,2023-10-27 00:00:00,2024-07-17 00:00:00,3.1,158.49,288.0,0.0,705.0,140.0,117.0,60.0
42241,2023-10-27 01:00:00,2024-07-17 00:00:00,3.1,158.22,289.0,0.0,888.0,12.0,57.0,61.0
42242,2023-10-27 02:00:00,2024-07-17 00:00:00,3.1,164.91,291.0,0.0,873.0,0.0,17.0,58.0
42243,2023-10-27 03:00:00,2024-07-17 00:00:00,3.1,166.21,291.0,0.0,872.0,0.0,11.0,59.0
42244,2023-10-27 04:00:00,2024-07-17 00:00:00,3.1,168.15,291.0,0.0,858.0,0.0,12.0,60.0
42245,2023-10-27 05:00:00,2024-07-17 00:00:00,3.1,167.61,291.0,0.0,841.0,0.0,25.0,58.0
42246,2023-10-27 06:00:00,2024-07-17 00:00:00,3.1,202.78,291.0,0.0,602.0,0.0,25.0,58.0
42247,2023-10-27 07:00:00,2024-07-17 00:00:00,3.1,218.49,291.0,0.0,542.0,0.0,12.0,60.0
42248,2023-10-27 08:00:00,2024-07-17 00:00:00,3.1,217.65,292.0,0.0,542.0,0.0,17.0,60.0
42249,2023-10-27 09:00:00,2024-07-17 00:00:00,3.1,255.42,291.0,0.0,377.0,0.0,26.0,57.0
42250,2023-10-27 10:00:00,2024-07-17 00:00:00,3.1,261.52,291.0,0.0,368.0,0.0,25.0,62.0
42251,2023-10-27 11:00:00,2024-07-17 00:00:00,3.1,260.21,290.0,0.0,354.0,0.0,36.0,59.0
42252,2023-10-27 12:00:00,2024-07-17 00:00:00,3.1,197.53,292.0,0.0,596.0,0.0,65.0,60.0
42253,2023-10-27 13:00:00,2024-07-17 00:00:00,3.1,165.82,294.0,0.0,815.0,0.0,83.0,62.0
42254,2023-10-27 14:00:00,2024-07-17 00:00:00,3.1,159.49,293.0,0.0,858.0,0.0,95.0,62.0
42255,2023-10-27 15:00:00,2024-07-17 00:00:00,3.1,154.94,293.0,0.0,864.0,27.0,114.0,63.0
42256,2023-10-27 16:00:00,2024-07-17 00:00:00,3.1,159.7,293.0,5.0,608.0,221.0,160.0,60.0
42257,2023-10-27 17:00:00,2024-07-17 00:00:00,3.1,152.48,292.0,1.0,566.0,365.0,141.0,60.0
42258,2023-10-27 18:00:00,2024-07-17 00:00:00,3.1,155.83,289.0,0.0,521.0,358.0,129.0,56.0
42259,2023-10-27 19:00:00,2024-07-17 00:00:00,3.1,182.59,289.0,0.0,346.0,334.0,102.0,57.0
42260,2023-10-27 20:00:00,2024-07-17 00:00:00,3.1,185.23,287.0,0.0,331.0,327.0,98.0,56.0
42261,2023-10-27 21:00:00,2024-07-17 00:00:00,3.1,182.08,285.0,0.0,326.0,336.0,106.0,54.0
42262,2023-10-27 22:00:00,2024-07-17 00:00:00,3.1,180.0,289.0,0.0,330.0,348.0,126.0,58.0
42263,2023-10-27 23:00:00,2024-07-17 00:00:00,3.1,167.66,288.0,0.0,375.0,328.0,172.0,53.0
