UTC time,nat_gas,oil,hydro,solar,wind,other
2023-01-17 00:00:00,437.0,0.0,684.0,48.0,119.0,50.0
2023-01-17 01:00:00,441.0,0.0,853.0,2.0,135.0,52.0
2023-01-17 02:00:00,437.0,0.0,904.0,0.0,128.0,53.0
2023-01-17 03:00:00,437.0,0.0,890.0,0.0,125.0,54.0
2023-01-17 04:00:00,430.0,0.0,752.0,0.0,128.0,53.0
2023-01-17 05:00:00,436.0,0.0,653.0,0.0,105.0,56.0
2023-01-17 06:00:00,436.0,0.0,532.0,0.0,106.0,56.0
2023-01-17 07:00:00,431.0,0.0,525.0,0.0,138.0,56.0
2023-01-17 08:00:00,424.0,0.0,522.0,0.0,126.0,56.0
2023-01-17 09:00:00,415.0,0.0,528.0,0.0,137.0,55.0
2023-01-17 10:00:00,434.0,0.0,534.0,0.0,129.0,56.0
2023-01-17 11:00:00,433.0,0.0,542.0,0.0,115.0,56.0
2023-01-17 12:00:00,434.0,0.0,619.0,0.0,122.0,55.0
2023-01-17 13:00:00,436.0,0.0,659.0,0.0,141.0,55.0
2023-01-17 14:00:00,450.0,0.0,790.0,0.0,143.0,56.0
2023-01-17 15:00:00,478.0,0.0,979.0,0.0,152.0,57.0
2023-01-17 16:00:00,539.0,0.0,907.0,9.0,189.0,55.0
2023-01-17 17:00:00,523.0,0.0,610.0,87.0,183.0,56.0
2023-01-17 18:00:00,433.0,0.0,598.0,181.0,164.0,55.0
2023-01-17 19:00:00,473.0,0.0,596.0,194.0,146.0,57.0
2023-01-17 20:00:00,517.0,0.0,595.0,184.0,140.0,53.0
2023-01-17 21:00:00,414.0,0.0,594.0,199.0,138.0,51.0
2023-01-17 22:00:00,391.0,0.0,588.0,206.0,140.0,57.0
2023-01-17 23:00:00,343.0,0.0,608.0,216.0,164.0,52.0
