UTC time,nat_gas,oil,hydro,solar,wind,other
2023-09-16 00:00:00,354.0,0.0,1113.0,408.0,19.0,37.0
2023-09-16 01:00:00,355.0,0.0,1203.0,260.0,24.0,36.0
2023-09-16 02:00:00,355.0,0.0,1342.0,34.0,21.0,39.0
2023-09-16 03:00:00,360.0,0.0,1160.0,1.0,22.0,44.0
2023-09-16 04:00:00,360.0,0.0,1156.0,0.0,25.0,46.0
2023-09-16 05:00:00,361.0,0.0,1053.0,0.0,33.0,45.0
2023-09-16 06:00:00,362.0,0.0,928.0,0.0,69.0,49.0
2023-09-16 07:00:00,361.0,0.0,678.0,0.0,99.0,48.0
2023-09-16 08:00:00,323.0,0.0,603.0,0.0,66.0,50.0
2023-09-16 09:00:00,313.0,0.0,537.0,0.0,61.0,48.0
2023-09-16 10:00:00,316.0,0.0,534.0,0.0,55.0,51.0
2023-09-16 11:00:00,316.0,0.0,535.0,0.0,79.0,50.0
2023-09-16 12:00:00,318.0,0.0,513.0,0.0,129.0,51.0
2023-09-16 13:00:00,319.0,0.0,474.0,0.0,128.0,49.0
2023-09-16 14:00:00,319.0,0.0,495.0,18.0,183.0,52.0
2023-09-16 15:00:00,320.0,0.0,448.0,216.0,188.0,47.0
2023-09-16 16:00:00,320.0,0.0,458.0,417.0,124.0,48.0
2023-09-16 17:00:00,316.0,0.0,631.0,441.0,110.0,45.0
2023-09-16 18:00:00,311.0,0.0,678.0,431.0,101.0,40.0
2023-09-16 19:00:00,329.0,0.0,655.0,417.0,114.0,41.0
2023-09-16 20:00:00,355.0,0.0,670.0,401.0,101.0,38.0
2023-09-16 21:00:00,353.0,0.0,677.0,407.0,66.0,39.0
2023-09-16 22:00:00,355.0,0.0,719.0,416.0,56.0,36.0
2023-09-16 23:00:00,354.0,0.0,867.0,424.0,54.0,37.0
