UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-30 00:00:00,2024-07-17 00:00:00,3.1,3.944356313278058,284.1587398961124,275.2559142375975,265.79598765219464,0.8929098947506281,25.22096,0.0,841.34234,136.89242,203.57182,50.94247
2023-09-30 01:00:00,2024-07-17 00:00:00,3.1,3.203072992944416,280.84158256232854,275.57499721164754,16.033928033146694,0.6098924250684852,31.94631,0.0,869.65974,110.09625,208.21548,51.22694
2023-09-30 02:00:00,2024-07-17 00:00:00,3.1,3.203072992944416,280.84158256232854,275.57499721164754,16.033928033146694,0.6098924250684852,24.49397,0.00372,892.49743,71.07151,214.49846,51.14031
2023-09-30 03:00:00,2024-07-17 00:00:00,3.1,3.203072992944416,280.84158256232854,275.57499721164754,16.033928033146694,0.6098924250684852,20.31898,0.0,866.51269,39.70172,217.05618,52.02936
2023-09-30 04:00:00,2024-07-17 00:00:00,3.1,3.187611173496065,279.72987507532287,275.52453639209546,8.016943154110635,0.8584707382178853,23.03437,0.0,857.38009,19.20044,213.26167,52.10109
2023-09-30 05:00:00,2024-07-17 00:00:00,3.1,3.187611173496065,279.72987507532287,275.52453639209546,8.016943154110635,0.8584707382178853,21.75465,0.0,822.05588,13.0773,207.99117,52.63185
2023-09-30 06:00:00,2024-07-17 00:00:00,3.1,3.187611173496065,279.72987507532287,275.52453639209546,8.016943154110635,0.8584707382178853,25.13911,0.0,752.68085,20.122,212.0691,52.06057
2023-09-30 07:00:00,2024-07-17 00:00:00,3.1,3.254595621429236,278.95533306035514,275.4782304283473,0.0,0.3795245087279961,19.85066,0.0,695.7156,11.72299,211.94157,53.6249
2023-09-30 08:00:00,2024-07-17 00:00:00,3.1,3.254595621429236,278.95533306035514,275.4782304283473,0.0,0.3795245087279961,30.2417,0.0,662.77545,0.0,218.99648,53.89431
2023-09-30 09:00:00,2024-07-17 00:00:00,3.1,3.254595621429236,278.95533306035514,275.4782304283473,0.0,0.3795245087279961,28.21454,0.0,653.74082,0.0,226.00253,54.70917
