UTC time,nat_gas,oil,hydro,solar,wind,other
2023-01-29 00:00:00,211.0,0.0,783.0,25.0,235.0,56.0
2023-01-29 01:00:00,294.0,0.0,933.0,2.0,167.0,58.0
2023-01-29 02:00:00,305.0,0.0,957.0,0.0,153.0,57.0
2023-01-29 03:00:00,307.0,0.0,963.0,0.0,154.0,57.0
2023-01-29 04:00:00,307.0,0.0,928.0,0.0,204.0,59.0
2023-01-29 05:00:00,307.0,0.0,898.0,0.0,253.0,58.0
2023-01-29 06:00:00,308.0,0.0,756.0,0.0,298.0,56.0
2023-01-29 07:00:00,308.0,0.0,706.0,0.0,335.0,57.0
2023-01-29 08:00:00,309.0,0.0,543.0,0.0,382.0,56.0
2023-01-29 09:00:00,309.0,0.0,596.0,0.0,441.0,56.0
2023-01-29 10:00:00,312.0,0.0,634.0,0.0,427.0,57.0
2023-01-29 11:00:00,311.0,0.0,662.0,0.0,439.0,56.0
2023-01-29 12:00:00,313.0,0.0,676.0,0.0,436.0,58.0
2023-01-29 13:00:00,313.0,0.0,816.0,0.0,376.0,58.0
2023-01-29 14:00:00,314.0,0.0,866.0,0.0,336.0,60.0
2023-01-29 15:00:00,312.0,0.0,856.0,0.0,329.0,55.0
2023-01-29 16:00:00,311.0,0.0,816.0,10.0,309.0,61.0
2023-01-29 17:00:00,312.0,0.0,697.0,74.0,306.0,57.0
2023-01-29 18:00:00,312.0,0.0,681.0,125.0,313.0,60.0
2023-01-29 19:00:00,311.0,0.0,688.0,133.0,332.0,60.0
2023-01-29 20:00:00,311.0,0.0,686.0,159.0,337.0,60.0
2023-01-29 21:00:00,310.0,0.0,686.0,174.0,325.0,58.0
2023-01-29 22:00:00,311.0,0.0,687.0,201.0,333.0,61.0
2023-01-29 23:00:00,310.0,0.0,684.0,172.0,314.0,59.0
