UTC time,nat_gas,oil,hydro,solar,wind,other
2023-08-23 00:00:00,590.0,0.0,715.0,235.0,160.0,34.0
2023-08-23 01:00:00,598.0,0.0,809.0,145.0,152.0,38.0
2023-08-23 02:00:00,603.0,0.0,804.0,52.0,275.0,34.0
2023-08-23 03:00:00,600.0,0.0,804.0,4.0,414.0,37.0
2023-08-23 04:00:00,601.0,0.0,799.0,0.0,341.0,38.0
2023-08-23 05:00:00,606.0,0.0,649.0,0.0,260.0,39.0
2023-08-23 06:00:00,480.0,0.0,646.0,0.0,152.0,37.0
2023-08-23 07:00:00,440.0,0.0,608.0,0.0,100.0,39.0
2023-08-23 08:00:00,440.0,0.0,602.0,0.0,71.0,38.0
2023-08-23 09:00:00,442.0,0.0,565.0,0.0,44.0,38.0
2023-08-23 10:00:00,442.0,0.0,521.0,0.0,54.0,38.0
2023-08-23 11:00:00,439.0,0.0,486.0,0.0,79.0,39.0
2023-08-23 12:00:00,438.0,0.0,517.0,0.0,56.0,38.0
2023-08-23 13:00:00,443.0,0.0,611.0,0.0,31.0,34.0
2023-08-23 14:00:00,591.0,0.0,633.0,56.0,21.0,39.0
2023-08-23 15:00:00,597.0,0.0,614.0,269.0,11.0,37.0
2023-08-23 16:00:00,584.0,3.0,510.0,388.0,4.0,37.0
2023-08-23 17:00:00,595.0,0.0,473.0,408.0,1.0,33.0
2023-08-23 18:00:00,518.0,0.0,473.0,402.0,0.0,35.0
2023-08-23 19:00:00,570.0,0.0,577.0,397.0,2.0,32.0
2023-08-23 20:00:00,606.0,0.0,729.0,382.0,0.0,31.0
2023-08-23 21:00:00,621.0,0.0,754.0,372.0,5.0,32.0
2023-08-23 22:00:00,670.0,0.0,891.0,346.0,15.0,35.0
2023-08-23 23:00:00,701.0,0.0,1079.0,398.0,23.0,32.0
