UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-11-22 00:00:00,2024-07-17 00:00:00,3.1,1.623758734674242,275.91927313903284,269.9318085684249,193.2777020768609,0.3643254080921824,331.24235,0.0,518.58751,45.98919,318.70273,58.55966
2023-11-22 01:00:00,2024-07-17 00:00:00,3.1,1.3967342575621022,274.47098797881176,270.3399111441531,0.2144085461861193,0.1134646274515489,335.26754,0.0,557.40677,24.90338,311.13021,59.0284
2023-11-22 02:00:00,2024-07-17 00:00:00,3.1,1.3967342575621022,274.47098797881176,270.3399111441531,0.2144085461861193,0.1134646274515489,336.97846,0.00372,612.97377,0.0,301.36139,58.77111
2023-11-22 03:00:00,2024-07-17 00:00:00,3.1,1.3967342575621022,274.47098797881176,270.3399111441531,0.2144085461861193,0.1134646274515489,334.11053,0.0,613.34888,0.0,288.62407,59.77042
2023-11-22 04:00:00,2024-07-17 00:00:00,3.1,1.5054249803605706,273.90766382500146,270.54892820832663,0.1074527493733875,0.2635351398558833,326.69031,0.0,623.04832,0.0,269.86887,59.64377
2023-11-22 05:00:00,2024-07-17 00:00:00,3.1,1.5054249803605706,273.90766382500146,270.54892820832663,0.1074527493733875,0.2635351398558833,328.12741,0.0,597.31029,0.0,255.79441,59.92608
2023-11-22 06:00:00,2024-07-17 00:00:00,3.1,1.5054249803605706,273.90766382500146,270.54892820832663,0.1074527493733875,0.2635351398558833,330.7695,0.0,539.03235,13.90688,249.1485,58.91776
2023-11-22 07:00:00,2024-07-17 00:00:00,3.1,1.8701094066519504,273.1182277303012,270.65504048813114,0.0,0.2660381191414327,321.95437,0.0,475.0868,14.15866,230.53703,60.51762
2023-11-22 08:00:00,2024-07-17 00:00:00,3.1,1.8701094066519504,273.1182277303012,270.65504048813114,0.0,0.2660381191414327,326.50091,0.0,419.8626,6.30912,219.00035,60.45151
2023-11-22 09:00:00,2024-07-17 00:00:00,3.1,1.8701094066519504,273.1182277303012,270.65504048813114,0.0,0.2660381191414327,326.68012,0.0,383.45907,6.50652,209.49289,61.29887
