UTC time,nat_gas,oil,hydro,solar,wind,other
2023-03-30 00:00:00,435.0,0.0,740.0,78.0,70.0,50.0
2023-03-30 01:00:00,433.0,0.0,807.0,50.0,104.0,52.0
2023-03-30 02:00:00,410.0,0.0,921.0,15.0,126.0,55.0
2023-03-30 03:00:00,403.0,0.0,968.0,0.0,155.0,54.0
2023-03-30 04:00:00,404.0,0.0,936.0,0.0,157.0,53.0
2023-03-30 05:00:00,406.0,0.0,816.0,0.0,189.0,52.0
2023-03-30 06:00:00,405.0,0.0,787.0,0.0,241.0,53.0
2023-03-30 07:00:00,405.0,0.0,666.0,0.0,231.0,54.0
2023-03-30 08:00:00,405.0,0.0,495.0,0.0,187.0,52.0
2023-03-30 09:00:00,394.0,0.0,419.0,0.0,238.0,54.0
2023-03-30 10:00:00,380.0,0.0,429.0,0.0,233.0,51.0
2023-03-30 11:00:00,395.0,0.0,447.0,0.0,264.0,51.0
2023-03-30 12:00:00,399.0,0.0,552.0,0.0,252.0,49.0
2023-03-30 13:00:00,398.0,0.0,836.0,0.0,234.0,52.0
2023-03-30 14:00:00,404.0,0.0,915.0,1.0,231.0,52.0
2023-03-30 15:00:00,382.0,0.0,966.0,18.0,307.0,48.0
2023-03-30 16:00:00,378.0,0.0,856.0,68.0,404.0,53.0
2023-03-30 17:00:00,343.0,0.0,735.0,98.0,405.0,53.0
2023-03-30 18:00:00,285.0,0.0,613.0,123.0,408.0,52.0
2023-03-30 19:00:00,174.0,0.0,749.0,152.0,471.0,51.0
2023-03-30 20:00:00,152.0,0.0,531.0,167.0,532.0,51.0
2023-03-30 21:00:00,126.0,0.0,414.0,176.0,554.0,49.0
2023-03-30 22:00:00,124.0,0.0,411.0,156.0,537.0,51.0
2023-03-30 23:00:00,125.0,0.0,409.0,125.0,540.0,54.0
