Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
36432,2023-02-27 00:00:00,2024-07-17 00:00:00,3.1,278.34,197.0,425.0,0.0,773.0,266.0,130.0
36433,2023-02-27 01:00:00,2024-07-17 00:00:00,3.1,381.87,256.0,674.0,26.0,387.0,263.0,164.0
36434,2023-02-27 02:00:00,2024-07-17 00:00:00,3.1,464.48,409.0,932.0,213.0,18.0,256.0,205.0
36435,2023-02-27 03:00:00,2024-07-17 00:00:00,3.1,496.26,565.0,1137.0,217.0,0.0,251.0,238.0
36436,2023-02-27 04:00:00,2024-07-17 00:00:00,3.1,499.32,599.0,1160.0,216.0,0.0,260.0,241.0
36437,2023-02-27 05:00:00,2024-07-17 00:00:00,3.1,499.7,600.0,1247.0,216.0,0.0,257.0,241.0
36438,2023-02-27 06:00:00,2024-07-17 00:00:00,3.1,500.89,599.0,1342.0,214.0,0.0,250.0,241.0
36439,2023-02-27 07:00:00,2024-07-17 00:00:00,3.1,496.35,554.0,1253.0,213.0,0.0,246.0,239.0
36440,2023-02-27 08:00:00,2024-07-17 00:00:00,3.1,500.09,572.0,956.0,215.0,0.0,242.0,237.0
36441,2023-02-27 09:00:00,2024-07-17 00:00:00,3.1,516.82,426.0,1065.0,32.0,0.0,247.0,219.0
36442,2023-02-27 10:00:00,2024-07-17 00:00:00,3.1,511.47,370.0,1048.0,29.0,0.0,237.0,218.0
36443,2023-02-27 11:00:00,2024-07-17 00:00:00,3.1,512.55,368.0,1025.0,29.0,0.0,229.0,208.0
36444,2023-02-27 12:00:00,2024-07-17 00:00:00,3.1,510.4,369.0,1040.0,29.0,0.0,237.0,208.0
36445,2023-02-27 13:00:00,2024-07-17 00:00:00,3.1,509.54,368.0,1194.0,30.0,0.0,233.0,209.0
36446,2023-02-27 14:00:00,2024-07-17 00:00:00,3.1,469.8,365.0,1281.0,216.0,0.0,239.0,227.0
36447,2023-02-27 15:00:00,2024-07-17 00:00:00,3.1,464.67,366.0,1247.0,215.0,38.0,242.0,250.0
36448,2023-02-27 16:00:00,2024-07-17 00:00:00,3.1,423.95,366.0,1076.0,214.0,288.0,212.0,240.0
36449,2023-02-27 17:00:00,2024-07-17 00:00:00,3.1,400.3,368.0,812.0,29.0,561.0,197.0,199.0
36450,2023-02-27 18:00:00,2024-07-17 00:00:00,3.1,353.69,375.0,660.0,29.0,788.0,217.0,180.0
36451,2023-02-27 19:00:00,2024-07-17 00:00:00,3.1,332.76,363.0,559.0,29.0,859.0,214.0,164.0
36452,2023-02-27 20:00:00,2024-07-17 00:00:00,3.1,332.15,356.0,646.0,29.0,886.0,225.0,163.0
36453,2023-02-27 21:00:00,2024-07-17 00:00:00,3.1,330.17,356.0,622.0,28.0,862.0,245.0,159.0
36454,2023-02-27 22:00:00,2024-07-17 00:00:00,3.1,350.59,356.0,690.0,30.0,728.0,256.0,160.0
36455,2023-02-27 23:00:00,2024-07-17 00:00:00,3.1,338.89,364.0,685.0,30.0,826.0,259.0,162.0
