UTC time,coal,nat_gas,hydro,solar,wind,other
2023-06-08 00:00:00,182.0,517.0,80.0,435.0,147.0,166.0
2023-06-08 01:00:00,182.0,567.0,80.0,420.0,78.0,220.0
2023-06-08 02:00:00,181.0,731.0,84.0,296.0,29.0,228.0
2023-06-08 03:00:00,181.0,936.0,264.0,55.0,66.0,232.0
2023-06-08 04:00:00,181.0,1006.0,263.0,0.0,69.0,228.0
2023-06-08 05:00:00,180.0,966.0,255.0,0.0,150.0,237.0
2023-06-08 06:00:00,180.0,965.0,256.0,0.0,94.0,253.0
2023-06-08 07:00:00,186.0,944.0,70.0,0.0,61.0,246.0
2023-06-08 08:00:00,312.0,955.0,69.0,0.0,45.0,237.0
2023-06-08 09:00:00,254.0,912.0,69.0,0.0,19.0,185.0
2023-06-08 10:00:00,223.0,677.0,69.0,0.0,14.0,170.0
2023-06-08 11:00:00,205.0,618.0,69.0,0.0,18.0,162.0
2023-06-08 12:00:00,206.0,625.0,69.0,0.0,27.0,222.0
2023-06-08 13:00:00,252.0,640.0,69.0,4.0,26.0,227.0
2023-06-08 14:00:00,190.0,705.0,71.0,178.0,27.0,225.0
2023-06-08 15:00:00,182.0,554.0,73.0,600.0,27.0,165.0
2023-06-08 16:00:00,181.0,475.0,73.0,890.0,18.0,140.0
2023-06-08 17:00:00,182.0,461.0,72.0,1029.0,16.0,145.0
2023-06-08 18:00:00,181.0,453.0,74.0,1103.0,36.0,151.0
2023-06-08 19:00:00,182.0,452.0,73.0,1119.0,44.0,146.0
2023-06-08 20:00:00,181.0,451.0,74.0,1071.0,44.0,145.0
2023-06-08 21:00:00,179.0,447.0,77.0,986.0,61.0,144.0
2023-06-08 22:00:00,180.0,456.0,77.0,794.0,85.0,163.0
2023-06-08 23:00:00,181.0,470.0,76.0,642.0,124.0,162.0
