UTC time,coal,nat_gas,hydro,solar,wind,other
2023-02-11 00:00:00,207.0,381.0,35.0,696.0,0.0,148.0
2023-02-11 01:00:00,239.0,751.0,35.0,227.0,0.0,212.0
2023-02-11 02:00:00,304.0,933.0,215.0,5.0,0.0,235.0
2023-02-11 03:00:00,325.0,934.0,219.0,0.0,0.0,230.0
2023-02-11 04:00:00,281.0,934.0,220.0,0.0,0.0,232.0
2023-02-11 05:00:00,262.0,951.0,37.0,0.0,0.0,229.0
2023-02-11 06:00:00,261.0,989.0,31.0,0.0,0.0,222.0
2023-02-11 07:00:00,301.0,942.0,31.0,0.0,0.0,228.0
2023-02-11 08:00:00,307.0,977.0,31.0,0.0,0.0,231.0
2023-02-11 09:00:00,282.0,1001.0,38.0,0.0,1.0,221.0
2023-02-11 10:00:00,296.0,1004.0,38.0,0.0,4.0,220.0
2023-02-11 11:00:00,245.0,1005.0,38.0,0.0,13.0,216.0
2023-02-11 12:00:00,200.0,1006.0,38.0,0.0,12.0,207.0
2023-02-11 13:00:00,199.0,1002.0,38.0,0.0,7.0,208.0
2023-02-11 14:00:00,243.0,1005.0,38.0,0.0,8.0,217.0
2023-02-11 15:00:00,258.0,1005.0,38.0,2.0,9.0,216.0
2023-02-11 16:00:00,249.0,721.0,38.0,166.0,10.0,198.0
2023-02-11 17:00:00,199.0,523.0,39.0,569.0,13.0,136.0
2023-02-11 18:00:00,198.0,362.0,0.0,753.0,9.0,115.0
2023-02-11 19:00:00,197.0,315.0,0.0,787.0,8.0,116.0
2023-02-11 20:00:00,198.0,315.0,0.0,803.0,1.0,125.0
2023-02-11 21:00:00,197.0,311.0,0.0,917.0,1.0,102.0
2023-02-11 22:00:00,197.0,322.0,0.0,870.0,5.0,100.0
2023-02-11 23:00:00,196.0,309.0,0.0,901.0,11.0,104.0
