UTC time,oil,wind,biomass,nat_gas,solar,coal
2023-03-10 17:00,48.0,1411.0,727.0,618.0,1.0,811.0
2023-03-10 18:00,49.0,1583.0,790.0,602.0,1.0,736.0
2023-03-10 19:00,48.0,1662.0,872.0,530.0,1.0,737.0
2023-03-10 20:00,46.0,1722.0,949.0,461.0,1.0,705.0
2023-03-10 21:00,44.0,1898.0,903.0,432.0,1.0,663.0
2023-03-10 22:00,42.0,1892.0,838.0,360.0,1.0,537.0
2023-03-10 23:00,46.0,1894.0,869.0,269.0,0.0,572.0
2023-03-11 00:00,40.0,1757.0,854.0,240.0,0.0,520.0
2023-03-11 01:00,38.0,1507.0,791.0,241.0,0.0,515.0
2023-03-11 02:00,36.0,1449.0,936.0,272.0,0.0,508.0
2023-03-11 03:00,37.0,1413.0,940.0,277.0,0.0,521.0
2023-03-11 04:00,41.0,1458.0,949.0,306.0,0.0,630.0
2023-03-11 05:00,41.0,1529.0,957.0,334.0,1.0,652.0
2023-03-11 06:00,46.0,1504.0,954.0,484.0,44.0,643.0
2023-03-11 07:00,52.0,1581.0,984.0,494.0,215.0,671.0
2023-03-11 08:00,53.0,1719.0,965.0,466.0,551.0,617.0
2023-03-11 09:00,52.0,1818.0,985.0,458.0,899.0,645.0
2023-03-11 10:00,48.0,2295.0,960.0,391.0,1012.0,511.0
2023-03-11 11:00,46.0,2336.0,946.0,340.0,1081.0,487.0
2023-03-11 12:00,46.0,2428.0,896.0,267.0,978.0,494.0
2023-03-11 13:00,45.0,2708.0,930.0,254.0,855.0,485.0
2023-03-11 14:00,46.0,3411.0,880.0,292.0,468.0,507.0
2023-03-11 15:00,50.0,3893.0,820.0,378.0,319.0,574.0
2023-03-11 16:00,49.0,4066.0,841.0,422.0,104.0,577.0
2023-03-11 17:00,50.0,4221.0,761.0,451.0,4.0,595.0
2023-03-11 18:00,50.0,4196.0,763.0,460.0,0.0,605.0
2023-03-11 19:00,51.0,4066.0,715.0,449.0,1.0,609.0
2023-03-11 20:00,50.0,4051.0,738.0,434.0,5.0,598.0
2023-03-11 21:00,48.0,3946.0,727.0,431.0,5.0,622.0
2023-03-11 22:00,46.0,3872.0,695.0,370.0,5.0,572.0
2023-03-11 23:00,45.0,3492.0,723.0,359.0,5.0,552.0
2023-03-12 00:00,45.0,3018.0,692.0,320.0,5.0,536.0
2023-03-12 01:00,47.0,2581.0,744.0,370.0,3.0,585.0
2023-03-12 02:00,47.0,2211.0,750.0,369.0,1.0,584.0
2023-03-12 03:00,47.0,1873.0,761.0,357.0,0.0,591.0
2023-03-12 04:00,46.0,1554.0,832.0,381.0,0.0,586.0
2023-03-12 05:00,48.0,1386.0,842.0,403.0,4.0,595.0
2023-03-12 06:00,49.0,1232.0,847.0,401.0,104.0,606.0
2023-03-12 07:00,48.0,1111.0,891.0,377.0,351.0,546.0
2023-03-12 08:00,48.0,1157.0,885.0,368.0,669.0,532.0
2023-03-12 09:00,48.0,1039.0,869.0,365.0,951.0,457.0
2023-03-12 10:00,48.0,1460.0,804.0,368.0,860.0,403.0
2023-03-12 11:00,48.0,1706.0,733.0,353.0,634.0,356.0
2023-03-12 12:00,47.0,2219.0,772.0,249.0,523.0,340.0
2023-03-12 13:00,46.0,2484.0,783.0,231.0,391.0,322.0
2023-03-12 14:00,44.0,2458.0,884.0,234.0,204.0,323.0
2023-03-12 15:00,46.0,2752.0,902.0,309.0,88.0,361.0
2023-03-12 16:00,50.0,3079.0,911.0,421.0,23.0,524.0
2023-03-12 17:00,51.0,3375.0,909.0,478.0,1.0,602.0
2023-03-12 18:00,53.0,3531.0,931.0,489.0,0.0,655.0
2023-03-12 19:00,52.0,3841.0,840.0,473.0,0.0,585.0
2023-03-12 20:00,43.0,4078.0,700.0,340.0,5.0,528.0
2023-03-12 21:00,43.0,4175.0,772.0,316.0,5.0,534.0
2023-03-12 22:00,47.0,4153.0,746.0,276.0,0.0,554.0
2023-03-12 23:00,48.0,3968.0,721.0,256.0,0.0,508.0
2023-03-13 00:00,41.0,4065.0,645.0,214.0,0.0,396.0
2023-03-13 01:00,40.0,4136.0,605.0,210.0,3.0,391.0
2023-03-13 02:00,37.0,4170.0,612.0,207.0,0.0,369.0
2023-03-13 03:00,37.0,4151.0,602.0,200.0,0.0,361.0
2023-03-13 04:00,36.0,4364.0,568.0,198.0,5.0,353.0
2023-03-13 05:00,36.0,4589.0,586.0,228.0,1.0,376.0
2023-03-13 06:00,39.0,4823.0,652.0,255.0,13.0,414.0
2023-03-13 07:00,44.0,5113.0,701.0,263.0,45.0,489.0
2023-03-13 08:00,46.0,5325.0,558.0,252.0,65.0,438.0
2023-03-13 09:00,37.0,5580.0,552.0,182.0,114.0,350.0
2023-03-13 10:00,34.0,5746.0,533.0,154.0,214.0,324.0
2023-03-13 11:00,33.0,5828.0,514.0,140.0,396.0,319.0
2023-03-13 12:00,33.0,5430.0,512.0,141.0,498.0,314.0
2023-03-13 13:00,32.0,5041.0,561.0,140.0,394.0,310.0
2023-03-13 14:00,33.0,5589.0,631.0,151.0,201.0,259.0
2023-03-13 15:00,38.0,5833.0,639.0,158.0,113.0,265.0
2023-03-13 16:00,45.0,5993.0,692.0,235.0,27.0,330.0
2023-03-13 17:00,42.0,5978.0,710.0,243.0,5.0,377.0
2023-03-13 18:00,40.0,5979.0,551.0,213.0,5.0,395.0
2023-03-13 19:00,39.0,5761.0,555.0,201.0,5.0,299.0
2023-03-13 20:00,37.0,5774.0,481.0,197.0,5.0,261.0
2023-03-13 21:00,37.0,5691.0,387.0,193.0,5.0,242.0
2023-03-13 22:00,37.0,5779.0,343.0,187.0,3.0,244.0
2023-03-13 23:00,34.0,5425.0,342.0,175.0,0.0,213.0
2023-03-14 00:00,30.0,5007.0,398.0,162.0,0.0,194.0
2023-03-14 01:00,29.0,4539.0,420.0,150.0,1.0,186.0
2023-03-14 02:00,28.0,4192.0,443.0,146.0,2.0,179.0
2023-03-14 03:00,28.0,4303.0,481.0,146.0,0.0,183.0
2023-03-14 04:00,34.0,4248.0,508.0,165.0,0.0,342.0
2023-03-14 05:00,43.0,4031.0,537.0,232.0,1.0,465.0
2023-03-14 06:00,48.0,4115.0,657.0,389.0,38.0,685.0
2023-03-14 07:00,48.0,4342.0,708.0,403.0,161.0,678.0
2023-03-14 08:00,47.0,4535.0,625.0,392.0,372.0,641.0
2023-03-14 09:00,45.0,4846.0,543.0,369.0,629.0,505.0
2023-03-14 10:00,45.0,5141.0,519.0,243.0,837.0,549.0
2023-03-14 11:00,40.0,4862.0,502.0,190.0,1003.0,538.0
2023-03-14 12:00,39.0,5010.0,468.0,181.0,946.0,529.0
2023-03-14 13:00,39.0,5042.0,437.0,180.0,882.0,527.0
2023-03-14 14:00,43.0,5129.0,450.0,207.0,715.0,543.0
2023-03-14 15:00,43.0,4730.0,514.0,255.0,463.0,478.0
2023-03-14 16:00,47.0,4334.0,568.0,372.0,161.0,424.0
2023-03-14 17:00,51.0,3987.0,567.0,439.0,8.0,510.0
2023-03-14 18:00,50.0,4248.0,550.0,409.0,0.0,499.0
2023-03-14 19:00,48.0,4382.0,558.0,353.0,0.0,408.0
2023-03-14 20:00,46.0,4309.0,549.0,342.0,2.0,397.0
2023-03-14 21:00,47.0,4201.0,556.0,374.0,0.0,385.0
2023-03-14 22:00,48.0,4023.0,560.0,379.0,0.0,393.0
2023-03-14 23:00,40.0,3728.0,577.0,225.0,2.0,379.0
2023-03-15 00:00,36.0,3586.0,650.0,201.0,2.0,333.0
2023-03-15 01:00,35.0,3419.0,694.0,203.0,2.0,312.0
2023-03-15 02:00,36.0,3491.0,702.0,227.0,2.0,337.0
2023-03-15 03:00,38.0,3467.0,689.0,215.0,2.0,437.0
2023-03-15 04:00,43.0,3314.0,765.0,312.0,2.0,467.0
2023-03-15 05:00,47.0,3127.0,888.0,418.0,6.0,490.0
2023-03-15 06:00,48.0,3178.0,710.0,386.0,131.0,491.0
2023-03-15 07:00,47.0,3290.0,806.0,409.0,432.0,489.0
2023-03-15 08:00,48.0,3397.0,743.0,345.0,835.0,495.0
2023-03-15 09:00,49.0,3830.0,728.0,328.0,1081.0,476.0
2023-03-15 10:00,39.0,3875.0,586.0,297.0,1169.0,323.0
2023-03-15 11:00,41.0,4031.0,558.0,324.0,1122.0,319.0
2023-03-15 12:00,43.0,3699.0,576.0,327.0,917.0,315.0
2023-03-15 13:00,46.0,3879.0,619.0,371.0,748.0,332.0
2023-03-15 14:00,47.0,4035.0,643.0,353.0,590.0,353.0
2023-03-15 15:00,44.0,3620.0,632.0,312.0,324.0,358.0
2023-03-15 16:00,41.0,3243.0,592.0,338.0,101.0,342.0
2023-03-15 17:00,45.0,3717.0,659.0,337.0,11.0,467.0
2023-03-15 18:00,48.0,3254.0,642.0,387.0,5.0,533.0
2023-03-15 19:00,48.0,3221.0,630.0,420.0,5.0,618.0
2023-03-15 20:00,46.0,2669.0,716.0,381.0,2.0,662.0
2023-03-15 21:00,48.0,2167.0,907.0,429.0,1.0,793.0
2023-03-15 22:00,46.0,1932.0,845.0,334.0,0.0,657.0
2023-03-15 23:00,41.0,1662.0,863.0,279.0,0.0,526.0
2023-03-16 00:00,40.0,1404.0,710.0,244.0,0.0,495.0
2023-03-16 01:00,43.0,1188.0,736.0,256.0,0.0,461.0
2023-03-16 02:00,47.0,1174.0,884.0,288.0,0.0,485.0
2023-03-16 03:00,49.0,1278.0,892.0,318.0,0.0,459.0
2023-03-16 04:00,50.0,1501.0,884.0,389.0,0.0,498.0
2023-03-16 05:00,55.0,1724.0,974.0,477.0,11.0,678.0
2023-03-16 06:00,55.0,1966.0,1044.0,507.0,117.0,801.0
2023-03-16 07:00,55.0,2248.0,1036.0,516.0,297.0,786.0
2023-03-16 08:00,53.0,2617.0,855.0,445.0,488.0,708.0
2023-03-16 09:00,48.0,2900.0,668.0,382.0,611.0,574.0
2023-03-16 10:00,48.0,3417.0,773.0,370.0,682.0,479.0
2023-03-16 11:00,46.0,3833.0,558.0,347.0,627.0,366.0
2023-03-16 12:00,46.0,4236.0,586.0,304.0,543.0,327.0
2023-03-16 13:00,45.0,4591.0,539.0,278.0,432.0,323.0
2023-03-16 14:00,45.0,4991.0,607.0,302.0,310.0,326.0
2023-03-16 15:00,43.0,5491.0,662.0,339.0,149.0,315.0
2023-03-16 16:00,49.0,5745.0,929.0,424.0,38.0,346.0
2023-03-16 17:00,51.0,5798.0,926.0,437.0,1.0,354.0
2023-03-16 18:00,50.0,5659.0,897.0,431.0,0.0,350.0
2023-03-16 19:00,50.0,5677.0,777.0,355.0,0.0,362.0
2023-03-16 20:00,47.0,5695.0,815.0,296.0,2.0,377.0
2023-03-16 21:00,43.0,5608.0,716.0,271.0,2.0,363.0
2023-03-16 22:00,39.0,5131.0,621.0,218.0,2.0,318.0
2023-03-16 23:00,44.0,5323.0,614.0,203.0,0.0,354.0
2023-03-17 00:00,46.0,5247.0,597.0,207.0,0.0,360.0
2023-03-17 01:00,45.0,5108.0,590.0,216.0,0.0,357.0
2023-03-17 02:00,46.0,4966.0,561.0,227.0,1.0,359.0
2023-03-17 03:00,46.0,4809.0,542.0,227.0,0.0,372.0
2023-03-17 04:00,46.0,4702.0,584.0,243.0,2.0,420.0
2023-03-17 05:00,49.0,4666.0,658.0,311.0,3.0,531.0
2023-03-17 06:00,49.0,4564.0,747.0,291.0,45.0,517.0
2023-03-17 07:00,49.0,4371.0,796.0,311.0,169.0,611.0
2023-03-17 08:00,50.0,4049.0,817.0,305.0,357.0,594.0
2023-03-17 09:00,47.0,3778.0,729.0,362.0,553.0,578.0
2023-03-17 10:00,46.0,3337.0,635.0,348.0,549.0,452.0
2023-03-17 11:00,46.0,3287.0,568.0,337.0,557.0,414.0
2023-03-17 12:00,42.0,2994.0,631.0,342.0,470.0,399.0
2023-03-17 13:00,44.0,2757.0,687.0,328.0,397.0,406.0
2023-03-17 14:00,46.0,2413.0,705.0,375.0,364.0,536.0
2023-03-17 15:00,47.0,2198.0,741.0,436.0,221.0,611.0
2023-03-17 16:00,51.0,2035.0,814.0,472.0,69.0,651.0
2023-03-17 17:00,51.0,2013.0,821.0,470.0,4.0,797.0
2023-03-17 18:00,53.0,2035.0,808.0,465.0,0.0,763.0
2023-03-17 19:00,52.0,1916.0,643.0,456.0,0.0,541.0
2023-03-17 20:00,49.0,1779.0,717.0,426.0,0.0,390.0
2023-03-17 21:00,48.0,1571.0,647.0,418.0,0.0,390.0
2023-03-17 22:00,47.0,1243.0,696.0,401.0,0.0,382.0
2023-03-17 23:00,38.0,1021.0,672.0,333.0,2.0,358.0
2023-03-18 00:00,36.0,994.0,604.0,309.0,2.0,346.0
2023-03-18 01:00,37.0,966.0,550.0,279.0,2.0,355.0
2023-03-18 02:00,36.0,899.0,564.0,280.0,2.0,349.0
2023-03-18 03:00,37.0,704.0,552.0,286.0,2.0,355.0
2023-03-18 04:00,38.0,820.0,561.0,295.0,0.0,374.0
2023-03-18 05:00,58.0,517.0,693.0,434.0,1.0,434.0
2023-03-18 06:00,53.0,510.0,714.0,384.0,33.0,416.0
2023-03-18 07:00,44.0,635.0,713.0,303.0,116.0,378.0
2023-03-18 08:00,48.0,721.0,616.0,276.0,243.0,363.0
2023-03-18 09:00,47.0,704.0,628.0,265.0,367.0,355.0
2023-03-18 10:00,47.0,647.0,661.0,247.0,404.0,354.0
2023-03-18 11:00,46.0,655.0,569.0,226.0,512.0,348.0
2023-03-18 12:00,46.0,578.0,505.0,223.0,546.0,341.0
2023-03-18 13:00,47.0,386.0,627.0,236.0,470.0,347.0
2023-03-18 14:00,47.0,416.0,681.0,247.0,336.0,355.0
2023-03-18 15:00,51.0,403.0,707.0,318.0,218.0,493.0
2023-03-18 16:00,58.0,388.0,619.0,503.0,80.0,666.0
2023-03-18 17:00,57.0,285.0,679.0,520.0,6.0,778.0
2023-03-18 18:00,57.0,240.0,731.0,520.0,0.0,826.0
2023-03-18 19:00,57.0,191.0,751.0,519.0,0.0,853.0
2023-03-18 20:00,59.0,157.0,707.0,517.0,0.0,888.0
2023-03-18 21:00,54.0,194.0,684.0,446.0,0.0,800.0
2023-03-18 22:00,52.0,229.0,715.0,390.0,0.0,735.0
2023-03-18 23:00,43.0,301.0,662.0,310.0,0.0,584.0
2023-03-19 00:00,40.0,432.0,597.0,288.0,0.0,511.0
2023-03-19 01:00,40.0,524.0,578.0,295.0,0.0,528.0
2023-03-19 02:00,40.0,671.0,590.0,301.0,0.0,474.0
2023-03-19 03:00,40.0,831.0,655.0,301.0,0.0,384.0
2023-03-19 04:00,41.0,967.0,601.0,307.0,0.0,388.0
2023-03-19 05:00,42.0,1059.0,559.0,314.0,6.0,394.0
2023-03-19 06:00,42.0,1124.0,556.0,319.0,66.0,397.0
2023-03-19 07:00,42.0,933.0,607.0,275.0,198.0,391.0
2023-03-19 08:00,48.0,770.0,648.0,255.0,352.0,386.0
2023-03-19 09:00,47.0,699.0,560.0,241.0,507.0,378.0
2023-03-19 10:00,47.0,668.0,523.0,231.0,570.0,378.0
2023-03-19 11:00,47.0,597.0,607.0,232.0,563.0,383.0
2023-03-19 12:00,48.0,602.0,618.0,231.0,493.0,372.0
2023-03-19 13:00,46.0,623.0,544.0,243.0,409.0,343.0
2023-03-19 14:00,52.0,602.0,607.0,442.0,279.0,354.0
2023-03-19 15:00,47.0,648.0,573.0,378.0,177.0,346.0
2023-03-19 16:00,52.0,657.0,596.0,422.0,69.0,517.0
2023-03-19 17:00,54.0,748.0,612.0,467.0,6.0,531.0
2023-03-19 18:00,54.0,886.0,644.0,472.0,0.0,528.0
2023-03-19 19:00,53.0,1057.0,637.0,467.0,0.0,526.0
2023-03-19 20:00,54.0,1015.0,685.0,442.0,0.0,537.0
2023-03-19 21:00,46.0,1141.0,768.0,413.0,0.0,519.0
2023-03-19 22:00,42.0,1547.0,739.0,374.0,0.0,509.0
2023-03-19 23:00,40.0,1770.0,658.0,252.0,0.0,491.0
2023-03-20 00:00,38.0,1843.0,715.0,229.0,0.0,376.0
2023-03-20 01:00,37.0,1833.0,805.0,222.0,0.0,369.0
2023-03-20 02:00,36.0,2087.0,696.0,213.0,2.0,366.0
2023-03-20 03:00,35.0,2250.0,658.0,208.0,2.0,358.0
2023-03-20 04:00,35.0,2282.0,631.0,231.0,0.0,451.0
2023-03-20 05:00,40.0,2008.0,835.0,289.0,5.0,639.0
2023-03-20 06:00,43.0,1909.0,993.0,355.0,33.0,770.0
2023-03-20 07:00,41.0,1926.0,1048.0,378.0,92.0,745.0
2023-03-20 08:00,47.0,1920.0,958.0,395.0,219.0,657.0
2023-03-20 09:00,50.0,2140.0,732.0,398.0,340.0,498.0
2023-03-20 10:00,46.0,2408.0,713.0,343.0,438.0,472.0
2023-03-20 11:00,46.0,2501.0,869.0,325.0,512.0,462.0
2023-03-20 12:00,45.0,2565.0,929.0,320.0,462.0,486.0
2023-03-20 13:00,48.0,2693.0,868.0,324.0,424.0,466.0
2023-03-20 14:00,46.0,2563.0,833.0,328.0,350.0,471.0
2023-03-20 15:00,49.0,2228.0,980.0,360.0,266.0,632.0
2023-03-20 16:00,53.0,1900.0,1112.0,438.0,112.0,820.0
2023-03-20 17:00,58.0,1598.0,1167.0,576.0,13.0,854.0
2023-03-20 18:00,59.0,1351.0,1169.0,562.0,0.0,848.0
2023-03-20 19:00,55.0,1121.0,1064.0,503.0,0.0,786.0
2023-03-20 20:00,54.0,928.0,1023.0,434.0,0.0,730.0
2023-03-20 21:00,51.0,784.0,1008.0,395.0,0.0,734.0
2023-03-20 22:00,49.0,619.0,983.0,293.0,0.0,511.0
2023-03-20 23:00,43.0,388.0,946.0,248.0,0.0,599.0
2023-03-21 00:00,37.0,240.0,973.0,241.0,0.0,606.0
2023-03-21 01:00,38.0,185.0,967.0,239.0,0.0,568.0
2023-03-21 02:00,37.0,203.0,975.0,256.0,0.0,596.0
2023-03-21 03:00,38.0,207.0,956.0,267.0,0.0,496.0
2023-03-21 04:00,39.0,245.0,962.0,320.0,0.0,557.0
2023-03-21 05:00,41.0,375.0,991.0,432.0,9.0,730.0
2023-03-21 06:00,44.0,480.0,1036.0,454.0,88.0,774.0
2023-03-21 07:00,45.0,642.0,1066.0,482.0,173.0,781.0
2023-03-21 08:00,48.0,860.0,1071.0,486.0,263.0,767.0
2023-03-21 09:00,53.0,1054.0,1031.0,444.0,353.0,689.0
2023-03-21 10:00,51.0,1222.0,1034.0,439.0,371.0,514.0
2023-03-21 11:00,47.0,1566.0,909.0,373.0,343.0,362.0
2023-03-21 12:00,48.0,1809.0,954.0,367.0,288.0,345.0
2023-03-21 13:00,48.0,2118.0,951.0,386.0,208.0,335.0
2023-03-21 14:00,48.0,2389.0,972.0,364.0,162.0,336.0
2023-03-21 15:00,49.0,2666.0,959.0,379.0,90.0,347.0
2023-03-21 16:00,51.0,2925.0,932.0,341.0,31.0,364.0
2023-03-21 17:00,52.0,3156.0,918.0,348.0,3.0,377.0
2023-03-21 18:00,50.0,3344.0,864.0,332.0,0.0,370.0
2023-03-21 19:00,47.0,3402.0,901.0,321.0,0.0,349.0
2023-03-21 20:00,45.0,3330.0,822.0,310.0,0.0,287.0
2023-03-21 21:00,43.0,3399.0,754.0,310.0,0.0,276.0
2023-03-21 22:00,42.0,3565.0,629.0,259.0,2.0,279.0
2023-03-21 23:00,40.0,3625.0,694.0,208.0,0.0,275.0
2023-03-22 00:00,37.0,3544.0,594.0,186.0,0.0,266.0
2023-03-22 01:00,37.0,3620.0,531.0,185.0,0.0,263.0
2023-03-22 02:00,39.0,3721.0,524.0,192.0,3.0,253.0
2023-03-22 03:00,39.0,3672.0,497.0,192.0,2.0,254.0
2023-03-22 04:00,37.0,3718.0,597.0,196.0,3.0,251.0
2023-03-22 05:00,43.0,3938.0,605.0,269.0,12.0,318.0
2023-03-22 06:00,41.0,4250.0,629.0,219.0,75.0,298.0
2023-03-22 07:00,42.0,4550.0,654.0,236.0,148.0,307.0
2023-03-22 08:00,42.0,4601.0,668.0,279.0,189.0,322.0
2023-03-22 09:00,35.0,4804.0,611.0,256.0,267.0,287.0
2023-03-22 10:00,35.0,5059.0,510.0,170.0,322.0,270.0
2023-03-22 11:00,35.0,5376.0,459.0,154.0,300.0,265.0
2023-03-22 12:00,33.0,5636.0,486.0,148.0,235.0,262.0
2023-03-22 13:00,32.0,5642.0,519.0,155.0,200.0,259.0
2023-03-22 14:00,32.0,5189.0,544.0,160.0,176.0,318.0
2023-03-22 15:00,34.0,5420.0,604.0,217.0,198.0,463.0
2023-03-22 16:00,33.0,5133.0,669.0,196.0,114.0,509.0
2023-03-22 17:00,31.0,4645.0,697.0,217.0,19.0,491.0
2023-03-22 18:00,30.0,4246.0,664.0,302.0,3.0,480.0
2023-03-22 19:00,30.0,3947.0,660.0,325.0,0.0,494.0
2023-03-22 20:00,30.0,3725.0,572.0,318.0,2.0,551.0
2023-03-22 21:00,27.0,3306.0,552.0,308.0,2.0,475.0
2023-03-22 22:00,24.0,3160.0,552.0,199.0,0.0,490.0
2023-03-22 23:00,22.0,3112.0,458.0,172.0,0.0,371.0
2023-03-23 00:00,22.0,2939.0,419.0,169.0,0.0,326.0
2023-03-23 01:00,21.0,3028.0,421.0,169.0,3.0,322.0
2023-03-23 02:00,26.0,3059.0,443.0,177.0,3.0,303.0
2023-03-23 03:00,28.0,3279.0,492.0,175.0,4.0,297.0
2023-03-23 04:00,33.0,3315.0,579.0,183.0,3.0,243.0
2023-03-23 05:00,29.0,3358.0,638.0,200.0,8.0,245.0
2023-03-23 06:00,32.0,3561.0,721.0,229.0,62.0,254.0
2023-03-23 07:00,36.0,3969.0,815.0,254.0,144.0,275.0
2023-03-23 08:00,39.0,4561.0,782.0,218.0,276.0,291.0
2023-03-23 09:00,41.0,4949.0,575.0,175.0,496.0,280.0
2023-03-23 10:00,41.0,5216.0,522.0,172.0,918.0,260.0
2023-03-23 11:00,37.0,5100.0,511.0,146.0,1276.0,241.0
2023-03-23 12:00,33.0,5044.0,454.0,129.0,1447.0,221.0
2023-03-23 13:00,31.0,5056.0,425.0,123.0,1444.0,210.0
2023-03-23 14:00,30.0,4914.0,496.0,146.0,1196.0,250.0
2023-03-23 15:00,31.0,4439.0,604.0,229.0,755.0,354.0
2023-03-23 16:00,37.0,4212.0,683.0,275.0,302.0,335.0
2023-03-23 17:00,39.0,3423.0,810.0,294.0,52.0,397.0
2023-03-23 18:00,40.0,3288.0,819.0,326.0,24.0,484.0
2023-03-23 19:00,43.0,3464.0,706.0,340.0,24.0,613.0
2023-03-23 20:00,42.0,3448.0,582.0,354.0,24.0,529.0
2023-03-23 21:00,41.0,3548.0,600.0,340.0,24.0,495.0
2023-03-23 22:00,39.0,3658.0,573.0,249.0,22.0,479.0
2023-03-23 23:00,34.0,3699.0,464.0,183.0,22.0,349.0
2023-03-24 00:00,29.0,3876.0,464.0,168.0,22.0,245.0
2023-03-24 01:00,30.0,3649.0,453.0,170.0,22.0,246.0
2023-03-24 02:00,33.0,3365.0,457.0,180.0,22.0,259.0
2023-03-24 03:00,34.0,3409.0,462.0,183.0,22.0,267.0
2023-03-24 04:00,34.0,3533.0,457.0,204.0,22.0,280.0
2023-03-24 05:00,35.0,3959.0,536.0,280.0,26.0,316.0
2023-03-24 06:00,36.0,4523.0,559.0,314.0,59.0,353.0
2023-03-24 07:00,40.0,5014.0,565.0,303.0,135.0,337.0
2023-03-24 08:00,40.0,5556.0,539.0,281.0,318.0,294.0
2023-03-24 09:00,38.0,5759.0,529.0,182.0,587.0,262.0
2023-03-24 10:00,34.0,5858.0,480.0,155.0,654.0,222.0
2023-03-24 11:00,30.0,5883.0,402.0,144.0,814.0,201.0
2023-03-24 12:00,27.0,5817.0,393.0,139.0,1089.0,188.0
2023-03-24 13:00,28.0,5876.0,411.0,139.0,1070.0,196.0
2023-03-24 14:00,28.0,5800.0,400.0,143.0,832.0,196.0
2023-03-24 15:00,29.0,5655.0,413.0,175.0,571.0,202.0
2023-03-24 16:00,32.0,5073.0,496.0,292.0,241.0,246.0
2023-03-24 17:00,35.0,5023.0,561.0,282.0,47.0,273.0
2023-03-24 18:00,38.0,4667.0,574.0,296.0,24.0,284.0
2023-03-24 19:00,40.0,4585.0,559.0,300.0,24.0,300.0
2023-03-24 20:00,34.0,4264.0,510.0,305.0,24.0,300.0
2023-03-24 21:00,35.0,3980.0,503.0,236.0,24.0,287.0
2023-03-24 22:00,35.0,4332.0,460.0,178.0,23.0,277.0
2023-03-24 23:00,30.0,4294.0,292.0,152.0,22.0,241.0
2023-03-25 00:00,20.0,3849.0,283.0,123.0,24.0,176.0
2023-03-25 01:00,18.0,3748.0,274.0,116.0,24.0,162.0
2023-03-25 02:00,17.0,3238.0,275.0,112.0,24.0,157.0
2023-03-25 03:00,17.0,3261.0,277.0,112.0,24.0,160.0
2023-03-25 04:00,16.0,2991.0,324.0,111.0,24.0,158.0
2023-03-25 05:00,19.0,3521.0,309.0,109.0,34.0,172.0
2023-03-25 06:00,29.0,3264.0,326.0,143.0,101.0,238.0
2023-03-25 07:00,31.0,3328.0,357.0,145.0,208.0,248.0
2023-03-25 08:00,31.0,3315.0,320.0,145.0,399.0,246.0
2023-03-25 09:00,31.0,2796.0,287.0,144.0,566.0,247.0
2023-03-25 10:00,30.0,2673.0,263.0,141.0,717.0,246.0
2023-03-25 11:00,29.0,2606.0,274.0,140.0,765.0,244.0
2023-03-25 12:00,29.0,2612.0,260.0,140.0,694.0,244.0
2023-03-25 13:00,29.0,2570.0,261.0,139.0,690.0,242.0
2023-03-25 14:00,32.0,2217.0,277.0,151.0,498.0,255.0
2023-03-25 15:00,33.0,1785.0,314.0,185.0,316.0,258.0
2023-03-25 16:00,34.0,1611.0,407.0,226.0,153.0,262.0
2023-03-25 17:00,41.0,1525.0,434.0,255.0,38.0,317.0
2023-03-25 18:00,47.0,1659.0,435.0,260.0,22.0,325.0
2023-03-25 19:00,47.0,1980.0,429.0,258.0,22.0,331.0
2023-03-25 20:00,44.0,1940.0,405.0,232.0,22.0,284.0
2023-03-25 21:00,43.0,1803.0,370.0,200.0,22.0,264.0
2023-03-25 22:00,42.0,1965.0,281.0,212.0,22.0,271.0
2023-03-25 23:00,38.0,2250.0,402.0,225.0,22.0,268.0
2023-03-26 00:00,30.0,2420.0,453.0,220.0,22.0,250.0
2023-03-26 01:00,29.0,2783.0,461.0,217.0,22.0,244.0
2023-03-26 02:00,30.0,3106.0,479.0,193.0,22.0,249.0
2023-03-26 03:00,33.0,3282.0,508.0,229.0,22.0,263.0
2023-03-26 04:00,34.0,3425.0,597.0,285.0,22.0,293.0
2023-03-26 05:00,35.0,3170.0,567.0,315.0,55.0,347.0
2023-03-26 06:00,42.0,2861.0,521.0,342.0,245.0,349.0
2023-03-26 07:00,44.0,2848.0,616.0,348.0,617.0,350.0
2023-03-26 08:00,44.0,2907.0,612.0,332.0,907.0,322.0
2023-03-26 09:00,43.0,2723.0,589.0,303.0,1077.0,304.0
2023-03-26 10:00,43.0,2603.0,583.0,221.0,1200.0,282.0
2023-03-26 11:00,43.0,2644.0,574.0,202.0,1316.0,286.0
2023-03-26 12:00,43.0,2764.0,497.0,200.0,1310.0,280.0
2023-03-26 13:00,41.0,2851.0,551.0,194.0,1240.0,257.0
2023-03-26 14:00,42.0,3114.0,609.0,280.0,1076.0,292.0
2023-03-26 15:00,40.0,2797.0,627.0,267.0,759.0,335.0
2023-03-26 16:00,43.0,2743.0,771.0,350.0,332.0,450.0
2023-03-26 17:00,45.0,2487.0,850.0,411.0,64.0,540.0
2023-03-26 18:00,47.0,2180.0,838.0,402.0,22.0,553.0
2023-03-26 19:00,46.0,1889.0,738.0,386.0,22.0,585.0
2023-03-26 20:00,45.0,1969.0,740.0,327.0,22.0,503.0
