UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-01-01 00:00:00,223.0,110.0,20.0,0.0,2493.0,404.0
2023-01-01 01:00:00,230.0,118.0,20.0,0.0,2371.0,454.0
2023-01-01 02:00:00,228.0,117.0,20.0,0.0,2287.0,485.0
2023-01-01 03:00:00,231.0,115.0,20.0,0.0,2164.0,470.0
2023-01-01 04:00:00,226.0,115.0,20.0,0.0,2149.0,492.0
2023-01-01 05:00:00,226.0,115.0,20.0,0.0,2193.0,405.0
2023-01-01 06:00:00,225.0,114.0,20.0,0.0,2475.0,328.0
2023-01-01 07:00:00,225.0,113.0,20.0,0.0,3138.0,332.0
2023-01-01 08:00:00,227.0,114.0,20.0,11.0,3695.0,357.0
2023-01-01 09:00:00,230.0,116.0,21.0,64.0,4104.0,342.0
2023-01-01 10:00:00,228.0,115.0,20.0,120.0,4008.0,346.0
2023-01-01 11:00:00,227.0,114.0,20.0,169.0,4302.0,351.0
2023-01-01 12:00:00,324.0,114.0,20.0,143.0,4051.0,365.0
2023-01-01 13:00:00,334.0,115.0,21.0,95.0,5104.0,361.0
2023-01-01 14:00:00,356.0,124.0,29.0,27.0,5103.0,374.0
2023-01-01 15:00:00,448.0,139.0,38.0,0.0,5083.0,361.0
2023-01-01 16:00:00,572.0,175.0,41.0,0.0,4986.0,468.0
2023-01-01 17:00:00,591.0,174.0,41.0,0.0,4668.0,515.0
2023-01-01 18:00:00,471.0,146.0,40.0,0.0,4458.0,473.0
2023-01-01 19:00:00,441.0,146.0,41.0,0.0,4153.0,390.0
2023-01-01 20:00:00,412.0,139.0,39.0,0.0,3861.0,433.0
2023-01-01 21:00:00,380.0,137.0,38.0,0.0,3683.0,418.0
2023-01-01 22:00:00,369.0,136.0,30.0,0.0,3199.0,424.0
2023-01-01 23:00:00,368.0,150.0,31.0,0.0,2565.0,443.0
2023-01-02 00:00:00,366.0,151.0,32.0,0.0,2102.0,416.0
2023-01-02 01:00:00,365.0,151.0,32.0,0.0,1875.0,422.0
2023-01-02 02:00:00,367.0,151.0,32.0,0.0,1709.0,404.0
2023-01-02 03:00:00,379.0,153.0,32.0,0.0,1332.0,410.0
2023-01-02 04:00:00,426.0,154.0,32.0,0.0,1212.0,562.0
2023-01-02 05:00:00,529.0,197.0,32.0,0.0,979.0,733.0
2023-01-02 06:00:00,647.0,315.0,38.0,0.0,1089.0,759.0
2023-01-02 07:00:00,677.0,358.0,45.0,1.0,1266.0,725.0
2023-01-02 08:00:00,621.0,372.0,46.0,5.0,1324.0,767.0
2023-01-02 09:00:00,611.0,376.0,47.0,33.0,1367.0,797.0
2023-01-02 10:00:00,582.0,409.0,46.0,64.0,1390.0,739.0
2023-01-02 11:00:00,614.0,438.0,47.0,69.0,1606.0,712.0
2023-01-02 12:00:00,618.0,448.0,48.0,79.0,1905.0,693.0
2023-01-02 13:00:00,636.0,442.0,48.0,59.0,2202.0,676.0
2023-01-02 14:00:00,732.0,472.0,48.0,19.0,2600.0,706.0
2023-01-02 15:00:00,721.0,503.0,51.0,1.0,2985.0,734.0
2023-01-02 16:00:00,769.0,513.0,51.0,0.0,3324.0,733.0
2023-01-02 17:00:00,734.0,518.0,51.0,0.0,3673.0,756.0
2023-01-02 18:00:00,518.0,437.0,49.0,0.0,3989.0,630.0
2023-01-02 19:00:00,493.0,399.0,44.0,0.0,4356.0,650.0
2023-01-02 20:00:00,533.0,376.0,42.0,0.0,4545.0,609.0
2023-01-02 21:00:00,492.0,319.0,41.0,0.0,4345.0,600.0
2023-01-02 22:00:00,491.0,308.0,41.0,0.0,4173.0,613.0
2023-01-02 23:00:00,599.0,260.0,33.0,0.0,4141.0,600.0
2023-01-03 00:00:00,600.0,251.0,33.0,0.0,4116.0,615.0
2023-01-03 01:00:00,476.0,254.0,33.0,0.0,4056.0,687.0
2023-01-03 02:00:00,410.0,255.0,34.0,0.0,3776.0,715.0
2023-01-03 03:00:00,415.0,260.0,35.0,0.0,3505.0,717.0
2023-01-03 04:00:00,445.0,277.0,35.0,0.0,3150.0,734.0
2023-01-03 05:00:00,690.0,382.0,37.0,0.0,2722.0,773.0
2023-01-03 06:00:00,747.0,527.0,44.0,0.0,2496.0,859.0
2023-01-03 07:00:00,758.0,552.0,52.0,2.0,2302.0,926.0
2023-01-03 08:00:00,713.0,550.0,52.0,62.0,2205.0,931.0
2023-01-03 09:00:00,711.0,539.0,52.0,210.0,2114.0,886.0
2023-01-03 10:00:00,704.0,528.0,52.0,369.0,1982.0,960.0
2023-01-03 11:00:00,701.0,495.0,50.0,394.0,2046.0,974.0
2023-01-03 12:00:00,787.0,547.0,49.0,330.0,1525.0,1007.0
2023-01-03 13:00:00,683.0,569.0,50.0,226.0,1343.0,1027.0
2023-01-03 14:00:00,739.0,590.0,51.0,53.0,1416.0,1065.0
2023-01-03 15:00:00,733.0,599.0,53.0,1.0,1614.0,1088.0
2023-01-03 16:00:00,741.0,628.0,53.0,0.0,1978.0,1092.0
2023-01-03 17:00:00,715.0,648.0,53.0,0.0,2235.0,1085.0
2023-01-03 18:00:00,749.0,503.0,50.0,0.0,2591.0,926.0
2023-01-03 19:00:00,784.0,518.0,49.0,0.0,2643.0,1027.0
2023-01-03 20:00:00,694.0,377.0,46.0,0.0,2841.0,973.0
2023-01-03 21:00:00,588.0,288.0,44.0,0.0,3075.0,911.0
2023-01-03 22:00:00,519.0,267.0,43.0,0.0,3439.0,820.0
2023-01-03 23:00:00,498.0,209.0,34.0,0.0,3889.0,677.0
2023-01-04 00:00:00,379.0,205.0,34.0,0.0,4298.0,651.0
2023-01-04 01:00:00,345.0,198.0,34.0,0.0,4687.0,445.0
2023-01-04 02:00:00,326.0,181.0,34.0,0.0,4972.0,459.0
2023-01-04 03:00:00,322.0,177.0,34.0,0.0,5050.0,447.0
2023-01-04 04:00:00,323.0,179.0,34.0,0.0,5242.0,538.0
2023-01-04 05:00:00,348.0,207.0,35.0,0.0,5305.0,621.0
2023-01-04 06:00:00,391.0,222.0,35.0,0.0,5203.0,709.0
2023-01-04 07:00:00,441.0,249.0,35.0,0.0,5010.0,862.0
2023-01-04 08:00:00,432.0,249.0,35.0,3.0,4929.0,764.0
2023-01-04 09:00:00,441.0,266.0,44.0,19.0,5091.0,760.0
2023-01-04 10:00:00,432.0,245.0,45.0,47.0,5201.0,771.0
2023-01-04 11:00:00,440.0,244.0,46.0,59.0,5114.0,627.0
2023-01-04 12:00:00,443.0,271.0,47.0,51.0,5123.0,609.0
2023-01-04 13:00:00,440.0,235.0,46.0,32.0,5080.0,592.0
2023-01-04 14:00:00,443.0,239.0,46.0,8.0,5107.0,614.0
2023-01-04 15:00:00,440.0,220.0,46.0,0.0,5187.0,631.0
2023-01-04 16:00:00,406.0,242.0,44.0,0.0,5373.0,667.0
2023-01-04 17:00:00,397.0,236.0,46.0,0.0,5488.0,637.0
2023-01-04 18:00:00,384.0,217.0,45.0,0.0,5623.0,619.0
2023-01-04 19:00:00,374.0,225.0,46.0,0.0,5672.0,584.0
2023-01-04 20:00:00,338.0,200.0,45.0,0.0,5627.0,575.0
2023-01-04 21:00:00,328.0,190.0,44.0,0.0,5446.0,520.0
2023-01-04 22:00:00,322.0,179.0,41.0,0.0,5228.0,441.0
