UTC time,coal,nat_gas,hydro,solar,wind,other
2023-07-31 00:00:00,4905.0,1703.0,228.0,439.0,785.0,19.0
2023-07-31 01:00:00,4644.0,1720.0,229.0,462.0,970.0,23.0
2023-07-31 02:00:00,4322.0,1748.0,229.0,220.0,1211.0,20.0
2023-07-31 03:00:00,4061.0,1792.0,229.0,23.0,1429.0,23.0
2023-07-31 04:00:00,4053.0,1792.0,228.0,0.0,1337.0,22.0
2023-07-31 05:00:00,4228.0,1658.0,230.0,0.0,1065.0,26.0
2023-07-31 06:00:00,4461.0,1578.0,231.0,0.0,834.0,24.0
2023-07-31 07:00:00,4480.0,1466.0,228.0,0.0,567.0,22.0
2023-07-31 08:00:00,4571.0,1404.0,231.0,0.0,367.0,26.0
2023-07-31 09:00:00,4616.0,1389.0,232.0,0.0,398.0,23.0
2023-07-31 10:00:00,4454.0,1336.0,228.0,0.0,504.0,24.0
2023-07-31 11:00:00,4240.0,1287.0,231.0,0.0,518.0,25.0
2023-07-31 12:00:00,4409.0,1368.0,232.0,0.0,448.0,25.0
2023-07-31 13:00:00,4545.0,1393.0,227.0,4.0,403.0,29.0
2023-07-31 14:00:00,4639.0,1391.0,233.0,77.0,324.0,29.0
2023-07-31 15:00:00,4866.0,1418.0,229.0,187.0,234.0,32.0
2023-07-31 16:00:00,4972.0,1376.0,229.0,296.0,188.0,30.0
2023-07-31 17:00:00,4971.0,1354.0,229.0,527.0,138.0,21.0
2023-07-31 18:00:00,4946.0,1349.0,232.0,972.0,147.0,19.0
2023-07-31 19:00:00,5033.0,1361.0,229.0,1131.0,133.0,17.0
2023-07-31 20:00:00,4878.0,1404.0,231.0,1065.0,117.0,17.0
2023-07-31 21:00:00,4782.0,1423.0,229.0,901.0,298.0,16.0
2023-07-31 22:00:00,4821.0,1443.0,229.0,794.0,474.0,16.0
2023-07-31 23:00:00,4423.0,1447.0,232.0,916.0,891.0,32.0
