UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-03-05 00:00:00,2024-07-17 00:00:00,3.1,6.118587342868867,275.2162923505145,265.5296888334151,534.7538167234771,0.4535482587544416,2759.01078,1359.43832,48.66563,294.72745,824.9523,128.99777
2023-03-05 01:00:00,2024-07-17 00:00:00,3.1,4.01360446667354,271.3738064302914,264.0235194075569,26.86687010958473,0.2394839360903038,2835.56558,1415.2377,52.25963,117.9517,847.78333,128.3328
2023-03-05 02:00:00,2024-07-17 00:00:00,3.1,4.01360446667354,271.3738064302914,264.0235194075569,26.86687010958473,0.2394839360903038,2942.86133,1460.2217,48.53999,30.83925,866.22276,128.3968
2023-03-05 03:00:00,2024-07-17 00:00:00,3.1,4.01360446667354,271.3738064302914,264.0235194075569,26.86687010958473,0.2394839360903038,3073.91252,1548.70182,48.3919,0.0,889.37848,129.39456
2023-03-05 04:00:00,2024-07-17 00:00:00,3.1,3.517541911876281,270.39505400965453,263.73576513854,13.433359279775988,0.4654205014021583,3213.46486,1541.47219,50.00717,0.0,882.44764,128.76693
2023-03-05 05:00:00,2024-07-17 00:00:00,3.1,3.517541911876281,270.39505400965453,263.73576513854,13.433359279775988,0.4654205014021583,3252.16445,1591.80357,48.9915,0.0,882.77215,129.07124
2023-03-05 06:00:00,2024-07-17 00:00:00,3.1,3.517541911876281,270.39505400965453,263.73576513854,13.433359279775988,0.4654205014021583,3244.4349,1637.26747,47.85353,0.0,930.0927,128.1486
2023-03-05 07:00:00,2024-07-17 00:00:00,3.1,3.1258898260830428,269.5623893116078,263.40585428488066,0.0,0.2122952837185451,3172.39092,1681.78841,45.24277,0.0,990.2257,129.63924
2023-03-05 08:00:00,2024-07-17 00:00:00,3.1,3.1258898260830428,269.5623893116078,263.40585428488066,0.0,0.2122952837185451,3077.32395,1705.34539,51.14412,0.0,1011.60607,129.25909
2023-03-05 09:00:00,2024-07-17 00:00:00,3.1,3.1258898260830428,269.5623893116078,263.40585428488066,0.0,0.2122952837185451,3034.92072,1711.86014,48.03239,35.71979,1017.74257,130.23829
2023-03-05 10:00:00,2024-07-17 00:00:00,3.1,2.829656866455981,268.8202816429932,262.9825370650564,0.0,0.3859016392755949,2970.24571,1711.47883,48.65976,39.6128,1034.45799,129.64958
2023-03-05 11:00:00,2024-07-17 00:00:00,3.1,2.829656866455981,268.8202816429932,262.9825370650564,0.0,0.3859016392755949,2918.77481,1626.91481,49.48887,0.0,1024.02439,129.40234
2023-03-05 12:00:00,2024-07-17 00:00:00,3.1,2.829656866455981,268.8202816429932,262.9825370650564,0.0,0.3859016392755949,2936.05445,1578.02,47.30456,0.0,1041.71056,128.60482
2023-03-05 13:00:00,2024-07-17 00:00:00,3.1,2.9522729563583185,270.35520951011125,263.715554363108,30.66814555935167,0.1283231774942987,3000.74903,1520.65866,47.1861,0.0,1050.15559,128.84198
2023-03-05 14:00:00,2024-07-17 00:00:00,3.1,2.9522729563583185,270.35520951011125,263.715554363108,30.66814555935167,0.1283231774942987,3033.87592,1482.20129,48.52345,0.0,1116.16916,128.97394
2023-03-05 15:00:00,2024-07-17 00:00:00,3.1,2.9522729563583185,270.35520951011125,263.715554363108,30.66814555935167,0.1283231774942987,3026.52928,1428.48198,48.83634,179.77993,1109.05557,127.66549
2023-03-05 16:00:00,2024-07-17 00:00:00,3.1,4.848412062884078,274.88119717149084,264.4040735482027,233.8900394052352,0.2290465344855601,2967.60284,1343.31096,48.01778,530.8557,1128.23618,127.01629
2023-03-05 17:00:00,2024-07-17 00:00:00,3.1,4.848412062884078,274.88119717149084,264.4040735482027,233.8900394052352,0.2290465344855601,2910.71362,1335.77874,47.97829,758.69854,1180.64103,126.96576
2023-03-05 18:00:00,2024-07-17 00:00:00,3.1,4.848412062884078,274.88119717149084,264.4040735482027,233.8900394052352,0.2290465344855601,2794.52457,1320.8452,51.11255,865.75513,1189.37969,127.36644
2023-03-05 19:00:00,2024-07-17 00:00:00,3.1,5.582254545561922,276.7780007572795,264.9720474013303,706.9128963447324,0.1480641816481374,2727.57706,1269.8931,48.75767,902.85501,1205.83265,127.43459
2023-03-05 20:00:00,2024-07-17 00:00:00,3.1,5.582254545561922,276.7780007572795,264.9720474013303,706.9128963447324,0.1480641816481374,2685.53454,1185.78382,47.30137,834.4253,1218.2562,127.68049
2023-03-05 21:00:00,2024-07-17 00:00:00,3.1,5.582254545561922,276.7780007572795,264.9720474013303,706.9128963447324,0.1480641816481374,2678.74379,1204.47937,47.9774,745.11535,1204.35196,128.35032
2023-03-05 22:00:00,2024-07-17 00:00:00,3.1,4.449389622903363,275.8307871267184,265.4725234730164,573.1473622349811,0.3108974785906547,2675.18611,1220.45943,48.39701,671.14002,1209.68732,128.94116
2023-03-05 23:00:00,2024-07-17 00:00:00,3.1,4.449389622903363,275.8307871267184,265.4725234730164,573.1473622349811,0.3108974785906547,2743.14271,1248.3487,49.31296,511.08649,1203.42395,129.35616
2023-03-06 00:00:00,2024-07-17 00:00:00,3.1,4.449389622903363,275.8307871267184,265.4725234730164,573.1473622349811,0.3108974785906547,2850.72434,1255.42132,53.58963,215.1464,1272.45564,125.98734
2023-03-06 01:00:00,2024-07-17 00:00:00,3.1,3.076863774766286,271.28690840983336,263.9129773849654,31.952966408236087,0.0777751353744752,2929.85845,1328.71542,57.34998,46.51644,1273.98393,125.33033
2023-03-06 02:00:00,2024-07-17 00:00:00,3.1,3.076863774766286,271.28690840983336,263.9129773849654,31.952966408236087,0.0777751353744752,3040.73573,1389.92591,53.46308,0.0,1261.49007,125.39466
2023-03-06 03:00:00,2024-07-17 00:00:00,3.1,3.076863774766286,271.28690840983336,263.9129773849654,31.952966408236087,0.0777751353744752,3176.47719,1496.48021,53.33394,0.0,1266.84476,126.39586
