,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
0,2019-01-01 00:00:00,192.54,31135.0,13695.0,34141.0,0.0,6215.0,0.0,100935.0,22297.0,76.0,2171.0
1,2019-01-01 01:00:00,188.59,30278.0,12763.0,31816.0,0.0,6044.0,0.0,102694.0,22144.0,76.0,1915.0
2,2019-01-01 02:00:00,186.42,30510.0,12624.0,28887.0,0.0,5979.0,0.0,108760.0,22042.0,76.0,1900.0
3,2019-01-01 03:00:00,179.83,29949.0,12910.0,28480.0,0.0,5833.0,0.0,115908.0,22081.0,72.0,1892.0
4,2019-01-01 04:00:00,175.03,29551.0,12860.0,28243.0,0.0,5540.0,0.0,121113.0,22093.0,72.0,1892.0
5,2019-01-01 05:00:00,169.35,28924.0,12722.0,28141.0,0.0,5665.0,0.0,126208.0,22190.0,71.0,1888.0
6,2019-01-01 06:00:00,166.91,28882.0,12929.0,28692.0,0.0,5728.0,0.0,129437.0,22281.0,72.0,1888.0
7,2019-01-01 07:00:00,164.66,28745.0,13191.0,28622.0,0.0,5784.0,337.0,132544.0,22339.0,72.0,1888.0
8,2019-01-01 08:00:00,169.07,30282.0,13412.0,27960.0,0.0,5933.0,2331.0,131781.0,22370.0,72.0,1888.0
9,2019-01-01 09:00:00,166.56,30582.0,13383.0,26559.0,0.0,6142.0,5475.0,135589.0,22497.0,69.0,1888.0
10,2019-01-01 10:00:00,161.02,30720.0,13666.0,26834.0,0.0,6294.0,8213.0,143224.0,22470.0,68.0,1889.0
11,2019-01-01 11:00:00,160.25,31020.0,13812.0,27817.0,0.0,6402.0,8927.0,144522.0,22423.0,69.0,1889.0
12,2019-01-01 12:00:00,159.39,31061.0,13629.0,27811.0,0.0,6288.0,8026.0,146563.0,22329.0,68.0,1892.0
13,2019-01-01 13:00:00,159.36,31090.0,13506.0,28066.0,0.0,6424.0,5189.0,148253.0,22284.0,68.0,1892.0
14,2019-01-01 14:00:00,161.47,31399.0,13328.0,29082.0,0.0,6240.0,1780.0,147361.0,22181.0,68.0,1891.0
15,2019-01-01 15:00:00,157.68,30771.0,13509.0,30025.0,0.0,6239.0,87.0,151861.0,22236.0,68.0,1888.0
16,2019-01-01 16:00:00,156.72,30916.0,13509.0,30617.0,0.0,5781.0,0.0,154114.0,22242.0,68.0,1888.0
17,2019-01-01 17:00:00,155.79,30544.0,13262.0,29996.0,0.0,5724.0,0.0,154238.0,22364.0,68.0,1888.0
18,2019-01-01 18:00:00,157.61,30626.0,13195.0,28398.0,0.0,5669.0,0.0,152844.0,22291.0,68.0,1888.0
19,2019-01-01 19:00:00,158.51,30428.0,13256.0,26394.0,0.0,5635.0,0.0,152515.0,22174.0,68.0,1890.0
20,2019-01-01 20:00:00,160.6,30624.0,12906.0,24607.0,0.0,5591.0,0.0,150877.0,22130.0,71.0,1892.0
21,2019-01-01 21:00:00,163.06,30470.0,13014.0,24305.0,0.0,5542.0,0.0,146706.0,21989.0,72.0,1892.0
22,2019-01-01 22:00:00,161.59,29810.0,12879.0,23936.0,0.0,5382.0,0.0,146267.0,21962.0,72.0,1852.0
23,2019-01-01 23:00:00,167.54,30576.0,12488.0,23181.0,0.0,5532.0,0.0,139972.0,21516.0,73.0,1880.0
24,2019-01-02 00:00:00,168.05,30199.0,11908.0,22942.0,0.0,5346.0,0.0,136287.0,20187.0,74.0,1862.0
25,2019-01-02 01:00:00,171.94,31090.0,11801.0,22943.0,0.0,5361.0,0.0,134124.0,20259.0,76.0,1856.0
26,2019-01-02 02:00:00,175.14,31578.0,11919.0,23004.0,0.0,5320.0,0.0,131805.0,20271.0,76.0,1856.0
