UTC time,nat_gas,coal,solar,hydro,biomass,oil,unknown,geothermal,wind
2019-01-02 06:00:00,6770.0859375,2402.0,53.0,2568.0,540.0,66.0,3391.0,667.0,2654.0
2019-01-02 07:00:00,6359.54296875,2577.0,739.0,3607.0,540.0,66.0,3452.0,666.0,2131.0
2019-01-02 08:00:00,6171.271484375,2661.0,2284.0,3740.0,542.0,67.0,3485.0,664.0,1777.0
2019-01-02 09:00:00,6058.6357421875,2789.0,3273.0,3569.0,529.0,69.0,3458.0,665.0,1735.0
2019-01-02 10:00:00,5980.81787109375,2779.0,3921.0,3300.0,549.0,74.0,3387.0,667.0,1718.0
2019-01-02 11:00:00,6128.908935546875,2694.0,5048.0,2878.0,555.0,67.0,3476.0,667.0,2110.0
2019-01-02 12:00:00,6349.4544677734375,2477.0,5033.0,2300.0,563.0,67.0,3167.0,667.0,3380.0
2019-01-02 13:00:00,6321.227233886719,2422.0,3738.0,2243.0,561.0,67.0,3164.0,659.0,4997.0
2019-01-02 14:00:00,6511.613616943359,2583.0,1500.0,2862.0,561.0,83.0,3486.0,661.0,5294.0
2019-01-02 15:00:00,7480.80680847168,2383.0,171.0,3974.0,558.0,131.0,3618.0,661.0,4874.0
2019-01-02 16:00:00,8573.90340423584,2386.0,0.0,5232.0,565.0,109.0,3644.0,661.0,4165.0
2019-01-02 17:00:00,9301.95170211792,2445.0,0.0,5480.0,557.0,67.0,3602.0,661.0,4365.0
2019-01-02 18:00:00,9756.47585105896,2291.0,0.0,5007.0,554.0,67.0,3511.0,673.0,4711.0
2019-01-02 19:00:00,10144.73792552948,2244.0,0.0,3974.0,541.0,67.0,3467.0,675.0,5079.0
2019-01-02 20:00:00,10473.36896276474,2316.0,1.0,3038.0,554.0,65.0,3366.0,675.0,4975.0
2019-01-02 21:00:00,10766.18448138237,2111.0,1.0,2719.0,548.0,8.0,3145.0,674.0,4908.0
2019-01-02 22:00:00,10235.092240691185,1752.0,1.0,2142.0,532.0,8.0,2781.0,674.0,5276.0
2019-01-02 23:00:00,9969.546120345592,1551.0,0.0,1744.0,550.0,21.0,2741.0,674.0,5709.0
2019-01-03 00:00:00,9508.023060172796,1462.0,1.0,1715.0,557.0,21.0,2615.5,676.0,5544.0
2019-01-03 01:00:00,8981.386530086398,1458.0,1.0,1757.0,561.0,21.0,2511.25,675.0,4954.0
2019-01-03 02:00:00,8305.880765043199,1457.0,0.0,1686.0,550.0,21.0,2396.125,676.0,4964.0
2019-01-03 03:00:00,7702.7841325215995,1455.0,0.0,1748.0,551.0,21.0,2349.0625,676.0,5075.0
2019-01-03 04:00:00,7363.5639412608,1474.0,0.0,1786.0,558.0,21.0,2460.53125,676.0,5142.0
2019-01-03 05:00:00,7130.3679081304,1624.0,0.0,1754.0,555.0,21.0,2729.765625,676.0,5830.0
2019-01-03 06:00:00,6950.2269228152,2011.0,13.0,2938.0,553.0,21.0,3060.3828125,676.0,5724.0
2019-01-03 07:00:00,6654.8849457826,2250.0,871.0,4253.0,555.0,21.0,3256.19140625,676.0,5577.0
2019-01-03 08:00:00,6413.0782150788,2216.0,2972.0,4409.0,556.0,21.0,3370.595703125,673.0,5465.0
2019-01-03 09:00:00,6235.85697863315,2168.0,5060.0,3668.0,522.0,21.0,3414.2978515625,673.0,5957.0
2019-01-03 10:00:00,6108.33742486345,2038.0,5804.0,2589.0,545.0,21.0,3400.64892578125,672.0,6084.0
2019-01-03 11:00:00,6118.6231802051625,2002.0,5616.0,2333.0,558.0,21.0,3438.324462890625,673.0,6168.0
2019-01-03 12:00:00,6234.0388239893,1896.0,5266.0,2211.0,560.0,21.0,3302.6622314453125,673.0,6092.0
2019-01-03 13:00:00,6277.633028938009,2032.0,3922.0,2484.0,561.0,21.0,3233.3311157226562,672.0,5965.0
2019-01-03 14:00:00,6394.623322940684,2081.0,1728.0,2708.0,561.0,21.0,3359.665557861328,672.0,5864.0
2019-01-03 15:00:00,6937.715065706182,2176.0,212.0,3834.0,554.0,29.0,3488.832778930664,674.0,5860.0
2019-01-03 16:00:00,7755.809234971011,2204.0,1.0,5267.0,558.0,71.0,3566.416389465332,674.0,5745.0
2019-01-03 17:00:00,8528.880468544467,2195.0,0.0,5883.0,558.0,83.0,3584.208194732666,674.0,5786.0
2019-01-03 18:00:00,9142.678159801713,2182.0,0.0,5618.0,560.0,85.0,3547.604097366333,675.0,5638.0
2019-01-03 19:00:00,9643.708042665596,2196.0,0.0,3773.0,562.0,101.0,3507.3020486831665,674.0,5703.0
2019-01-03 20:00:00,10058.538502715168,2166.0,0.0,2904.0,568.0,137.0,3436.6510243415833,674.0,5557.0
2019-01-03 21:00:00,10412.361492048769,2065.0,1.0,2320.0,564.0,148.0,3290.8255121707916,674.0,5616.0
2019-01-03 22:00:00,10323.726866369976,1863.0,1.0,1966.0,545.0,81.0,3035.912756085396,675.0,5424.0
2019-01-03 23:00:00,10146.636493357784,1732.0,0.0,1975.0,557.0,79.0,2888.456378042698,675.0,5332.0
2019-01-04 00:00:00,9827.329776765291,1584.0,1.0,1948.0,561.0,79.0,2751.978189021349,676.0,4709.0
2019-01-04 01:00:00,9404.358153425845,1487.0,1.0,1490.0,562.0,79.0,2631.6140945106745,676.0,4172.0
2019-01-04 02:00:00,8855.119459234522,1458.0,0.0,1467.0,549.0,79.0,2513.8695472553372,677.0,4138.0
2019-01-04 03:00:00,8278.95179587806,1477.0,0.0,1494.0,543.0,78.0,2431.4660236276686,677.0,4432.0
2019-01-04 04:00:00,7821.25786856943,1617.0,0.0,1583.0,544.0,78.0,2445.9986368138343,676.0,4850.0
2019-01-04 05:00:00,7475.812888349915,1765.0,0.0,1948.0,545.0,78.0,2587.882130906917,677.0,4875.0
2019-01-04 06:00:00,7213.019905582558,1990.0,33.0,2973.0,546.0,79.0,2824.1324717034586,676.0,4548.0
2019-01-04 07:00:00,6933.952425682579,2024.0,948.0,4035.0,547.0,92.0,3040.1619389767293,673.0,4434.0
2019-01-04 08:00:00,6673.515320380689,2023.0,2903.0,3961.0,546.0,111.0,3205.3788210508646,671.0,4566.0
2019-01-04 09:00:00,6454.68614950692,2021.0,4740.0,3732.0,543.0,146.0,3309.8383363066823,671.0,4663.0
2019-01-04 10:00:00,6281.511787185185,2020.0,5949.0,3553.0,538.0,121.0,3355.243631043966,672.0,4788.0
2019-01-04 11:00:00,6200.067483695174,2163.0,5774.0,3334.0,523.0,109.0,3396.7840469672956,674.0,4900.0
2019-01-04 12:00:00,6217.0531538422365,2274.0,4907.0,3060.0,526.0,81.0,3349.723139206304,675.0,4999.0
2019-01-04 13:00:00,6247.343091390123,2375.0,3447.0,3044.0,527.0,136.0,3291.52712746448,670.0,4748.0
2019-01-04 14:00:00,6320.983207165404,2425.0,1702.0,3072.0,515.0,140.0,3325.596342662904,670.0,4252.0
2019-01-04 15:00:00,6629.349136435792,2544.0,190.0,4453.0,495.0,131.0,3407.214560796784,670.0,4060.0
2019-01-04 16:00:00,7192.579185703402,2722.0,0.0,6060.0,507.0,128.0,3486.815475131058,670.0,4058.0
2019-01-04 17:00:00,7860.729827123934,2623.0,0.0,6468.0,506.0,126.0,3535.511834931862,670.0,3995.0
2019-01-04 18:00:00,8501.703993462823,2349.0,0.0,6175.0,506.0,122.0,3541.5579661490974,670.0,3921.0
2019-01-04 19:00:00,9072.70601806421,2303.0,1.0,4983.0,512.0,122.0,3524.430007416132,669.0,3638.0
2019-01-04 20:00:00,9565.62226038969,2309.0,1.0,3679.0,520.0,136.0,3480.5405158788576,669.0,3606.0
2019-01-04 21:00:00,9988.991876219228,2246.0,1.0,3228.0,553.0,124.0,3385.683014024825,669.0,3463.0
2019-01-04 22:00:00,10156.359371294602,2194.0,1.0,2854.0,554.0,118.0,3210.7978850551103,669.0,3454.0
2019-01-04 23:00:00,10151.497932326194,1625.0,1.0,2844.0,562.0,20.0,3049.627131548904,674.0,3179.0
2019-01-05 00:00:00,9989.413854545743,1702.0,1.0,2206.0,564.0,20.0,2900.8026602851264,674.0,3357.0
2019-01-05 01:00:00,9696.886003985794,1714.0,1.0,1765.0,565.0,20.0,2766.2083773979,674.0,3438.0
2019-01-05 02:00:00,9276.002731610159,1672.0,1.0,1655.0,566.0,20.0,2640.0389623266187,674.0,3681.0
2019-01-05 03:00:00,8777.47726374411,1641.0,0.0,1650.0,565.0,20.0,2535.7524929771434,674.0,3677.0
2019-01-05 04:00:00,8299.367566156769,1651.0,0.0,1706.0,566.0,20.0,2490.875564895489,675.0,3804.0
2019-01-05 05:00:00,7887.590227253342,1703.0,0.0,1791.0,565.0,20.0,2539.378847901203,675.0,3905.0
2019-01-05 06:00:00,7550.30506641795,1738.0,23.0,2905.0,549.0,20.0,2681.7556598023307,674.0,3836.0
2019-01-05 07:00:00,7242.128746050264,1791.0,606.0,3674.0,544.0,20.0,2860.95879938953,673.0,3631.0
2019-01-05 08:00:00,6957.822033215477,1894.0,1971.0,3801.0,559.0,20.0,3033.1688102201974,674.0,3569.0
2019-01-05 09:00:00,6706.254091361198,1929.0,3897.0,3199.0,563.0,20.0,3171.5035732634396,673.0,3551.0
2019-01-05 10:00:00,6493.882939273191,1948.0,4711.0,3074.0,557.0,20.0,3263.373602153703,672.0,3502.0
2019-01-05 11:00:00,6346.975211484183,1961.0,4958.0,2729.0,555.0,27.0,3330.078824560499,672.0,3806.0
2019-01-05 12:00:00,6282.01418266321,1958.0,4591.0,2411.0,566.0,67.0,3339.9009818834015,672.0,3838.0
2019-01-05 13:00:00,6264.678637026666,1961.0,3229.0,2174.0,566.0,79.0,3315.714054673941,668.0,3570.0
2019-01-05 14:00:00,6292.830922096035,1943.0,1624.0,2297.0,563.0,79.0,3320.6551986684226,669.0,3110.0
2019-01-05 15:00:00,6461.0900292659135,1999.0,168.0,3147.0,561.0,81.0,3363.9348797326033,663.0,3204.0
2019-01-05 16:00:00,6826.834607484658,2209.0,1.0,5298.0,565.0,85.0,3425.3751774318307,657.0,3345.0
2019-01-05 17:00:00,7343.782217304296,2241.0,0.0,6297.0,568.0,81.0,3480.4435061818463,664.0,3248.0
2019-01-05 18:00:00,7922.743105383559,2292.0,0.0,6118.0,567.0,81.0,3511.0007361654716,669.0,3122.0
2019-01-05 19:00:00,8497.724561723884,2319.0,0.0,5267.0,570.0,79.0,3517.715371790802,669.0,2925.0
2019-01-05 20:00:00,9031.673411056787,2452.0,0.0,3920.0,569.0,79.0,3499.1279438348297,669.0,2814.0
2019-01-05 21:00:00,9510.332643638008,2274.0,1.0,2896.0,570.0,84.0,3442.405478929827,669.0,2910.0
2019-01-05 22:00:00,9833.346007466305,2092.0,1.0,2344.0,566.0,76.0,3326.601681992469,667.0,2785.0
2019-01-05 23:00:00,9992.42196989625,2116.0,1.0,1749.0,561.0,20.0,3188.1144067706864,666.0,2801.0
2019-01-06 00:00:00,9990.917912220997,1983.0,1.0,1616.0,565.0,20.0,3044.458533527906,666.0,3034.0
2019-01-06 01:00:00,9843.901958103395,1843.0,1.0,1546.0,564.0,20.0,2905.333455462903,666.0,3476.0
2019-01-06 02:00:00,9559.952344856778,1848.0,0.0,1483.0,559.0,20.0,2772.686208894761,666.0,3739.0
2019-01-06 03:00:00,9168.714804300444,1915.0,0.0,1524.0,572.0,20.0,2654.219350935952,667.0,3724.0
2019-01-06 04:00:00,8734.041185228605,2100.0,0.0,1576.0,574.0,20.0,2572.5474579157208,667.0,3421.0
2019-01-06 05:00:00,8310.815706240974,2040.0,0.0,1662.0,574.0,20.0,2555.963152908462,666.0,2965.0
2019-01-06 06:00:00,7930.560386329462,2152.0,38.0,1885.0,568.0,20.0,2618.8594063553965,666.0,2669.0
2019-01-06 07:00:00,7586.344566189863,2323.0,957.0,2757.0,567.0,20.0,2739.9091028724633,666.0,2296.0
2019-01-06 08:00:00,7272.08329970267,2428.0,3389.0,2917.0,566.0,26.0,2886.53895654633,666.0,2167.0
2019-01-06 09:00:00,6989.168695531935,2309.0,5272.0,2750.0,558.0,36.0,3029.021264904885,666.0,1870.0
2019-01-06 10:00:00,6741.525817402563,2352.0,6086.0,2786.0,552.0,49.0,3146.197433529294,666.0,1820.0
2019-01-06 11:00:00,6544.250514443373,2359.0,6484.0,2259.0,546.0,74.0,3238.1381290448962,666.0,1832.0
2019-01-06 12:00:00,6413.132348553291,2292.0,5339.0,2027.0,547.0,79.0,3289.0195554641487,665.0,1994.0
2019-01-06 13:00:00,6338.905492789979,2101.0,3642.0,1843.0,552.0,111.0,3302.366805069045,667.0,1785.0
2019-01-06 14:00:00,6315.868207443007,2555.0,1765.0,2084.0,548.0,121.0,3311.5110018687337,667.0,1759.0
2019-01-06 15:00:00,6388.47911835446,2841.0,268.0,3337.0,545.0,130.0,3337.7229408006688,668.0,1831.0
2019-01-06 16:00:00,6607.656862919559,2848.0,0.0,5007.0,548.0,132.0,3381.5490591162497,668.0,2062.0
2019-01-06 17:00:00,6975.719540111928,2602.0,0.0,5056.0,552.0,160.0,3430.996282649048,655.0,2290.0
2019-01-06 18:00:00,7449.231322747743,2488.0,0.0,4790.0,551.0,188.0,3470.99850940726,654.0,1986.0
2019-01-06 19:00:00,7973.477942235813,2409.0,0.0,4238.0,551.0,190.0,3494.356940599031,669.0,2176.0
2019-01-06 20:00:00,8502.5756766463,2399.0,0.0,3275.0,553.0,192.0,3496.7424422169306,670.0,2439.0
2019-01-06 21:00:00,9006.454160142155,2181.0,0.0,2678.0,554.0,195.0,3469.573960573379,670.0,2623.0
2019-01-06 22:00:00,9419.90008380423,2035.0,0.0,2218.0,553.0,176.0,3398.087821282924,669.0,2722.0
2019-01-06 23:00:00,9706.16102685024,1962.0,0.0,1871.0,541.0,79.0,3063.7340760178704,668.0,2119.0
2019-01-07 00:00:00,9848.539469535619,1639.0,0.0,1585.0,542.0,79.0,2851.0642031819257,668.0,1884.0
2019-01-07 01:00:00,9846.220713819508,1560.0,0.0,1550.0,547.0,79.0,2697.799219548276,669.0,1943.0
2019-01-07 02:00:00,9703.086529338143,1807.0,0.0,1557.0,544.0,78.0,2588.828476147679,672.0,1966.0
2019-01-07 03:00:00,9435.900666819292,1943.0,0.0,1593.0,544.0,78.0,2533.682609027877,668.0,2098.0
2019-01-07 04:00:00,9084.970926023949,2244.0,0.0,1649.0,548.0,79.0,2572.076688981199,669.0,2326.0
2019-01-07 05:00:00,8697.89331613246,2840.0,0.0,2668.0,546.0,79.0,2738.0132806298866,667.0,2600.0
2019-01-07 06:00:00,8314.22685123096,3032.0,30.0,4355.0,534.0,113.0,2981.290895661761,664.0,2614.0
2019-01-07 07:00:00,7950.285708710411,3001.0,776.0,5837.0,546.0,153.0,3128.0666661780747,653.0,2568.0
2019-01-07 08:00:00,7611.184504206541,3046.0,2634.0,5421.0,544.0,148.0,3259.5352075748015,652.0,2590.0
2019-01-07 09:00:00,7300.176599869237,2976.0,4575.0,4762.0,552.0,159.0,3333.852157493229,652.0,2968.0
2019-01-07 10:00:00,7020.851208635901,2607.0,5629.0,4194.0,550.0,134.0,3378.6831970075073,652.0,3068.0
2019-01-07 11:00:00,6782.550861539637,2505.0,6153.0,2944.0,532.0,120.0,3415.273775350801,653.0,3350.0
2019-01-07 12:00:00,6597.841605046464,2414.0,5365.0,2592.0,543.0,122.0,3433.4311102716497,652.0,3623.0
2019-01-07 13:00:00,6468.373548918222,2742.0,3865.0,3277.0,575.0,123.0,3466.932638446898,658.0,3383.0
2019-01-07 14:00:00,6392.120878180614,3068.0,1939.0,4200.0,577.0,139.0,3485.147880105211,663.0,3054.0
2019-01-07 15:00:00,6390.299998267537,3153.0,299.0,5609.0,577.0,137.0,3502.623606968626,664.0,3064.0
2019-01-07 16:00:00,6498.978430593548,3156.0,1.0,6438.0,576.0,137.0,3575.390888694959,664.0,3009.0
2019-01-07 17:00:00,6737.348985352738,3037.0,0.0,6014.0,577.0,142.0,3568.7957237813357,665.0,2889.0
2019-01-07 18:00:00,7093.290154050241,2949.0,0.0,5505.0,567.0,146.0,3507.2647443961982,665.0,3024.0
2019-01-07 19:00:00,7533.384048143027,2832.0,0.0,4939.0,562.0,136.0,3435.8738949984095,666.0,3138.0
2019-01-07 20:00:00,8017.9798623946635,2737.0,0.0,3533.0,559.0,149.0,3387.205445738447,666.0,2911.0
2019-01-07 21:00:00,8512.217011268409,2711.0,0.0,2696.0,563.0,139.0,3258.593135437275,666.0,2814.0
2019-01-07 22:00:00,8966.058547536319,2760.0,0.0,2071.0,563.0,127.0,2967.67023918005,665.0,2647.0
2019-01-07 23:00:00,9336.10978719328,3014.0,0.0,2542.0,561.0,94.0,2605.0,669.0,2486.0
2019-01-08 00:00:00,9573.883085576299,3064.0,0.0,2097.0,560.0,80.0,2445.0,669.0,2217.0
2019-01-08 01:00:00,9579.367933131936,3131.0,0.0,1855.0,560.0,78.0,2337.0,668.0,1766.0
2019-01-08 02:00:00,9857.818154156694,3273.0,0.0,1820.0,561.0,78.0,2296.0,667.0,1533.0
2019-01-08 03:00:00,10110.906273658662,3515.0,0.0,1914.0,558.0,78.0,2358.0,667.0,1442.0
2019-01-08 04:00:00,10657.95906656087,3651.0,0.0,2445.0,558.0,82.0,2610.0,667.0,1424.0
2019-01-08 05:00:00,11895.617460897776,3721.0,0.0,4179.0,536.0,79.0,3086.0,667.0,1549.0
2019-01-08 06:00:00,13710.281437376245,3891.0,56.0,4668.0,506.0,87.0,3587.0,667.0,1467.0
2019-01-08 07:00:00,14905.522382028887,4003.0,885.0,6100.0,510.0,94.0,3663.0,667.0,1253.0
2019-01-08 08:00:00,15295.568962078476,3984.0,2254.0,5934.0,501.0,85.0,3764.0,666.0,1214.0
2019-01-08 09:00:00,15230.248520649237,3977.0,3192.0,5805.0,508.0,116.0,3713.0,666.0,1684.0
2019-01-08 10:00:00,14709.36657642838,3806.0,3940.0,5246.0,509.0,127.0,3656.0,660.0,2370.0
2019-01-08 11:00:00,14161.305812656006,3748.0,3589.0,3787.0,507.0,124.0,3629.0,666.0,3302.0
2019-01-08 12:00:00,13862.715805900823,3785.0,2795.0,3453.0,515.0,121.0,3596.0,665.0,4303.0
2019-01-08 13:00:00,13943.029784939681,3800.0,1866.0,4570.0,533.0,127.0,3665.0,666.0,4400.0
2019-01-08 14:00:00,14160.383554373431,3809.0,778.0,5395.0,531.0,127.0,3677.0,662.0,4484.0
2019-01-08 15:00:00,14461.89451754699,3808.0,87.0,5630.0,529.0,129.0,3685.0,667.0,4656.0
2019-01-08 16:00:00,14890.624316046846,3752.0,2.0,6054.0,536.0,122.0,3842.0,667.0,4856.0
2019-01-08 17:00:00,15041.991100466528,3784.0,0.0,5773.0,551.0,122.0,3700.0,667.0,4639.0
2019-01-08 18:00:00,15115.09375150559,3745.0,0.0,5169.0,563.0,130.0,3482.0,667.0,4236.0
2019-01-08 19:00:00,15047.825933216205,3769.0,0.0,4300.0,578.0,61.0,3306.0,667.0,4257.0
2019-01-08 20:00:00,14046.935265203623,3674.0,1.0,2963.0,576.0,61.0,3229.0,671.0,4187.0
2019-01-08 21:00:00,12776.717425490677,3471.0,1.0,2417.0,575.0,62.0,2919.0,670.0,3957.0
2019-01-08 22:00:00,11733.591991009,2903.0,1.0,2093.0,572.0,62.0,2609.0,671.0,4195.0
2019-01-08 23:00:00,10368.17544455057,2463.0,1.0,1728.0,569.0,20.0,2504.0,670.0,4498.0
2019-01-09 00:00:00,9537.0,2152.0,1.0,1537.0,577.0,20.0,2381.0,670.0,4405.0
2019-01-09 01:00:00,9318.0,2035.0,1.0,1444.0,579.0,20.0,2212.0,669.0,4042.0
2019-01-09 02:00:00,10291.0,2087.0,1.0,1405.0,581.0,20.0,2194.0,672.0,3331.0
2019-01-09 03:00:00,11039.0,2430.0,0.0,1448.0,580.0,20.0,2242.0,673.0,2938.0
2019-01-09 04:00:00,12778.0,2653.0,0.0,1574.0,579.0,20.0,2434.0,672.0,2770.0
2019-01-09 05:00:00,16331.0,3319.0,0.0,2347.0,574.0,20.0,2767.0,672.0,2974.0
2019-01-09 06:00:00,20921.0,3576.0,4.0,3574.0,574.0,20.0,3280.0,674.0,3371.0
2019-01-09 07:00:00,23056.0,3631.0,308.0,5417.0,577.0,30.0,3496.0,677.0,3825.0
2019-01-09 08:00:00,23370.0,3526.0,1333.0,5980.0,587.0,69.0,3483.0,674.0,4077.0
2019-01-09 09:00:00,23095.0,3444.0,2316.0,4862.0,581.0,79.0,3450.0,676.0,4155.0
2019-01-09 10:00:00,21877.0,3554.0,2907.0,4072.0,558.0,79.0,3471.0,678.0,4431.0
2019-01-09 11:00:00,20992.0,3628.0,2901.0,2907.0,566.0,79.0,3403.0,677.0,4639.0
2019-01-09 12:00:00,20829.0,3688.0,2909.0,2516.0,593.0,79.0,3399.0,677.0,4893.0
2019-01-09 13:00:00,21498.0,3743.0,2046.0,3240.0,589.0,123.0,3467.0,676.0,4924.0
2019-01-09 14:00:00,22146.0,3745.0,1092.0,4134.0,598.0,122.0,3625.0,674.0,4815.0
2019-01-09 15:00:00,22835.0,3740.0,174.0,5308.0,609.0,131.0,3568.0,676.0,4592.0
2019-01-09 16:00:00,23711.0,3918.0,1.0,6075.0,604.0,130.0,3622.0,676.0,4249.0
2019-01-09 17:00:00,23498.0,3933.0,0.0,5422.0,605.0,126.0,3647.0,677.0,3908.0
2019-01-09 18:00:00,23210.0,3897.0,0.0,4358.0,600.0,127.0,3597.0,677.0,3842.0
2019-01-09 19:00:00,22495.0,3656.0,0.0,3525.0,607.0,122.0,3495.0,677.0,4224.0
2019-01-09 20:00:00,19075.0,3599.0,1.0,2740.0,608.0,122.0,3249.0,677.0,4139.0
2019-01-09 21:00:00,15771.0,3573.0,1.0,2167.0,608.0,122.0,2998.0,677.0,3933.0
2019-01-09 22:00:00,13458.0,3394.0,1.0,1884.0,608.0,122.0,2694.0,677.0,3962.0
2019-01-09 23:00:00,10866.0,2911.0,1.0,1718.0,607.0,79.0,2396.0,677.0,3894.0
2019-01-10 00:00:00,9258.0,2465.0,1.0,1519.0,609.0,79.0,2114.0,677.0,4570.0
2019-01-10 01:00:00,8845.0,2362.0,1.0,1436.0,613.0,79.0,1994.0,677.0,4770.0
2019-01-10 02:00:00,9376.0,2376.0,1.0,1431.0,612.0,79.0,2149.0,677.0,4724.0
2019-01-10 03:00:00,9551.0,2465.0,0.0,1463.0,608.0,79.0,2244.0,677.0,4844.0
2019-01-10 04:00:00,10322.0,2780.0,0.0,1626.0,611.0,79.0,2269.0,677.0,4794.0
2019-01-10 05:00:00,14965.0,3199.0,0.0,2061.0,609.0,80.0,2626.0,677.0,5211.0
2019-01-10 06:00:00,21596.0,3373.0,12.0,3661.0,599.0,79.0,3203.0,676.0,4961.0
2019-01-10 07:00:00,22765.0,3325.0,631.0,5754.0,597.0,79.0,3352.0,676.0,4855.0
2019-01-10 08:00:00,21956.0,3326.0,1763.0,6088.0,581.0,79.0,3449.0,673.0,4894.0
2019-01-10 09:00:00,21624.0,3321.0,3403.0,4992.0,602.0,79.0,3517.0,674.0,4741.0
2019-01-10 10:00:00,20647.0,3446.0,5258.0,3879.0,595.0,79.0,3620.0,659.0,4870.0
2019-01-10 11:00:00,20038.0,3490.0,5699.0,2766.0,611.0,79.0,3662.0,674.0,5000.0
2019-01-10 12:00:00,20609.0,3506.0,5473.0,2863.0,608.0,79.0,3711.0,674.0,4909.0
2019-01-10 13:00:00,21602.0,3508.0,3646.0,3306.0,605.0,124.0,3722.0,674.0,4384.0
2019-01-10 14:00:00,22915.0,3399.0,1625.0,3803.0,607.0,124.0,3731.0,674.0,3702.0
2019-01-10 15:00:00,24140.0,3584.0,317.0,5562.0,611.0,132.0,3889.0,675.0,3279.0
2019-01-10 16:00:00,24834.0,3651.0,0.0,6384.0,617.0,129.0,3779.0,676.0,3043.0
2019-01-10 17:00:00,25136.0,3494.0,0.0,6403.0,612.0,123.0,3749.0,676.0,2927.0
2019-01-10 18:00:00,25274.0,3430.0,0.0,5811.0,593.0,128.0,3766.0,676.0,2738.0
2019-01-10 19:00:00,24553.0,3435.0,0.0,4121.0,598.0,123.0,3682.0,676.0,2359.0
2019-01-10 20:00:00,23352.0,3370.0,0.0,2798.0,592.0,123.0,3469.0,677.0,2247.0
2019-01-10 21:00:00,19308.0,3313.0,1.0,2423.0,594.0,128.0,3108.0,677.0,2249.0
2019-01-10 22:00:00,16322.0,3277.0,0.0,2030.0,581.0,122.0,2782.0,676.0,2148.0
2019-01-10 23:00:00,13393.0,3337.0,1.0,2117.0,581.0,77.0,2285.0,675.0,1867.0
