datetime,solar_actual,avg_solar_production_forecast
2021-01-01T00:00:00.000000000,9.0,84.67356
2021-01-01T01:00:00.000000000,9.0,27.631233
2021-01-01T02:00:00.000000000,9.0,5.3357325
2021-01-01T03:00:00.000000000,9.0,4.144184
2021-01-01T04:00:00.000000000,9.0,0.0
2021-01-01T05:00:00.000000000,9.0,20.265253
2021-01-01T06:00:00.000000000,9.0,20.30499
2021-01-01T07:00:00.000000000,9.0,0.0
2021-01-01T08:00:00.000000000,9.0,13.161744
2021-01-01T09:00:00.000000000,9.0,43.439445
2021-01-01T10:00:00.000000000,9.0,53.23644
2021-01-01T11:00:00.000000000,9.0,39.029713
2021-01-01T12:00:00.000000000,10.0,46.390907
2021-01-01T13:00:00.000000000,76.0,10.584757
2021-01-01T14:00:00.000000000,259.0,27.722162
2021-01-01T15:00:00.000000000,270.0,81.12982
2021-01-01T16:00:00.000000000,298.0,96.60965
2021-01-01T17:00:00.000000000,250.0,154.0237
2021-01-01T18:00:00.000000000,162.0,141.66127
2021-01-01T19:00:00.000000000,79.0,176.14268
2021-01-01T20:00:00.000000000,35.0,152.1893
2021-01-01T21:00:00.000000000,5.0,126.73525
2021-01-01T22:00:00.000000000,0.0,85.33725
2021-01-01T23:00:00.000000000,0.0,42.235615
2021-01-02T00:00:00.000000000,0.0,6.0400767
2021-01-02T01:00:00.000000000,0.0,20.821426
2021-01-02T02:00:00.000000000,0.0,11.109849
2021-01-02T03:00:00.000000000,0.0,9.028754
2021-01-02T04:00:00.000000000,0.0,12.574794
2021-01-02T05:00:00.000000000,9.0,0.0
2021-01-02T06:00:00.000000000,0.0,0.038757674
2021-01-02T07:00:00.000000000,0.0,16.948105
2021-01-02T08:00:00.000000000,0.0,30.674429
2021-01-02T09:00:00.000000000,0.0,28.832977
2021-01-02T10:00:00.000000000,0.0,9.939706
2021-01-02T11:00:00.000000000,0.0,0.0
2021-01-02T12:00:00.000000000,0.0,16.440556
2021-01-02T13:00:00.000000000,79.0,71.874756
2021-01-02T14:00:00.000000000,387.0,183.02203
2021-01-02T15:00:00.000000000,832.0,288.37506
2021-01-02T16:00:00.000000000,1030.0,353.48145
2021-01-02T17:00:00.000000000,1114.0,365.89203
2021-01-02T18:00:00.000000000,1048.0,343.4618
2021-01-02T19:00:00.000000000,736.0,227.00427
2021-01-02T20:00:00.000000000,311.0,162.20065
2021-01-02T21:00:00.000000000,45.0,159.94937
2021-01-02T22:00:00.000000000,0.0,110.57204
2021-01-02T23:00:00.000000000,0.0,44.911324
2021-01-03T00:00:00.000000000,0.0,15.793672
2021-01-03T01:00:00.000000000,0.0,23.918869
2021-01-03T02:00:00.000000000,0.0,25.67863
2021-01-03T03:00:00.000000000,0.0,27.752703
2021-01-03T04:00:00.000000000,0.0,0.0
2021-01-03T05:00:00.000000000,0.0,0.0
2021-01-03T06:00:00.000000000,0.0,15.203654
2021-01-03T07:00:00.000000000,0.0,17.170431
2021-01-03T08:00:00.000000000,0.0,8.969323
2021-01-03T09:00:00.000000000,0.0,18.53571
2021-01-03T10:00:00.000000000,0.0,0.0
2021-01-03T11:00:00.000000000,0.0,0.0
2021-01-03T12:00:00.000000000,0.0,31.335316
2021-01-03T13:00:00.000000000,37.0,116.881386
2021-01-03T14:00:00.000000000,114.0,215.6097
2021-01-03T15:00:00.000000000,168.0,365.85208
2021-01-03T16:00:00.000000000,272.0,431.5337
2021-01-03T17:00:00.000000000,280.0,462.37378
2021-01-03T18:00:00.000000000,296.0,420.69635
2021-01-03T19:00:00.000000000,154.0,254.28061
2021-01-03T20:00:00.000000000,77.0,125.11897
2021-01-03T21:00:00.000000000,25.0,126.84547
2021-01-03T22:00:00.000000000,0.0,98.32863
2021-01-03T23:00:00.000000000,0.0,0.0
2021-01-04T00:00:00.000000000,0.0,0.0
2021-01-04T01:00:00.000000000,0.0,13.385154
2021-01-04T02:00:00.000000000,0.0,17.192633
2021-01-04T03:00:00.000000000,0.0,4.0554395
2021-01-04T04:00:00.000000000,0.0,15.439977
2021-01-04T05:00:00.000000000,0.0,0.0
2021-01-04T06:00:00.000000000,0.0,0.0
2021-01-04T07:00:00.000000000,0.0,21.773643
2021-01-04T08:00:00.000000000,0.0,28.419811
2021-01-04T09:00:00.000000000,0.0,30.611572
2021-01-04T10:00:00.000000000,0.0,16.815004
2021-01-04T11:00:00.000000000,0.0,0.0
2021-01-04T12:00:00.000000000,0.0,9.840816
2021-01-04T13:00:00.000000000,374.0,93.8437
2021-01-04T14:00:00.000000000,879.0,211.41205
2021-01-04T15:00:00.000000000,1011.0,334.01498
2021-01-04T16:00:00.000000000,1013.0,421.65756
2021-01-04T17:00:00.000000000,928.0,441.38223
2021-01-04T18:00:00.000000000,725.0,408.58472
2021-01-04T19:00:00.000000000,380.0,273.10327
2021-01-04T20:00:00.000000000,167.0,179.69925
2021-01-04T21:00:00.000000000,50.0,154.58788
2021-01-04T22:00:00.000000000,6.0,97.21099
2021-01-04T23:00:00.000000000,6.0,22.10638
2021-01-05T00:00:00.000000000,6.0,1.6215442
2021-01-05T01:00:00.000000000,6.0,25.139994
2021-01-05T02:00:00.000000000,6.0,0.0
2021-01-05T03:00:00.000000000,6.0,0.0
2021-01-05T04:00:00.000000000,6.0,21.374681
2021-01-05T05:00:00.000000000,0.0,0.0
2021-01-05T06:00:00.000000000,6.0,13.276906
2021-01-05T07:00:00.000000000,0.0,17.03321
2021-01-05T08:00:00.000000000,0.0,0.6369999
2021-01-05T09:00:00.000000000,0.0,0.0
2021-01-05T10:00:00.000000000,0.0,11.592062
2021-01-05T11:00:00.000000000,0.0,6.916299
2021-01-05T12:00:00.000000000,0.0,121.85902
2021-01-05T13:00:00.000000000,246.0,289.31754
2021-01-05T14:00:00.000000000,542.0,404.5809
2021-01-05T15:00:00.000000000,714.0,522.47577
2021-01-05T16:00:00.000000000,667.0,611.93964
2021-01-05T17:00:00.000000000,790.0,612.34045
2021-01-05T18:00:00.000000000,586.0,535.4968
2021-01-05T19:00:00.000000000,512.0,360.29114
2021-01-05T20:00:00.000000000,412.0,245.09164
2021-01-05T21:00:00.000000000,154.0,140.04698
2021-01-05T22:00:00.000000000,3.0,85.73335
2021-01-05T23:00:00.000000000,0.0,0.0
2021-01-06T00:00:00.000000000,0.0,0.0
2021-01-06T01:00:00.000000000,0.0,17.32348
2021-01-06T02:00:00.000000000,0.0,7.9258695
2021-01-06T03:00:00.000000000,0.0,1.4842997
2021-01-06T04:00:00.000000000,0.0,31.857811
2021-01-06T05:00:00.000000000,6.0,0.0
2021-01-06T06:00:00.000000000,0.0,12.643538
2021-01-06T07:00:00.000000000,0.0,7.4197845
2021-01-06T08:00:00.000000000,0.0,11.356407
2021-01-06T09:00:00.000000000,0.0,0.0
2021-01-06T10:00:00.000000000,0.0,0.0
2021-01-06T11:00:00.000000000,0.0,0.0
2021-01-06T12:00:00.000000000,1.0,100.73271
2021-01-06T13:00:00.000000000,147.0,260.78342
2021-01-06T14:00:00.000000000,451.0,401.46164
2021-01-06T15:00:00.000000000,628.0,531.3873
2021-01-06T16:00:00.000000000,853.0,632.1031
2021-01-06T17:00:00.000000000,770.0,659.1519
2021-01-06T18:00:00.000000000,682.0,618.80865
2021-01-06T19:00:00.000000000,523.0,482.40424
2021-01-06T20:00:00.000000000,521.0,376.56165
2021-01-06T21:00:00.000000000,170.0,233.8751
2021-01-06T22:00:00.000000000,0.0,118.781296
2021-01-06T23:00:00.000000000,0.0,17.598988
2021-01-07T00:00:00.000000000,0.0,0.0
2021-01-07T01:00:00.000000000,0.0,18.625195
2021-01-07T02:00:00.000000000,0.0,8.335631
2021-01-07T03:00:00.000000000,0.0,3.2272596
2021-01-07T04:00:00.000000000,0.0,27.71331
2021-01-07T05:00:00.000000000,0.0,0.0
2021-01-07T06:00:00.000000000,0.0,15.564431
2021-01-07T07:00:00.000000000,0.0,9.207405
2021-01-07T08:00:00.000000000,0.0,4.6118174
2021-01-07T09:00:00.000000000,0.0,0.0
2021-01-07T10:00:00.000000000,0.0,0.0
2021-01-07T11:00:00.000000000,0.0,0.0
2021-01-07T12:00:00.000000000,0.0,116.8769
2021-01-07T13:00:00.000000000,462.0,296.60117
2021-01-07T14:00:00.000000000,1408.0,435.68863
2021-01-07T15:00:00.000000000,1616.0,564.4272
2021-01-07T16:00:00.000000000,1600.0,655.2864
2021-01-07T17:00:00.000000000,1583.0,681.813
2021-01-07T18:00:00.000000000,1597.0,633.32294
2021-01-07T19:00:00.000000000,1402.0,486.78238
2021-01-07T20:00:00.000000000,857.0,369.64914
2021-01-07T21:00:00.000000000,167.0,220.14244
2021-01-07T22:00:00.000000000,0.0,109.91739
2021-01-07T23:00:00.000000000,0.0,7.816523
2021-01-08T00:00:00.000000000,0.0,4.0227504
2021-01-08T01:00:00.000000000,0.0,35.48617
2021-01-08T02:00:00.000000000,0.0,6.0635104
2021-01-08T03:00:00.000000000,0.0,19.762918
2021-01-08T04:00:00.000000000,0.0,20.377436
2021-01-08T05:00:00.000000000,0.0,0.0
2021-01-08T06:00:00.000000000,0.0,31.047546
2021-01-08T07:00:00.000000000,0.0,9.231847
2021-01-08T08:00:00.000000000,0.0,0.0
2021-01-08T09:00:00.000000000,0.0,0.0
2021-01-08T10:00:00.000000000,0.0,0.0
2021-01-08T11:00:00.000000000,0.0,54.945934
2021-01-08T12:00:00.000000000,0.0,216.0375
2021-01-08T13:00:00.000000000,61.0,494.77087
2021-01-08T14:00:00.000000000,260.0,648.81647
2021-01-08T15:00:00.000000000,551.0,772.17633
2021-01-08T16:00:00.000000000,618.0,849.9806
2021-01-08T17:00:00.000000000,608.0,884.3162
2021-01-08T18:00:00.000000000,538.0,794.0224
2021-01-08T19:00:00.000000000,400.0,617.0018
2021-01-08T20:00:00.000000000,172.0,439.81747
2021-01-08T21:00:00.000000000,65.0,225.36345
2021-01-08T22:00:00.000000000,0.0,115.37476
2021-01-08T23:00:00.000000000,0.0,0.0
2021-01-09T00:00:00.000000000,0.0,0.0
2021-01-09T01:00:00.000000000,0.0,3.1406512
2021-01-09T02:00:00.000000000,0.0,18.51793
2021-01-09T03:00:00.000000000,0.0,7.1887884
2021-01-09T04:00:00.000000000,0.0,34.676056
2021-01-09T05:00:00.000000000,0.0,0.0
2021-01-09T06:00:00.000000000,0.0,8.929819
2021-01-09T07:00:00.000000000,0.0,7.1998196
2021-01-09T08:00:00.000000000,0.0,23.809626
2021-01-09T09:00:00.000000000,0.0,9.626929
2021-01-09T10:00:00.000000000,0.0,0.0
2021-01-09T11:00:00.000000000,0.0,0.0
2021-01-09T12:00:00.000000000,1.0,60.65963
2021-01-09T13:00:00.000000000,535.0,195.71376
2021-01-09T14:00:00.000000000,1498.0,346.84027
2021-01-09T15:00:00.000000000,1752.0,488.87762
2021-01-09T16:00:00.000000000,1817.0,592.0979
2021-01-09T17:00:00.000000000,1730.0,633.18866
2021-01-09T18:00:00.000000000,1650.0,621.02905
2021-01-09T19:00:00.000000000,1548.0,507.16855
2021-01-09T20:00:00.000000000,1266.0,413.9097
2021-01-09T21:00:00.000000000,311.0,269.302
2021-01-09T22:00:00.000000000,0.0,126.34522
2021-01-09T23:00:00.000000000,0.0,28.88965
2021-01-10T00:00:00.000000000,0.0,0.0
2021-01-10T01:00:00.000000000,0.0,16.881702
2021-01-10T02:00:00.000000000,0.0,23.779068
2021-01-10T03:00:00.000000000,0.0,61.397392
2021-01-10T04:00:00.000000000,0.0,30.816515
2021-01-10T05:00:00.000000000,0.0,16.559729
2021-01-10T06:00:00.000000000,0.0,21.836615
2021-01-10T07:00:00.000000000,0.0,0.0
2021-01-10T08:00:00.000000000,0.0,0.0
2021-01-10T09:00:00.000000000,0.0,0.0
2021-01-10T10:00:00.000000000,0.0,0.0
2021-01-10T11:00:00.000000000,0.0,118.38373
2021-01-10T12:00:00.000000000,1.0,355.8338
2021-01-10T13:00:00.000000000,610.0,692.47455
2021-01-10T14:00:00.000000000,1537.0,904.183
2021-01-10T15:00:00.000000000,1813.0,1022.2298
2021-01-10T16:00:00.000000000,1821.0,1077.2063
2021-01-10T17:00:00.000000000,1773.0,1142.1514
2021-01-10T18:00:00.000000000,1764.0,1056.3898
2021-01-10T19:00:00.000000000,1661.0,928.4351
2021-01-10T20:00:00.000000000,1328.0,728.2164
2021-01-10T21:00:00.000000000,392.0,383.36234
2021-01-10T22:00:00.000000000,0.0,172.12036
2021-01-10T23:00:00.000000000,0.0,6.502073
2021-01-11T00:00:00.000000000,0.0,0.0
2021-01-11T01:00:00.000000000,0.0,21.244019
2021-01-11T02:00:00.000000000,0.0,22.64052
2021-01-11T03:00:00.000000000,0.0,55.733074
2021-01-11T04:00:00.000000000,0.0,27.8983
2021-01-11T05:00:00.000000000,0.0,9.9555
2021-01-11T06:00:00.000000000,0.0,31.105774
2021-01-11T07:00:00.000000000,0.0,0.0
2021-01-11T08:00:00.000000000,0.0,0.0
2021-01-11T09:00:00.000000000,0.0,0.0
2021-01-11T10:00:00.000000000,0.0,0.0
2021-01-11T11:00:00.000000000,0.0,78.38854
2021-01-11T12:00:00.000000000,1.0,278.51666
2021-01-11T13:00:00.000000000,130.0,615.63184
2021-01-11T14:00:00.000000000,336.0,817.84906
2021-01-11T15:00:00.000000000,599.0,951.33093
2021-01-11T16:00:00.000000000,801.0,1018.8136
2021-01-11T17:00:00.000000000,634.0,1092.4962
2021-01-11T18:00:00.000000000,455.0,1011.4124
2021-01-11T19:00:00.000000000,304.0,871.1273
2021-01-11T20:00:00.000000000,140.0,668.7586
2021-01-11T21:00:00.000000000,44.0,346.83066
2021-01-11T22:00:00.000000000,0.0,154.63385
2021-01-11T23:00:00.000000000,0.0,0.0
2021-01-12T00:00:00.000000000,0.0,0.0
2021-01-12T01:00:00.000000000,0.0,8.0474415
2021-01-12T02:00:00.000000000,0.0,33.772984
2021-01-12T03:00:00.000000000,0.0,9.7520685
2021-01-12T04:00:00.000000000,0.0,29.95179
2021-01-12T05:00:00.000000000,0.0,0.0
2021-01-12T06:00:00.000000000,0.0,0.0
2021-01-12T07:00:00.000000000,0.0,21.154562
2021-01-12T08:00:00.000000000,0.0,30.669958
2021-01-12T09:00:00.000000000,0.0,26.29172
2021-01-12T10:00:00.000000000,0.0,7.4131765
2021-01-12T11:00:00.000000000,0.0,0.0
2021-01-12T12:00:00.000000000,0.0,10.285061
2021-01-12T13:00:00.000000000,158.0,138.57997
2021-01-12T14:00:00.000000000,767.0,288.91385
2021-01-12T15:00:00.000000000,1132.0,438.34943
2021-01-12T16:00:00.000000000,1416.0,547.55115
2021-01-12T17:00:00.000000000,1406.0,577.5983
2021-01-12T18:00:00.000000000,1491.0,568.14886
2021-01-12T19:00:00.000000000,1490.0,437.71878
2021-01-12T20:00:00.000000000,1196.0,329.9717
2021-01-12T21:00:00.000000000,388.0,227.29495
2021-01-12T22:00:00.000000000,7.0,110.702675
2021-01-12T23:00:00.000000000,7.0,14.135537
2021-01-13T00:00:00.000000000,0.0,0.0
2021-01-13T01:00:00.000000000,0.0,22.214703
2021-01-13T02:00:00.000000000,0.0,23.710041
2021-01-13T03:00:00.000000000,0.0,58.315765
2021-01-13T04:00:00.000000000,0.0,39.1757
2021-01-13T05:00:00.000000000,0.0,0.0
2021-01-13T06:00:00.000000000,0.0,23.448067
2021-01-13T07:00:00.000000000,0.0,0.0
2021-01-13T08:00:00.000000000,0.0,9.355989
2021-01-13T09:00:00.000000000,0.0,0.0
2021-01-13T10:00:00.000000000,0.0,0.0
2021-01-13T11:00:00.000000000,0.0,6.7707343
2021-01-13T12:00:00.000000000,0.0,190.97055
2021-01-13T13:00:00.000000000,446.0,483.8665
2021-01-13T14:00:00.000000000,1338.0,710.0077
2021-01-13T15:00:00.000000000,1653.0,854.7889
2021-01-13T16:00:00.000000000,1621.0,958.3487
2021-01-13T17:00:00.000000000,1565.0,1024.1323
2021-01-13T18:00:00.000000000,1565.0,980.1019
2021-01-13T19:00:00.000000000,1556.0,873.6658
2021-01-13T20:00:00.000000000,1308.0,711.2747
2021-01-13T21:00:00.000000000,427.0,420.23395
2021-01-13T22:00:00.000000000,6.0,204.73083
2021-01-13T23:00:00.000000000,6.0,13.724095
2021-01-14T00:00:00.000000000,6.0,0.0
2021-01-14T01:00:00.000000000,6.0,23.593388
2021-01-14T02:00:00.000000000,6.0,20.44747
2021-01-14T03:00:00.000000000,6.0,51.473057
2021-01-14T04:00:00.000000000,6.0,27.931667
2021-01-14T05:00:00.000000000,0.0,12.113996
2021-01-14T06:00:00.000000000,6.0,33.069557
2021-01-14T07:00:00.000000000,6.0,0.0
2021-01-14T08:00:00.000000000,6.0,0.0
2021-01-14T09:00:00.000000000,6.0,0.0
2021-01-14T10:00:00.000000000,6.0,0.0
2021-01-14T11:00:00.000000000,6.0,78.47297
2021-01-14T12:00:00.000000000,6.0,273.67444
2021-01-14T13:00:00.000000000,274.0,601.6361
2021-01-14T14:00:00.000000000,921.0,796.4878
2021-01-14T15:00:00.000000000,1217.0,929.0348
2021-01-14T16:00:00.000000000,1411.0,1001.6107
2021-01-14T17:00:00.000000000,1489.0,1076.4181
2021-01-14T18:00:00.000000000,1582.0,993.6128
2021-01-14T19:00:00.000000000,1629.0,848.1188
2021-01-14T20:00:00.000000000,1348.0,644.41534
2021-01-14T21:00:00.000000000,344.0,331.1221
2021-01-14T22:00:00.000000000,5.0,148.90274
2021-01-14T23:00:00.000000000,3.0,0.0
2021-01-15T00:00:00.000000000,3.0,0.0
2021-01-15T01:00:00.000000000,3.0,22.554546
2021-01-15T02:00:00.000000000,4.0,27.415442
2021-01-15T03:00:00.000000000,3.0,46.6042
2021-01-15T04:00:00.000000000,4.0,23.476238
2021-01-15T05:00:00.000000000,6.0,0.6088039
2021-01-15T06:00:00.000000000,4.0,32.09003
2021-01-15T07:00:00.000000000,4.0,8.366104
2021-01-15T08:00:00.000000000,3.0,0.0
2021-01-15T09:00:00.000000000,3.0,0.0
2021-01-15T10:00:00.000000000,4.0,0.0
2021-01-15T11:00:00.000000000,3.0,9.607658
2021-01-15T12:00:00.000000000,5.0,167.66498
2021-01-15T13:00:00.000000000,367.0,458.68488
2021-01-15T14:00:00.000000000,1210.0,659.4436
2021-01-15T15:00:00.000000000,1447.0,816.5595
2021-01-15T16:00:00.000000000,1461.0,901.7104
2021-01-15T17:00:00.000000000,1366.0,972.2659
2021-01-15T18:00:00.000000000,1338.0,923.619
2021-01-15T19:00:00.000000000,825.0,772.61145
2021-01-15T20:00:00.000000000,423.0,585.6358
2021-01-15T21:00:00.000000000,54.0,320.29977
2021-01-15T22:00:00.000000000,0.0,143.40353
2021-01-15T23:00:00.000000000,0.0,0.0
2021-01-16T00:00:00.000000000,0.0,0.0
2021-01-16T01:00:00.000000000,0.0,14.824309
2021-01-16T02:00:00.000000000,0.0,24.124569
2021-01-16T03:00:00.000000000,0.0,15.037501
2021-01-16T04:00:00.000000000,0.0,22.476831
2021-01-16T05:00:00.000000000,3.0,0.0
2021-01-16T06:00:00.000000000,0.0,14.103879
2021-01-16T07:00:00.000000000,0.0,10.687911
2021-01-16T08:00:00.000000000,0.0,14.35969
2021-01-16T09:00:00.000000000,0.0,0.0
2021-01-16T10:00:00.000000000,0.0,0.0
2021-01-16T11:00:00.000000000,0.0,0.0
2021-01-16T12:00:00.000000000,0.0,86.80456
2021-01-16T13:00:00.000000000,190.0,282.31317
2021-01-16T14:00:00.000000000,506.0,455.52335
2021-01-16T15:00:00.000000000,1043.0,619.87054
2021-01-16T16:00:00.000000000,948.0,709.55554
2021-01-16T17:00:00.000000000,837.0,751.19324
2021-01-16T18:00:00.000000000,698.0,722.7877
2021-01-16T19:00:00.000000000,645.0,570.627
2021-01-16T20:00:00.000000000,445.0,434.3365
2021-01-16T21:00:00.000000000,163.0,254.881
2021-01-16T22:00:00.000000000,2.0,112.29785
2021-01-16T23:00:00.000000000,0.0,0.0
2021-01-17T00:00:00.000000000,0.0,0.0
2021-01-17T01:00:00.000000000,0.0,3.8535643
2021-01-17T02:00:00.000000000,0.0,17.512787
2021-01-17T03:00:00.000000000,0.0,30.003248
2021-01-17T04:00:00.000000000,0.0,29.61849
2021-01-17T05:00:00.000000000,0.0,3.8574789
2021-01-17T06:00:00.000000000,0.0,24.2973
2021-01-17T07:00:00.000000000,0.0,6.497494
2021-01-17T08:00:00.000000000,0.0,0.0
2021-01-17T09:00:00.000000000,0.0,0.0
2021-01-17T10:00:00.000000000,0.0,0.0
2021-01-17T11:00:00.000000000,0.0,13.935721
2021-01-17T12:00:00.000000000,1.0,162.72229
2021-01-17T13:00:00.000000000,518.0,393.1788
2021-01-17T14:00:00.000000000,1480.0,542.2537
2021-01-17T15:00:00.000000000,1649.0,658.66547
2021-01-17T16:00:00.000000000,1684.0,725.53284
2021-01-17T17:00:00.000000000,1653.0,783.1054
2021-01-17T18:00:00.000000000,1410.0,737.6431
2021-01-17T19:00:00.000000000,1222.0,614.9082
2021-01-17T20:00:00.000000000,1052.0,481.35052
2021-01-17T21:00:00.000000000,394.0,270.0838
2021-01-17T22:00:00.000000000,0.0,118.138176
2021-01-17T23:00:00.000000000,0.0,4.954593
2021-01-18T00:00:00.000000000,0.0,0.0
2021-01-18T01:00:00.000000000,0.0,14.109728
2021-01-18T02:00:00.000000000,0.0,22.21181
2021-01-18T03:00:00.000000000,0.0,60.648594
2021-01-18T04:00:00.000000000,0.0,31.348047
2021-01-18T05:00:00.000000000,0.0,11.716888
2021-01-18T06:00:00.000000000,0.0,23.073523
2021-01-18T07:00:00.000000000,0.0,0.0
2021-01-18T08:00:00.000000000,0.0,0.0
2021-01-18T09:00:00.000000000,0.0,0.0
2021-01-18T10:00:00.000000000,0.0,0.0
2021-01-18T11:00:00.000000000,0.0,85.378845
2021-01-18T12:00:00.000000000,1.0,311.7628
2021-01-18T13:00:00.000000000,451.0,635.7056
2021-01-18T14:00:00.000000000,1296.0,842.2237
2021-01-18T15:00:00.000000000,1545.0,956.5448
2021-01-18T16:00:00.000000000,1541.0,1016.2068
2021-01-18T17:00:00.000000000,1459.0,1077.3733
2021-01-18T18:00:00.000000000,936.0,1005.8087
2021-01-18T19:00:00.000000000,697.0,887.1302
2021-01-18T20:00:00.000000000,704.0,705.8087
2021-01-18T21:00:00.000000000,236.0,390.0481
2021-01-18T22:00:00.000000000,0.0,181.53479
2021-01-18T23:00:00.000000000,0.0,10.162434
2021-01-19T00:00:00.000000000,0.0,0.0
2021-01-19T01:00:00.000000000,0.0,12.9739065
2021-01-19T02:00:00.000000000,0.0,16.900167
2021-01-19T03:00:00.000000000,0.0,53.000076
2021-01-19T04:00:00.000000000,0.0,36.07543
2021-01-19T05:00:00.000000000,0.0,9.896215
2021-01-19T06:00:00.000000000,0.0,29.63009
2021-01-19T07:00:00.000000000,0.0,0.0
2021-01-19T08:00:00.000000000,0.0,0.0
2021-01-19T09:00:00.000000000,0.0,0.0
2021-01-19T10:00:00.000000000,0.0,0.0
2021-01-19T11:00:00.000000000,0.0,57.412693
2021-01-19T12:00:00.000000000,1.0,252.49268
2021-01-19T13:00:00.000000000,627.0,554.5501
2021-01-19T14:00:00.000000000,1468.0,737.1068
2021-01-19T15:00:00.000000000,1782.0,847.23474
2021-01-19T16:00:00.000000000,1785.0,918.7971
2021-01-19T17:00:00.000000000,1654.0,989.0936
2021-01-19T18:00:00.000000000,1698.0,920.68274
2021-01-19T19:00:00.000000000,1649.0,809.30676
2021-01-19T20:00:00.000000000,1340.0,643.528
2021-01-19T21:00:00.000000000,456.0,353.10052
2021-01-19T22:00:00.000000000,1.0,163.95279
2021-01-19T23:00:00.000000000,0.0,9.272369
2021-01-20T00:00:00.000000000,0.0,12.286069
2021-01-20T01:00:00.000000000,0.0,7.4506426
2021-01-20T02:00:00.000000000,0.0,19.433868
2021-01-20T03:00:00.000000000,0.0,64.54222
2021-01-20T04:00:00.000000000,0.0,29.313242
2021-01-20T05:00:00.000000000,0.0,20.698893
2021-01-20T06:00:00.000000000,0.0,10.907941
2021-01-20T07:00:00.000000000,0.0,0.0
2021-01-20T08:00:00.000000000,0.0,0.89271283
2021-01-20T09:00:00.000000000,0.0,0.0
2021-01-20T10:00:00.000000000,0.0,0.0
2021-01-20T11:00:00.000000000,0.0,95.22916
2021-01-20T12:00:00.000000000,1.0,357.0143
2021-01-20T13:00:00.000000000,475.0,709.656
2021-01-20T14:00:00.000000000,1497.0,947.22833
2021-01-20T15:00:00.000000000,1640.0,1068.2479
2021-01-20T16:00:00.000000000,1709.0,1133.0243
2021-01-20T17:00:00.000000000,1672.0,1188.8336
2021-01-20T18:00:00.000000000,1686.0,1120.6194
2021-01-20T19:00:00.000000000,1738.0,1017.22546
2021-01-20T20:00:00.000000000,1544.0,841.07697
2021-01-20T21:00:00.000000000,542.0,508.4394
2021-01-20T22:00:00.000000000,15.0,256.54175
2021-01-20T23:00:00.000000000,12.0,49.369274
2021-01-21T00:00:00.000000000,12.0,4.8231125
2021-01-21T01:00:00.000000000,12.0,18.894684
2021-01-21T02:00:00.000000000,12.0,19.43984
2021-01-21T03:00:00.000000000,12.0,62.894722
2021-01-21T04:00:00.000000000,12.0,33.929817
2021-01-21T05:00:00.000000000,0.0,10.161495
2021-01-21T06:00:00.000000000,12.0,21.08785
2021-01-21T07:00:00.000000000,12.0,0.0
2021-01-21T08:00:00.000000000,12.0,0.0
2021-01-21T09:00:00.000000000,12.0,0.0
2021-01-21T10:00:00.000000000,12.0,0.0
2021-01-21T11:00:00.000000000,12.0,76.4399
2021-01-21T12:00:00.000000000,13.0,302.54587
2021-01-21T13:00:00.000000000,96.0,656.4896
2021-01-21T14:00:00.000000000,416.0,886.2132
2021-01-21T15:00:00.000000000,744.0,1018.1549
2021-01-21T16:00:00.000000000,1259.0,1096.268
2021-01-21T17:00:00.000000000,1462.0,1161.8296
2021-01-21T18:00:00.000000000,1575.0,1084.455
2021-01-21T19:00:00.000000000,1471.0,971.84753
2021-01-21T20:00:00.000000000,1370.0,785.6223
2021-01-21T21:00:00.000000000,362.0,447.20688
2021-01-21T22:00:00.000000000,15.0,218.29051
