Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
36888,2023-03-18 00:00:00,478.55,2459.0,9500.0,334.0,1416.0,0.0,957.0,750.0,589.0,2399.0
36889,2023-03-18 01:00:00,479.34,2472.0,8838.0,334.0,1175.0,0.0,1102.0,749.0,589.0,2286.0
36890,2023-03-18 02:00:00,476.49,2464.0,9172.0,331.0,1168.0,0.0,1225.0,750.0,589.0,2300.0
36891,2023-03-18 03:00:00,473.68,2463.0,9053.0,334.0,1195.0,0.0,1333.0,747.0,589.0,2356.0
36892,2023-03-18 04:00:00,470.5,2466.0,9536.0,334.0,1306.0,0.0,1384.0,746.0,589.0,2377.0
36893,2023-03-18 05:00:00,458.0,2470.0,10486.0,334.0,1741.0,172.0,1272.0,747.0,589.0,2145.0
36894,2023-03-18 06:00:00,427.5,2464.0,10374.0,324.0,1951.0,1707.6666666666667,1101.0,735.0,589.0,2150.0
36895,2023-03-18 07:00:00,378.06,2474.0,9158.0,334.0,2191.0,4345.222222222222,927.0,745.0,588.0,2063.0
36896,2023-03-18 08:00:00,342.69,2455.0,7195.0,334.0,1886.0,6501.740740740741,815.0,730.0,589.0,2055.0
36897,2023-03-18 09:00:00,315.31,2431.0,5828.0,324.0,1675.0,8112.580246913581,723.0,704.0,589.0,2004.0
36898,2023-03-18 10:00:00,303.54,2443.0,5735.0,324.0,1570.0,9154.526748971191,668.0,689.0,589.0,1929.0
36899,2023-03-18 11:00:00,306.16,2434.0,6135.0,324.0,1306.0,9454.50891632373,671.0,694.0,588.0,1920.0
36900,2023-03-18 12:00:00,311.68,2430.0,6138.0,324.0,1275.0,8936.169638774576,718.0,695.0,588.0,1916.0
36901,2023-03-18 13:00:00,325.99,2452.0,6497.0,325.0,1265.0,8225.389879591525,700.0,696.0,587.0,2052.0
36902,2023-03-18 14:00:00,344.0,2453.0,6497.0,324.0,1308.0,7010.796626530508,682.0,700.0,587.0,2208.0
36903,2023-03-18 15:00:00,381.1,2522.0,8178.0,324.0,1711.0,4910.598875510169,651.0,718.0,588.0,2283.0
36904,2023-03-18 16:00:00,435.51,2608.0,12056.0,324.0,2188.0,2297.199625170056,547.0,728.0,589.0,2587.0
36905,2023-03-18 17:00:00,437.17,2638.0,13693.0,324.0,3879.0,777.7332083900187,483.0,735.0,593.0,2664.0
36906,2023-03-18 18:00:00,434.86,2632.0,13849.0,324.0,4570.0,259.2444027966729,486.0,731.0,592.0,2724.0
36907,2023-03-18 19:00:00,445.7,2634.0,13791.0,324.0,4022.0,86.4148009322243,409.0,719.0,590.0,2521.0
36908,2023-03-18 20:00:00,479.42,2630.0,13519.0,327.0,2281.0,28.804933644074765,314.0,719.0,589.0,2463.0
36909,2023-03-18 21:00:00,493.55,2627.0,12433.0,344.0,1723.0,9.601644548024922,223.0,717.0,587.0,2471.0
36910,2023-03-18 22:00:00,494.19,2621.0,11250.0,373.0,1594.0,2.6504111370062304,183.0,716.0,587.0,2095.0
36911,2023-03-18 23:00:00,499.56,2666.0,9161.0,450.0,1384.0,1.0,207.0,707.0,588.0,1932.0
