UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-03-17 00:00:00,2512.0,7244.0,313.0,1304.0,0.0,4766.0,722.0,592.0,2277.0
2023-03-17 01:00:00,2254.0,7069.0,313.0,1301.0,0.0,4536.0,716.0,592.0,2268.0
2023-03-17 02:00:00,2221.0,7040.0,313.0,1364.0,0.0,4422.0,713.0,593.0,2266.0
2023-03-17 03:00:00,2229.0,7497.0,313.0,1361.0,0.0,4431.0,717.0,592.0,2196.0
2023-03-17 04:00:00,2465.0,8836.0,313.0,1583.0,0.0,4285.0,738.0,593.0,2315.0
2023-03-17 05:00:00,2683.0,11808.0,324.0,2053.0,286.0,4103.0,752.0,592.0,2636.0
2023-03-17 06:00:00,2669.0,12045.0,322.0,2847.0,3105.0,3787.0,758.0,592.0,2867.0
2023-03-17 07:00:00,2632.0,11659.0,322.0,2977.0,6970.0,3625.0,746.0,592.0,2966.0
2023-03-17 08:00:00,2465.0,10336.0,314.0,2348.0,9455.0,3542.0,712.0,591.0,2769.0
2023-03-17 09:00:00,2065.0,9254.0,314.0,2020.0,10806.0,3067.0,692.0,591.0,2912.0
2023-03-17 10:00:00,1931.0,9035.0,313.0,1970.0,11558.0,2479.0,694.0,593.0,2858.0
2023-03-17 11:00:00,2183.0,8253.0,323.0,1678.0,11780.0,2197.0,700.0,593.0,2741.0
2023-03-17 12:00:00,2411.0,8406.0,324.0,1568.0,11276.0,1893.0,710.0,592.0,2642.0
2023-03-17 13:00:00,2433.0,9238.0,325.0,1574.0,10414.0,1631.0,718.0,591.0,2829.0
2023-03-17 14:00:00,2436.0,12448.0,325.0,1588.0,8715.0,1370.0,736.0,591.0,2840.0
2023-03-17 15:00:00,2467.0,14908.0,325.0,2405.0,5323.0,1080.0,746.0,589.0,2877.0
2023-03-17 16:00:00,2572.0,16202.0,324.0,3866.0,1421.0,881.0,747.0,590.0,2876.0
2023-03-17 17:00:00,2585.0,16808.0,324.0,5092.0,27.0,773.0,756.0,590.0,2917.0
2023-03-17 18:00:00,2582.0,17279.0,324.0,5308.0,0.0,723.0,756.0,590.0,2990.0
2023-03-17 19:00:00,2598.0,17186.0,324.0,4536.0,0.0,708.0,744.0,590.0,2943.0
2023-03-17 20:00:00,2587.0,15989.0,325.0,3026.0,0.0,769.0,742.0,590.0,2927.0
2023-03-17 21:00:00,2583.0,13733.0,324.0,2429.0,0.0,874.0,755.0,589.0,2922.0
2023-03-17 22:00:00,2587.0,11482.0,320.0,2061.0,0.0,888.0,763.0,589.0,2780.0
2023-03-17 23:00:00,2511.0,10386.0,335.0,1769.0,0.0,926.0,757.0,589.0,2334.0
