UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-06-02 00:00:00,2024-07-17 00:00:00,3.1,2.268204835272748,290.38952041161286,287.1353481840509,2.197091263095865,0.5749381198052139,1438.30468,6974.9931,45.84429,5233.14793,0.0,440.68215,814.79067,621.23334,1471.27093
2023-06-02 01:00:00,2024-07-17 00:00:00,3.1,2.233423372410951,290.0112907809846,286.71409325644106,0.0,0.1350154971455517,1507.09848,6932.59025,53.16817,5107.28864,0.0,459.51191,809.28402,620.91084,1448.98028
2023-06-02 02:00:00,2024-07-17 00:00:00,3.1,2.233423372410951,290.0112907809846,286.71409325644106,0.0,0.1350154971455517,1532.36769,6827.16026,58.67839,5021.59027,0.0,473.78682,812.89825,620.32683,1443.2775
2023-06-02 03:00:00,2024-07-17 00:00:00,3.1,2.233423372410951,290.0112907809846,286.71409325644106,0.0,0.1350154971455517,1524.23858,6911.27279,61.44278,5080.74515,0.0,478.35269,813.23293,620.78303,1445.8852
2023-06-02 04:00:00,2024-07-17 00:00:00,3.1,2.0081743921093764,291.5210680362549,287.3575097062984,54.37874191404105,0.2008238126616365,1496.96695,7082.28198,61.3222,5411.14625,582.99998,507.00594,802.53649,621.28863,1451.11376
2023-06-02 05:00:00,2024-07-17 00:00:00,3.1,2.0081743921093764,291.5210680362549,287.3575097062984,54.37874191404105,0.2008238126616365,1499.76234,7199.48646,61.32967,6036.62266,2495.00001,525.1565,804.73804,620.57853,1458.72161
2023-06-02 06:00:00,2024-07-17 00:00:00,3.1,2.0081743921093764,291.5210680362549,287.3575097062984,54.37874191404105,0.2008238126616365,1503.22019,7296.05438,57.86595,6633.70064,5259.99984,597.20406,806.37624,620.29596,1476.04714
2023-06-02 07:00:00,2024-07-17 00:00:00,3.1,2.183276756230499,293.31354489086823,287.4385607812732,575.9230551002911,0.2272543990476291,1503.22059,7386.63319,55.99138,6942.94844,7504.99985,665.80023,804.62541,621.08504,1496.3853
2023-06-02 08:00:00,2024-07-17 00:00:00,3.1,2.183276756230499,293.31354489086823,287.4385607812732,575.9230551002911,0.2272543990476291,1480.65007,7576.03364,53.11161,7069.83914,9212.00006,687.39098,808.05293,622.26648,1508.73766
2023-06-02 09:00:00,2024-07-17 00:00:00,3.1,2.183276756230499,293.31354489086823,287.4385607812732,575.9230551002911,0.2272543990476291,1494.20551,7821.56375,53.31181,6413.53263,10088.00028,756.46469,808.15117,623.58611,1522.07372
2023-06-02 10:00:00,2024-07-17 00:00:00,3.1,2.666013587688178,294.17856498589015,287.6618290556203,716.094507827249,0.8470092112482766,1513.84739,8060.52226,58.52113,5638.38654,10376.99961,791.13487,802.48139,623.0646,1532.85284
2023-06-02 11:00:00,2024-07-17 00:00:00,3.1,2.666013587688178,294.17856498589015,287.6618290556203,716.094507827249,0.8470092112482766,1527.68092,8148.13505,62.98303,5408.52154,10114.99995,815.81683,801.91004,627.00079,1550.29711
2023-06-02 12:00:00,2024-07-17 00:00:00,3.1,2.666013587688178,294.17856498589015,287.6618290556203,716.094507827249,0.8470092112482766,1552.53852,8140.39313,66.12724,5458.33698,8939.00028,848.19881,799.96678,623.87174,1571.53489
2023-06-02 13:00:00,2024-07-17 00:00:00,3.1,2.758882042844101,293.86984702130894,287.891920894603,673.5406671098799,0.8787427251629641,1601.34078,8337.57916,72.75738,6038.49126,8094.99992,867.1886,801.36524,622.88494,1578.59279
2023-06-02 14:00:00,2024-07-17 00:00:00,3.1,2.758882042844101,293.86984702130894,287.891920894603,673.5406671098799,0.8787427251629641,1654.20983,8790.46134,73.86515,6939.82955,6500.00004,874.68669,799.22457,621.31352,1602.76849
2023-06-02 15:00:00,2024-07-17 00:00:00,3.1,2.758882042844101,293.86984702130894,287.891920894603,673.5406671098799,0.8787427251629641,1659.20916,9129.09281,72.95959,7908.91912,4558.99995,897.05986,803.97262,621.59232,1609.93919
2023-06-02 16:00:00,2024-07-17 00:00:00,3.1,2.192480451594012,292.41880896982946,288.19772955698704,455.1874408987224,1.6376624860814366,1641.0835,9308.42218,68.34715,8375.3983,2593.99997,943.67905,803.20777,618.87211,1618.22385
2023-06-02 17:00:00,2024-07-17 00:00:00,3.1,2.192480451594012,292.41880896982946,288.19772955698704,455.1874408987224,1.6376624860814366,1643.45885,9705.29036,66.58691,8476.60973,857.99995,973.80237,800.16376,620.48199,1628.20165
2023-06-02 18:00:00,2024-07-17 00:00:00,3.1,2.192480451594012,292.41880896982946,288.19772955698704,455.1874408987224,1.6376624860814366,1620.71864,9705.321,70.01364,8045.43554,47.0,977.82854,805.5884,620.52619,1637.7074
2023-06-02 19:00:00,2024-07-17 00:00:00,3.1,2.0231738711304263,291.1098936780374,287.5996282614833,3.969577183402262,0.4097254235373169,1601.60006,9609.91804,72.24155,7307.44286,0.0,1000.86749,805.23216,619.00613,1655.81674
2023-06-02 20:00:00,2024-07-17 00:00:00,3.1,2.0231738711304263,291.1098936780374,287.5996282614833,3.969577183402262,0.4097254235373169,1586.87359,9493.57025,74.90861,6420.79736,0.0,1006.36708,810.73294,618.60029,1672.38019
2023-06-02 21:00:00,2024-07-17 00:00:00,3.1,2.0231738711304263,291.1098936780374,287.5996282614833,3.969577183402262,0.4097254235373169,1584.57519,9272.15321,73.19514,5442.25729,0.0,1038.42706,815.11013,619.34788,1657.50808
2023-06-02 22:00:00,2024-07-17 00:00:00,3.1,1.93516427584192,290.57469026245224,287.10913998437354,1.984859288200218,0.584541992943193,1561.63331,9059.60437,74.02196,4932.25181,0.0,1063.04641,812.69024,619.30479,1634.85793
2023-06-02 23:00:00,2024-07-17 00:00:00,3.1,1.93516427584192,290.57469026245224,287.10913998437354,1.984859288200218,0.584541992943193,1572.28945,9017.72503,69.49315,4985.39433,0.0,1088.31564,810.50829,620.43495,1636.19361
2023-06-03 00:00:00,2024-07-17 00:00:00,3.1,1.93516427584192,290.57469026245224,287.10913998437354,1.984859288200218,0.584541992943193,1472.63673,7171.16198,45.84429,4325.63393,0.0,888.87432,805.78432,619.42384,1513.54728
2023-06-03 01:00:00,2024-07-17 00:00:00,3.1,1.8255489139607777,290.27382390432683,286.7612377179256,0.0,0.161866954348955,1541.9425,7070.3861,53.16817,4116.75384,494.08907,895.9094,800.47344,619.15968,1484.19497
2023-06-03 02:00:00,2024-07-17 00:00:00,3.1,1.8255489139607777,290.27382390432683,286.7612377179256,0.0,0.161866954348955,1566.42059,6873.33028,58.67839,4275.30114,1111.67267,896.01277,804.02186,618.64435,1472.55715
