,UTC time,carbon_intensity,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast,avg_nat_gas_production_forecast,avg_biomass_production_forecast,avg_hydro_production_forecast
10407,2020-03-09 15:00:00,230.37,4703,1272,0,27864,9561,334,21707,1495,12.1361148618541,282.060696179317,278.769726618975,229.402142335264,0.317618613678654,22956.717,24980.002,4156.373,1288.9039
10408,2020-03-09 16:00:00,242.67,4672,1375,0,31341,9578,322,22444,657,11.1947096827352,281.188766833906,277.699816319064,163.248902407,0.690347510912588,23598.137,27161.959,4234.5464,1424.9308
10409,2020-03-09 17:00:00,250.25,4531,1453,0,34997,9582,376,24345,154,11.1947096827352,281.188766833906,277.699816319064,163.248902407,0.690347510912588,22892.55,28719.738,4314.74,1582.7911
10410,2020-03-09 18:00:00,255.15,4512,1416,0,37327,9591,411,25296,2,11.1947096827352,281.188766833906,277.699816319064,163.248902407,0.690347510912588,22173.248,30317.943,4327.576,1688.8428
10411,2020-03-09 19:00:00,244.41,4581,1348,0,34223,9580,445,25780,3,10.5034614958908,280.444332012307,276.93632702052,0,0.144841746105884,21905.486,31653.781,4286.7856,1692.8583
10412,2020-03-09 20:00:00,228.92,4799,1311,0,29775,9584,326,25627,1,10.5034614958908,280.444332012307,276.93632702052,0,0.144841746105884,22073.861,30156.379,4195.7715,1552.946
10413,2020-03-09 21:00:00,203,4882,1307,0,23146,9584,326,25377,0,10.5034614958908,280.444332012307,276.93632702052,0,0.144841746105884,21514.047,26413.826,3869.479,1517.5515
10414,2020-03-09 22:00:00,171.25,4636,1332,0,16203,9580,326,24259,0,10.3194375151911,280.023519947536,276.620442056393,0.054937557898423,0.394414170970452,20810.766,23350.416,3667.7053,1433.474
10415,2020-03-09 23:00:00,141.67,2942,1331,0,11893,9583,321,24354,0,10.3194375151911,280.023519947536,276.620442056393,0.054937557898423,0.394414170970452,20970.963,19198.418,3375.2903,1431.2053
10416,2020-03-10 00:00:00,121.18,2094,1298,0,9292,9581,314,24184,0,10.3194375151911,280.023519947536,276.620442056393,0.054937557898423,0.394414170970452,18243.871,15325.101,3163.7366,1425.929
10417,2020-03-10 01:00:00,127.74,2172,1322,0,10018,9573,323,23908,0,9.98917317623317,280.099507128995,277.015080923917,0,0.168854973261458,19334.35,13096.747,2905.9053,1331.3289
10418,2020-03-10 02:00:00,126.69,2187,1328,0,9768,9581,326,23568,0,9.98917317623317,280.099507128995,277.015080923917,0,0.168854973261458,18761.668,11593.357,2684.954,1268.6267
10419,2020-03-10 03:00:00,124.82,2194,1330,0,9483,9581,328,23434,0,9.98917317623317,280.099507128995,277.015080923917,0,0.168854973261458,19137.662,11178.196,2686.578,1229.5892
10420,2020-03-10 04:00:00,128.22,1812,1323,0,9804,9588,321,22715,0,10.018279397377,280.108518169352,277.296358280616,0,0.702103455629025,18822.887,12876.325,2861.066,1274.6085
10421,2020-03-10 05:00:00,138.55,1970,1319,22,10994,9581,318,22531,0,10.018279397377,280.108518169352,277.296358280616,0,0.702103455629025,19151.602,14795.572,3154.2505,1389.7917
10422,2020-03-10 06:00:00,145.73,2174,1294,169,12048,9579,317,23620,0,10.018279397377,280.108518169352,277.296358280616,0,0.702103455629025,18984.139,17280.232,3573.1167,1443.2987
10423,2020-03-10 07:00:00,174.41,3271,1305,492,16062,9563,324,24354,73,11.2379619175925,280.469666669483,277.339774477031,68.963041308757,0.486313660846284,19424.13,20563.256,3959.257,1490.39
10424,2020-03-10 08:00:00,196.47,4675,1330,1217,19030,9568,327,24740,548,11.2379619175925,280.469666669483,277.339774477031,68.963041308757,0.486313660846284,20458.455,23670.018,4245.857,1516.7223
10425,2020-03-10 09:00:00,196.15,4875,1333,1275,19657,9557,327,25272,1540,11.2379619175925,280.469666669483,277.339774477031,68.963041308757,0.486313660846284,20330.496,25160.496,4427.951,1530.7914
10426,2020-03-10 10:00:00,190.13,4776,1283,1292,18983,9561,326,25125,3073,11.9940345290511,280.921976396672,276.818187972476,185.600209338137,0.896237717620951,21019.572,26006.973,4459.761,1553.761
10427,2020-03-10 11:00:00,181.99,4782,1335,935,18704,9564,290,25055,4501,11.9940345290511,280.921976396672,276.818187972476,185.600209338137,0.896237717620951,20826.064,24743.188,4491.389,1513.5367
10428,2020-03-10 12:00:00,172.75,4779,1298,639,17797,9575,282,25133,5358,11.9940345290511,280.921976396672,276.818187972476,185.600209338137,0.896237717620951,21580.049,24510.799,4431.9688,1425.4484
10429,2020-03-10 13:00:00,173.3,4771,1339,684,17520,8946,325,25242,5403,12.0720471419708,280.638960272232,276.417304134079,317.715675644917,0.43646943698641,21763.705,23091.947,4339.9253,1336.8862
10430,2020-03-10 14:00:00,169.3,4648,1367,603,17066,9542,326,25428,4791,12.0720471419708,280.638960272232,276.417304134079,317.715675644917,0.43646943698641,21761.703,23391.121,4364.0303,1258.1627
10431,2020-03-10 15:00:00,170.54,4454,1431,600,16740,9555,325,24922,3772,12.0720471419708,280.638960272232,276.417304134079,317.715675644917,0.43646943698641,22009.11,24354.455,4238.277,1297.6326
10432,2020-03-10 16:00:00,186.21,4501,1470,600,18954,9557,322,24208,2523,11.2948014402094,279.875530909537,276.102924717133,210.837123910337,1.24078197155578,23134.451,26040.053,4310.835,1488.4596
10433,2020-03-10 17:00:00,213.71,4917,1515,623,23713,9549,396,23982,755,11.2948014402094,279.875530909537,276.102924717133,210.837123910337,1.24078197155578,22162.693,27809.473,4407.8096,1694.5817
10434,2020-03-10 18:00:00,238.22,4904,1516,1183,27405,9513,419,23147,26,11.2948014402094,279.875530909537,276.102924717133,210.837123910337,1.24078197155578,21936.023,29312.916,4406.039,1793.3853
10435,2020-03-10 19:00:00,250.28,4818,1873,1293,30070,9572,454,22346,1,11.5955659504737,279.138372696041,275.276170181044,0,0.98488506528314,21459.246,30198.646,4376.8145,1768.9847
10436,2020-03-10 20:00:00,246.39,4715,1948,1291,28049,9572,394,21235,0,11.5955659504737,279.138372696041,275.276170181044,0,0.98488506528314,21451.404,29008.525,4276.217,1639.8958
10437,2020-03-10 21:00:00,238.65,4611,1950,1200,25313,9570,352,20185,0,11.5955659504737,279.138372696041,275.276170181044,0,0.98488506528314,20738.822,26297.39,3939.656,1569.2917
10438,2020-03-10 22:00:00,216.97,4637,1688,757,20536,9578,325,19381,0,12.0087553521959,278.190577661234,273.702503458761,0.060713050623888,1.86213030315776,19963.79,22646.791,3754.3796,1472.5714
10439,2020-03-10 23:00:00,183.59,3642,1485,0,15357,9569,328,18338,0,12.0087553521959,278.190577661234,273.702503458761,0.060713050623888,1.86213030315776,20188.719,19777.186,3445.6638,1459.2968
10440,2020-03-11 00:00:00,173.72,2543,1454,0,13474,9578,318,17241,0,12.0087553521959,278.190577661234,273.702503458761,0.060713050623888,1.86213030315776,20600.611,15010.9375,2172.633,1506.1577
10441,2020-03-11 01:00:00,186.58,2268,1454,0,15273,9563,324,17047,0,12.1522787816133,277.86760471853,273.036149744773,0,0.528232301520533,22195.342,12880.158,2008.5582,1443.0023
10442,2020-03-11 02:00:00,173.52,2254,1453,0,13563,9569,326,17405,0,12.1522787816133,277.86760471853,273.036149744773,0,0.528232301520533,22092.441,11171.307,2007.3811,1391.6918
10443,2020-03-11 03:00:00,155.07,2255,1447,0,11361,9549,327,18021,0,12.1522787816133,277.86760471853,273.036149744773,0,0.528232301520533,22201.938,10296.052,2161.5984,1379.8716
10444,2020-03-11 04:00:00,147.48,2002,1441,0,10434,9562,327,17924,0,11.716530808319,277.714011192839,272.656083172915,0,1.04579253356944,21652.607,11784.755,2403.6853,1403.4076
10445,2020-03-11 05:00:00,151.36,2067,1436,0,10994,9548,323,18162,0,11.716530808319,277.714011192839,272.656083172915,0,1.04579253356944,22220.582,13503.7705,2939.732,1494.1923
10446,2020-03-11 06:00:00,157.68,2345,1448,0,12085,9543,317,18911,0,11.716530808319,277.714011192839,272.656083172915,0,1.04579253356944,21635.312,15955.663,3354.6934,1522.3954
10447,2020-03-11 07:00:00,196.74,3447,1488,0,19254,9543,318,20584,514,11.7836612135629,278.521079338939,273.540535286811,82.7277985491859,0.523435355065549,22319.135,19179.848,3579.4692,1561.0018
10448,2020-03-11 08:00:00,199.05,3570,1540,0,21873,9546,332,22361,2469,11.7836612135629,278.521079338939,273.540535286811,82.7277985491859,0.523435355065549,22917.598,22467.344,3686.6475,1632.2803
10449,2020-03-11 09:00:00,193.3,3535,1539,0,21621,9546,332,22209,4540,11.7836612135629,278.521079338939,273.540535286811,82.7277985491859,0.523435355065549,22461.178,24399.084,3727.6726,1672.2251
10450,2020-03-11 10:00:00,182.8,3549,1490,0,20624,9561,398,22738,6770,11.626626895777,279.318761232913,274.299789860152,212.349182762274,1.12396656074284,22836.201,25413.176,3664.3674,1706.0963
10451,2020-03-11 11:00:00,168.56,3531,1507,0,18684,9553,380,22719,9160,11.626626895777,279.318761232913,274.299789860152,212.349182762274,1.12396656074284,21960.951,24679.691,3690.8596,1665.9648
10452,2020-03-11 12:00:00,183.49,5284,2373,0,26810,14353,470,22197,14710,11.626626895777,279.318761232913,274.299789860152,212.349182762274,1.12396656074284,22529.807,24156.727,3466.1394,1581.4523
10453,2020-03-11 13:00:00,187.31,5211,2361,0,26928,14332,466,21707,13260,11.5974582609459,279.4200611308,274.666469964079,379.644902749157,0.483289497026674,22863.576,22707.654,3532.6584,1516.7408
10454,2020-03-11 14:00:00,171.84,3137,1561,0,18534,9567,321,21994,7500,11.5974582609459,279.4200611308,274.666469964079,379.644902749157,0.483289497026674,21852.004,23036.578,3565.6924,1464.5834
10455,2020-03-11 15:00:00,170.3,2788,1578,0,17783,9545,374,22561,5700,11.5974582609459,279.4200611308,274.666469964079,379.644902749157,0.483289497026674,22431.613,23647.06,3665.4822,1494.9905
10456,2020-03-11 16:00:00,196.8,2776,1595,0,21914,9543,325,22238,3360,11.4317903928405,278.88097595245,274.777575895634,258.012475871445,1.02257304289723,22945.707,25334.84,3807.8196,1651.9031
10457,2020-03-11 17:00:00,223.04,3149,1626,0,26038,9529,376,21744,1164,11.4317903928405,278.88097595245,274.777575895634,258.012475871445,1.02257304289723,22269.602,26826.936,3946.539,1809.5917
10458,2020-03-11 18:00:00,243.57,3520,1718,0,30251,9528,466,21601,63,11.4317903928405,278.88097595245,274.777575895634,258.012475871445,1.02257304289723,21608.8,28377.578,3933.7803,1910.2612
10459,2020-03-11 19:00:00,257.91,3524,1661,0,32692,9528,503,20159,11,11.5005877221515,278.437733647026,274.668877451357,0,0.306100145175685,21213.22,29330.828,3746.9463,1900.5177
10460,2020-03-11 20:00:00,253.71,3507,1657,0,31122,9540,416,19652,1,11.5005877221515,278.437733647026,274.668877451357,0,0.306100145175685,21411.803,28456.639,3768.0022,1745.3046
10461,2020-03-11 21:00:00,226.45,3496,1759,0,26107,9538,324,21557,1,11.5005877221515,278.437733647026,274.668877451357,0,0.306100145175685,20902.51,25945.607,3214.462,1684.5924
10462,2020-03-11 22:00:00,180.24,3442,1636,0,17535,9542,320,23094,0,10.7462506165815,278.203813288906,274.389153576125,0.157033138259643,0.485195946571037,20227.486,22784.69,3019.5347,1585.0625
10463,2020-03-11 23:00:00,137.79,2539,1612,0,11149,9550,323,23328,0,10.7462506165815,278.203813288906,274.389153576125,0.157033138259643,0.485195946571037,20295.604,19781.254,2750.3945,1586.3694
10464,2020-03-12 00:00:00,118.62,1429,1507,0,8761,9535,317,22652,0,10.7462506165815,278.203813288906,274.389153576125,0.157033138259643,0.485195946571037,22089.775,13987.905,2116.1199,1550.8162
10465,2020-03-12 01:00:00,114.68,1425,1449,0,8338,9533,314,22832,0,9.00828103838735,278.181359291481,274.486689591816,0,0.092801087561287,22032.703,12030.252,1883.9131,1436.856
10466,2020-03-12 02:00:00,112.5,1416,1435,0,8016,9550,312,22553,0,9.00828103838735,278.181359291481,274.486689591816,0,0.092801087561287,20766.111,10435.018,1867.2708,1394.6376
10467,2020-03-12 03:00:00,110.11,1430,1444,0,7700,9548,325,22473,0,9.00828103838735,278.181359291481,274.486689591816,0,0.092801087561287,20097.904,10067.333,2001.5815,1326.7435
10468,2020-03-12 04:00:00,108.98,1441,1336,0,7539,9548,352,22612,0,7.70566234503963,277.756544243973,273.890839018365,0,0.186610215996713,18435.469,11474.05,2197.3135,1297.4076
10469,2020-03-12 05:00:00,110.32,1547,1206,0,7800,9532,311,23045,0,7.70566234503963,277.756544243973,273.890839018365,0,0.186610215996713,18068.932,13512.983,2781.241,1431.1898
10470,2020-03-12 06:00:00,128.91,1864,1279,0,10141,9544,312,23564,1,7.70566234503963,277.756544243973,273.890839018365,0,0.186610215996713,16222.794,16073.838,3189.112,1556.429
10471,2020-03-12 07:00:00,173.99,3083,1371,0,17173,9547,309,23957,815,6.54569849730928,278.405439558607,273.769453424114,86.3345389092211,0.006415979090399,15626.854,19239.111,3470.5146,1669.755
10472,2020-03-12 08:00:00,182.12,3410,1375,0,20124,9529,326,24479,3650,6.54569849730928,278.405439558607,273.769453424114,86.3345389092211,0.006415979090399,15108.045,22604.307,3587.393,1774.251
10473,2020-03-12 09:00:00,167.24,3361,1272,0,18635,9542,354,25260,6580,6.54569849730928,278.405439558607,273.769453424114,86.3345389092211,0.006415979090399,14350.967,24059.262,3626.3464,1840.7173
10474,2020-03-12 10:00:00,156.78,2943,1284,0,17396,9542,363,24838,9270,5.80489945673503,279.125701657418,273.739845622073,220.785054792603,0.033744408321836,13384.534,25070.426,3596.0938,1840.0463
10475,2020-03-12 11:00:00,149.36,2895,1298,0,16418,9539,382,24466,11288,5.80489945673503,279.125701657418,273.739845622073,220.785054792603,0.033744408321836,11882.771,23966.734,3582.7397,1736.9921
10476,2020-03-12 12:00:00,140.08,2693,1312,0,15078,9541,320,24607,12060,5.80489945673503,279.125701657418,273.739845622073,220.785054792603,0.033744408321836,11561.581,23685.121,3382.272,1650.0292
10477,2020-03-12 13:00:00,146.28,2741,1284,0,15720,9536,314,23761,11400,5.80680544613131,279.221814892697,273.829432177604,352.337935359924,0.19416827296465,11639.779,22165.92,3468.7485,1622.7997
10478,2020-03-12 14:00:00,148.55,2723,1864,0,15436,9591,319,22735,9650,5.80680544613131,279.221814892697,273.829432177604,352.337935359924,0.19416827296465,10477.847,22629.623,3438.932,1573.7906
10479,2020-03-12 15:00:00,160.85,3047,1891,0,16765,9660,329,22145,7690,5.80680544613131,279.221814892697,273.829432177604,352.337935359924,0.19416827296465,10344.672,23545.088,3570.5847,1572.3439
10480,2020-03-12 16:00:00,182.33,3359,1932,0,19880,9701,347,22471,4720,5.83912557291855,278.495314634469,274.104776517342,235.363852055867,0.64605783795137,9938.164,25303.203,3695.9365,1829.0096
10481,2020-03-12 17:00:00,211.32,3404,1968,0,24991,9705,339,22984,1723,5.83912557291855,278.495314634469,274.104776517342,235.363852055867,0.64605783795137,9763.41,27294.25,3824.4592,2022.8069
10482,2020-03-12 18:00:00,225.35,3384,2006,0,28062,9705,414,24001,109,5.83912557291855,278.495314634469,274.104776517342,235.363852055867,0.64605783795137,8890.471,28638.549,3840.7063,2216.8884
10483,2020-03-12 19:00:00,228.1,3344,2002,0,29246,9741,514,24842,8,6.73072353603987,278.315787121325,274.607460178707,0,0.35984960878815,9537.754,29738.777,3689.111,2199.4006
10484,2020-03-12 20:00:00,221.77,3455,2001,0,28151,9770,323,25090,2,6.73072353603987,278.315787121325,274.607460178707,0,0.35984960878815,9509.607,28571.967,3752.701,1990.3328
10485,2020-03-12 21:00:00,207.41,3396,1711,0,24329,9763,352,24964,4,6.73072353603987,278.315787121325,274.607460178707,0,0.35984960878815,8674.74,25696.111,3174.5857,1795.8002
10486,2020-03-12 22:00:00,176.64,3168,1647,0,17570,9797,323,24022,2,7.61598613005138,278.455824276567,275.367556570093,0.09209362276871,0.698390571296088,9116.018,22267.137,2974.1682,1635.3848
10487,2020-03-12 23:00:00,151.73,2213,1532,0,13074,9859,324,22741,0,7.61598613005138,278.455824276567,275.367556570093,0.09209362276871,0.698390571296088,9605.77,19094.975,2701.1765,1532.6647
10488,2020-03-13 00:00:00,140.8,1886,1416,0,11188,9885,321,21694,0,7.61598613005138,278.455824276567,275.367556570093,0.09209362276871,0.698390571296088,14514.388,22067.13,4296.67,1558.4136
10489,2020-03-13 01:00:00,144.31,1895,1390,0,11534,9941,315,21321,0,8.32127362147247,278.839032541243,276.261688484427,0,0.277251183492722,16404.355,17873.834,3848.4219,1471.3676
10490,2020-03-13 02:00:00,134.58,2092,1384,0,10317,9959,314,21607,0,8.32127362147247,278.839032541243,276.261688484427,0,0.277251183492722,16536.875,16530.092,3369.1335,1406.2565
10491,2020-03-13 03:00:00,122.26,1900,1383,0,8997,9997,320,22112,0,8.32127362147247,278.839032541243,276.261688484427,0,0.277251183492722,17118.553,13490.098,3215.4045,1358.3911
10492,2020-03-13 04:00:00,123.19,1544,1385,0,8933,10013,321,21177,0,8.44212627087251,279.035107259567,276.871226868872,0,0.68531999088542,17135.814,16525.955,3200.2896,1373.559
10493,2020-03-13 05:00:00,144.37,1788,1484,78,10554,10050,325,18934,0,8.44212627087251,279.035107259567,276.871226868872,0,0.68531999088542,17888.412,17695.135,3361.286,1495.4515
10494,2020-03-13 06:00:00,203.19,2125,1583,202,16862,10093,359,15521,0,8.44212627087251,279.035107259567,276.871226868872,0,0.68531999088542,17716.28,21509.52,3794.7517,1602.6083
10495,2020-03-13 07:00:00,269.13,2986,1768,793,28129,10111,315,13483,692,8.5439736426768,279.665001599835,277.463094450407,47.5025563897296,0.390148326184433,18189.53,26072.68,4341.8633,1738.8289
10496,2020-03-13 08:00:00,297.21,3443,2004,1145,36352,10093,337,11295,3380,8.5439736426768,279.665001599835,277.463094450407,47.5025563897296,0.390148326184433,19391.193,29545.146,4865.8306,1866.5747
10497,2020-03-13 09:00:00,306.22,3650,1960,1290,38881,10096,333,9424,5190,8.5439736426768,279.665001599835,277.463094450407,47.5025563897296,0.390148326184433,18859.264,32337.633,5179.0835,1918.9967
10498,2020-03-13 10:00:00,308.51,4215,1925,1292,39945,10092,321,8111,6650,9.05348338248732,280.591638885381,278.134427576463,127.786823080278,0.750066962275378,19586.645,33229.457,5302.3154,1920.6687
10499,2020-03-13 11:00:00,308.51,5008,1951,1294,39927,10110,321,6503,8170,9.05348338248732,280.591638885381,278.134427576463,127.786823080278,0.750066962275378,18964.328,33225.207,5316.431,1797.4995
10500,2020-03-13 12:00:00,310.64,5645,1969,1292,40950,10086,342,5731,8985,9.05348338248732,280.591638885381,278.134427576463,127.786823080278,0.750066962275378,19751.186,31487.412,5431.911,1658.9904
10501,2020-03-13 13:00:00,314.51,5946,1936,1293,40613,9754,337,5378,8395,9.67839063610735,281.013919156014,278.693026460915,214.488688469816,0.435365490813758,19797.328,30062.057,5190.843,1566.864
10502,2020-03-13 14:00:00,315.62,5931,1905,1293,39255,9742,311,5293,7330,9.67839063610735,281.013919156014,278.693026460915,214.488688469816,0.435365490813758,19369.66,30672.932,5142.156,1481.7115
10503,2020-03-13 15:00:00,320.86,5948,1897,1292,39372,9740,314,5277,6077,9.67839063610735,281.013919156014,278.693026460915,214.488688469816,0.435365490813758,19748.748,30475.314,4804.7104,1498.4375
10504,2020-03-13 16:00:00,330.2,5963,1907,1293,40679,9732,322,5656,4100,9.61880302483425,280.913594260375,278.978960476936,142.582199247149,1.1580500938587,20605.688,32801.04,4761.595,1716.4572
10505,2020-03-13 17:00:00,340.48,5957,2002,1293,42405,9739,325,6648,1340,9.61880302483425,280.913594260375,278.978960476936,142.582199247149,1.1580500938587,20141.344,34239.83,4890.161,1902.4231
10506,2020-03-13 18:00:00,342.28,5842,2025,1293,43638,9726,490,7677,617,9.61880302483425,280.913594260375,278.978960476936,142.582199247149,1.1580500938587,19873.514,36794.363,4856.173,2039.5815
10507,2020-03-13 19:00:00,339.22,5805,2057,1293,44534,9720,487,9277,15,9.96332532540229,280.796248035796,278.888353113863,0,0.607767154284162,19436.66,37277.676,5016.9404,2001.606
10508,2020-03-13 20:00:00,328.14,5808,1951,1292,42251,9641,356,10707,0,9.96332532540229,280.796248035796,278.888353113863,0,0.607767154284162,19823.855,36101.863,4874.3945,1777.1575
10509,2020-03-13 21:00:00,310.74,5798,1809,1294,37092,9191,315,12337,0,9.96332532540229,280.796248035796,278.888353113863,0,0.607767154284162,19298.113,33238.22,4636.748,1635.9365
10510,2020-03-13 22:00:00,275.06,5786,1580,464,29124,9081,312,13629,0,10.2233170018354,280.720032064717,278.714753543013,0.091143592635288,1.39717771041564,18677.775,28612.236,4534.137,1544.5099
10511,2020-03-13 23:00:00,242.43,4967,1518,0,23208,9087,321,14713,0,10.2233170018354,280.720032064717,278.714753543013,0.091143592635288,1.39717771041564,18965.395,25162.518,4149.6733,1535.3695
10512,2020-03-14 00:00:00,205.99,4435,1435,0,16836,9183,320,15405,0,10.2233170018354,280.720032064717,278.714753543013,0.091143592635288,1.39717771041564,21404.629,14092.458,3103.6858,1411.1808
10513,2020-03-14 01:00:00,192.8,4577,1418,0,15250,9511,317,15977,0,10.5198615350613,280.614711857739,278.362987595026,0,0.912892008558165,21841.904,7871.149,3188.352,1330.3213
10514,2020-03-14 02:00:00,175.4,4795,1386,0,13059,9508,313,16855,0,10.5198615350613,280.614711857739,278.362987595026,0,0.912892008558165,21258.568,9202.673,3042.991,1254.13
10515,2020-03-14 03:00:00,170.64,4604,1392,0,12607,9485,313,17266,0,10.5198615350613,280.614711857739,278.362987595026,0,0.912892008558165,22077.49,8784.603,3105.1353,1188.1442
10516,2020-03-14 04:00:00,164.74,4365,1408,0,11879,9438,317,17423,0,9.83126488783745,280.175002443286,277.794280557113,0,1.69409539084367,21882.783,8162.7534,3069.5078,1147.3461
10517,2020-03-14 05:00:00,166.39,4309,1402,0,12218,9388,320,17694,0,9.83126488783745,280.175002443286,277.794280557113,0,1.69409539084367,21668.584,8809.978,3257.5503,1277.6769
10518,2020-03-14 06:00:00,166.24,4704,1390,0,12453,9324,320,18467,0,9.83126488783745,280.175002443286,277.794280557113,0,1.69409539084367,20999.174,8982.84,3382.5667,1373.6547
10519,2020-03-14 07:00:00,175.63,4722,1452,0,14088,9239,318,18852,128,10.0014732469983,280.107916835436,277.39545536072,57.4935769637749,0.454088261983886,21420.27,11815.277,3528.524,1486.33
10520,2020-03-14 08:00:00,186.78,4811,1641,0,16310,9027,334,19044,936,10.0014732469983,280.107916835436,277.39545536072,57.4935769637749,0.454088261983886,21498.48,14304.641,3503.3687,1598.1428
10521,2020-03-14 09:00:00,199.55,4809,1832,0,19210,8506,333,18683,2930,10.0014732469983,280.107916835436,277.39545536072,57.4935769637749,0.454088261983886,21209.748,17017.27,3582.2766,1663.059
10522,2020-03-14 10:00:00,201.07,4814,1812,0,20368,8289,319,18755,4680,9.61732946404182,280.27536031384,276.941948854158,156.397709902736,0.899700571076067,20915.178,18150.996,3740.269,1650.8732
10523,2020-03-14 11:00:00,194.94,4816,1813,0,19953,8317,434,19083,6230,9.61732946404182,280.27536031384,276.941948854158,156.397709902736,0.899700571076067,19390.193,20409.7,3913.0735,1572.5728
10524,2020-03-14 12:00:00,179,4817,1803,0,18205,8692,323,20780,6370,9.61732946404182,280.27536031384,276.941948854158,156.397709902736,0.899700571076067,18889.494,19610.723,3830.527,1473.476
10525,2020-03-14 13:00:00,178.92,4808,1767,0,18074,8796,336,20987,5800,9.00436759536912,280.152367468547,276.325809118231,313.81221798032,0.194479152612627,18597.965,21019.73,3958.8252,1413.6313
10526,2020-03-14 14:00:00,172.76,4811,1647,0,16605,8818,317,21265,4760,9.00436759536912,280.152367468547,276.325809118231,313.81221798032,0.194479152612627,17732.436,19597.34,4227.4023,1369.2256
10527,2020-03-14 15:00:00,172.05,4813,1624,0,16222,8850,313,21878,3320,9.00436759536912,280.152367468547,276.325809118231,313.81221798032,0.194479152612627,16524.098,22528.592,4180.7036,1374.832
10528,2020-03-14 16:00:00,171.8,4817,1729,0,16176,8862,318,22947,1843,7.65824568112262,279.302498546399,275.616314046054,224.919240669491,0.366527845200533,16318.69,24210.832,4317.962,1637.9272
10529,2020-03-14 17:00:00,186.28,4811,1777,0,18092,8860,365,22637,653,7.65824568112262,279.302498546399,275.616314046054,224.919240669491,0.366527845200533,14731.294,26367.418,4254.0483,1894.6819
10530,2020-03-14 18:00:00,199.54,4809,1795,0,20404,8745,322,22669,33,7.65824568112262,279.302498546399,275.616314046054,224.919240669491,0.366527845200533,13294.688,28949.158,4298.265,2087.629
10531,2020-03-14 19:00:00,206.66,4786,1779,0,21892,8418,364,23154,3,6.51458320714494,278.186612918336,274.571319681634,0,0.048193800378376,13168.404,28442.613,4186.5605,2071.3137
10532,2020-03-14 20:00:00,190.67,3842,1754,0,19083,8429,317,23524,0,6.51458320714494,278.186612918336,274.571319681634,0,0.048193800378376,12370.887,28087.574,4336.3247,1828.6259
10533,2020-03-14 21:00:00,169.48,3154,1398,0,15223,8435,330,23433,0,6.51458320714494,278.186612918336,274.571319681634,0,0.048193800378376,10925.349,26465.082,4106.1206,1673.2354
10534,2020-03-14 22:00:00,146.97,2811,1349,0,11819,8450,346,23335,0,5.3845787972843,277.585976575193,273.591209025644,0.370159310028478,0.122082341968623,10300.66,23256.092,4139.2383,1527.8975
10535,2020-03-14 23:00:00,123.38,2835,1377,0,8865,8759,325,23381,0,5.3845787972843,277.585976575193,273.591209025644,0.370159310028478,0.122082341968623,10626.501,18493.285,4046.7087,1485.3187
10536,2020-03-15 00:00:00,109.08,2825,1223,0,7055,8926,329,22971,0,5.3845787972843,277.585976575193,273.591209025644,0.370159310028478,0.122082341968623,7613.7007,26028.6,4411.6216,1368.2676
10537,2020-03-15 01:00:00,116.03,2764,1187,0,7825,8905,327,22819,0,4.99626940344786,277.610749862039,274.031099068241,0,0.011285024679392,7506.092,21698.193,4313.243,1247.3228
10538,2020-03-15 02:00:00,115.77,2733,1185,0,7564,8840,324,22009,0,4.99626940344786,277.610749862039,274.031099068241,0,0.011285024679392,6774.648,19509.275,4122.205,1171.5419
10539,2020-03-15 03:00:00,112.74,2690,1165,0,7287,8856,317,22164,0,4.99626940344786,277.610749862039,274.031099068241,0,0.011285024679392,7254.8022,17743.014,4066.3252,1120.567
10540,2020-03-15 04:00:00,109.75,2565,1156,0,7028,8860,315,22295,0,5.14872687604155,277.509721020565,273.87925411049,0,0.0223910884728,7107.7847,19044.832,3917.2068,1134.7034
10541,2020-03-15 05:00:00,109.76,2480,1197,0,7133,8855,317,22572,0,5.14872687604155,277.509721020565,273.87925411049,0,0.0223910884728,7406.602,18480.031,3887.194,1251.9928
10542,2020-03-15 06:00:00,110.72,2504,1262,0,7292,8556,321,23060,0,5.14872687604155,277.509721020565,273.87925411049,0,0.0223910884728,7560.6304,18534.52,4141.1846,1374.2208
10543,2020-03-15 07:00:00,122.72,2834,1280,0,8472,8387,321,22672,166,6.62907650912497,278.873053077693,274.775478868673,102.634252415953,0.026298646173354,8361.199,20013.426,4391.9277,1551.4071
10544,2020-03-15 08:00:00,132.99,3618,1311,0,9921,8388,317,23180,989,6.62907650912497,278.873053077693,274.775478868673,102.634252415953,0.026298646173354,9661.468,24861.363,4416.211,1632.398
10545,2020-03-15 09:00:00,141.04,4582,1404,0,11129,8454,357,23478,1901,6.62907650912497,278.873053077693,274.775478868673,102.634252415953,0.026298646173354,10594.904,27976.89,4556.256,1668.0834
10546,2020-03-15 10:00:00,149.34,4802,1452,0,12725,8830,315,23180,2820,8.88448780828474,280.226612249318,275.616062066789,237.260660881233,0.222711471002789,12040.249,30517.027,4815.3906,1557.8461
