Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
37272,2023-04-03 00:00:00,2024-07-17 00:00:00,3.1,471.82,1533.0,39.0,61.0,409.0,82.0,710.0
37273,2023-04-03 01:00:00,2024-07-17 00:00:00,3.1,485.26,1532.0,36.0,60.0,416.0,43.0,658.0
37274,2023-04-03 02:00:00,2024-07-17 00:00:00,3.1,527.42,1542.0,75.0,60.0,411.0,3.0,479.0
37275,2023-04-03 03:00:00,2024-07-17 00:00:00,3.1,556.63,1540.0,126.0,59.0,417.0,0.0,331.0
37276,2023-04-03 04:00:00,2024-07-17 00:00:00,3.1,547.77,1539.0,111.0,61.0,405.0,0.0,385.0
37277,2023-04-03 05:00:00,2024-07-17 00:00:00,3.1,557.43,1543.0,90.0,59.0,406.0,0.0,344.0
37278,2023-04-03 06:00:00,2024-07-17 00:00:00,3.1,595.75,1541.0,92.0,60.0,410.0,0.0,179.0
37279,2023-04-03 07:00:00,2024-07-17 00:00:00,3.1,606.33,1540.0,92.0,60.0,405.0,0.0,143.0
37280,2023-04-03 08:00:00,2024-07-17 00:00:00,3.1,609.55,1537.0,91.0,59.0,404.0,0.0,131.0
37281,2023-04-03 09:00:00,2024-07-17 00:00:00,3.1,622.22,1540.0,91.0,59.0,409.0,0.0,81.0
37282,2023-04-03 10:00:00,2024-07-17 00:00:00,3.1,639.69,1543.0,92.0,60.0,406.0,0.0,24.0
37283,2023-04-03 11:00:00,2024-07-17 00:00:00,3.1,640.87,1542.0,91.0,59.0,408.0,0.0,18.0
37284,2023-04-03 12:00:00,2024-07-17 00:00:00,3.1,633.68,1540.0,91.0,59.0,414.0,0.0,36.0
37285,2023-04-03 13:00:00,2024-07-17 00:00:00,3.1,625.6,1540.0,92.0,59.0,418.0,0.0,60.0
37286,2023-04-03 14:00:00,2024-07-17 00:00:00,3.1,628.46,1540.0,102.0,60.0,410.0,8.0,48.0
37287,2023-04-03 15:00:00,2024-07-17 00:00:00,3.1,609.35,1510.0,135.0,60.0,410.0,59.0,52.0
37288,2023-04-03 16:00:00,2024-07-17 00:00:00,3.1,606.97,1505.0,91.0,57.0,404.0,87.0,47.0
37289,2023-04-03 17:00:00,2024-07-17 00:00:00,3.1,604.23,1506.0,89.0,57.0,402.0,90.0,57.0
37290,2023-04-03 18:00:00,2024-07-17 00:00:00,3.1,596.36,1507.0,89.0,55.0,409.0,91.0,79.0
37291,2023-04-03 19:00:00,2024-07-17 00:00:00,3.1,596.05,1512.0,89.0,57.0,402.0,89.0,91.0
37292,2023-04-03 20:00:00,2024-07-17 00:00:00,3.1,590.23,1508.0,88.0,59.0,412.0,80.0,111.0
37293,2023-04-03 21:00:00,2024-07-17 00:00:00,3.1,588.55,1508.0,89.0,59.0,402.0,77.0,130.0
37294,2023-04-03 22:00:00,2024-07-17 00:00:00,3.1,590.53,1505.0,28.0,60.0,398.0,66.0,146.0
37295,2023-04-03 23:00:00,2024-07-17 00:00:00,3.1,582.43,1509.0,22.0,60.0,404.0,32.0,206.0
