UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-11-05 00:00:00,1469.0,32.0,59.0,343.0,2.0,413.0
2023-11-05 01:00:00,1495.0,38.0,60.0,345.0,0.0,477.0
2023-11-05 02:00:00,1502.0,34.0,59.0,343.0,0.0,546.0
2023-11-05 03:00:00,1492.0,17.0,61.0,340.0,0.0,424.0
2023-11-05 04:00:00,1494.0,29.0,59.0,344.0,0.0,411.0
2023-11-05 05:00:00,1493.0,38.0,58.0,342.0,0.0,461.0
2023-11-05 06:00:00,1493.0,40.0,58.0,338.0,0.0,486.0
2023-11-05 07:00:00,1495.0,28.0,57.0,336.0,0.0,542.0
2023-11-05 08:00:00,1495.0,18.0,59.0,338.0,0.0,584.0
2023-11-05 09:00:00,1495.0,16.0,60.0,335.0,0.0,590.0
2023-11-05 10:00:00,1497.0,14.0,61.0,338.0,0.0,586.0
2023-11-05 11:00:00,1496.0,14.0,60.0,337.0,0.0,572.0
2023-11-05 12:00:00,1492.0,16.0,61.0,336.0,0.0,551.0
2023-11-05 13:00:00,1494.0,21.0,59.0,337.0,0.0,531.0
2023-11-05 14:00:00,1492.0,37.0,60.0,341.0,0.0,557.0
2023-11-05 15:00:00,1492.0,34.0,59.0,344.0,2.0,648.0
2023-11-05 16:00:00,1495.0,22.0,60.0,342.0,5.0,723.0
2023-11-05 17:00:00,1492.0,17.0,59.0,343.0,7.0,672.0
2023-11-05 18:00:00,1496.0,14.0,59.0,345.0,13.0,634.0
2023-11-05 19:00:00,1493.0,26.0,59.0,343.0,19.0,664.0
2023-11-05 20:00:00,1490.0,17.0,59.0,342.0,30.0,655.0
2023-11-05 21:00:00,1492.0,21.0,57.0,345.0,61.0,754.0
2023-11-05 22:00:00,1492.0,15.0,56.0,346.0,58.0,753.0
2023-11-05 23:00:00,1493.0,26.0,58.0,347.0,32.0,713.0
