Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
42384,2023-11-02 00:00:00,2024-07-17 00:00:00,3.1,569.41,3986.0,1269.0,47.0,457.0,1166.0,140.0
42385,2023-11-02 01:00:00,2024-07-17 00:00:00,3.1,623.78,4591.0,1396.0,48.0,22.0,1115.0,140.0
42386,2023-11-02 02:00:00,2024-07-17 00:00:00,3.1,622.54,4495.0,1345.0,46.0,0.0,1133.0,143.0
42387,2023-11-02 03:00:00,2024-07-17 00:00:00,3.1,610.71,4204.0,1362.0,47.0,0.0,1168.0,141.0
42388,2023-11-02 04:00:00,2024-07-17 00:00:00,3.1,603.38,3935.0,1380.0,46.0,0.0,1153.0,142.0
42389,2023-11-02 05:00:00,2024-07-17 00:00:00,3.1,596.61,3836.0,1359.0,46.0,0.0,1196.0,142.0
42390,2023-11-02 06:00:00,2024-07-17 00:00:00,3.1,566.72,3482.0,1304.0,44.0,0.0,1398.0,142.0
42391,2023-11-02 07:00:00,2024-07-17 00:00:00,3.1,557.84,3274.0,1283.5,48.0,0.0,1395.5,123.0
42392,2023-11-02 08:00:00,2024-07-17 00:00:00,3.1,550.59,3168.5,1297.25,50.0,0.0,1419.25,114.5
42393,2023-11-02 09:00:00,2024-07-17 00:00:00,3.1,540.73,3135.75,1315.625,67.0,0.0,1495.125,110.75
42394,2023-11-02 10:00:00,2024-07-17 00:00:00,3.1,527.6,3074.875,1299.8125,61.5,0.0,1622.0625,108.375
42395,2023-11-02 11:00:00,2024-07-17 00:00:00,3.1,521.54,3118.9375,1293.40625,57.25,0.0,1725.03125,107.1875
42396,2023-11-02 12:00:00,2024-07-17 00:00:00,3.1,527.15,3279.96875,1286.203125,56.125,0.0,1749.015625,105.59375
42397,2023-11-02 13:00:00,2024-07-17 00:00:00,3.1,529.49,3439.484375,1279.1015625,53.5625,0.0,1812.0078125,104.796875
42398,2023-11-02 14:00:00,2024-07-17 00:00:00,3.1,528.64,3551.7421875,1293.55078125,50.78125,0.0,1887.50390625,103.8984375
42399,2023-11-02 15:00:00,2024-07-17 00:00:00,3.1,520.07,3541.37109375,1243.775390625,50.890625,125.5,1882.751953125,102.94921875
42400,2023-11-02 16:00:00,2024-07-17 00:00:00,3.1,486.19,3365.685546875,1138.8876953125,48.9453125,601.25,1813.8759765625,102.974609375
42401,2023-11-02 17:00:00,2024-07-17 00:00:00,3.1,462.86,3262.3427734375,1082.44384765625,49.97265625,981.625,1741.43798828125,103.4873046875
42402,2023-11-02 18:00:00,2024-07-17 00:00:00,3.1,458.78,3160.67138671875,1053.721923828125,49.986328125,1150.8125,1573.218994140625,115.24365234375
42403,2023-11-02 19:00:00,2024-07-17 00:00:00,3.1,469.15,3258.335693359375,1026.8609619140625,49.9931640625,1206.90625,1439.1094970703125,125.121826171875
42404,2023-11-02 20:00:00,2024-07-17 00:00:00,3.1,476.77,3373.6678466796875,1007.4304809570312,49.49658203125,1214.453125,1403.0547485351562,130.0609130859375
42405,2023-11-02 21:00:00,2024-07-17 00:00:00,3.1,475.48,3348.833923339844,1010.7152404785156,49.248291015625,1199.2265625,1420.027374267578,132.03045654296875
42406,2023-11-02 22:00:00,2024-07-17 00:00:00,3.1,472.37,3343.416961669922,1026.3576202392578,50.1241455078125,1226.11328125,1440.013687133789,134.01522827148438
42407,2023-11-02 23:00:00,2024-07-17 00:00:00,3.1,478.85,3384.708480834961,1113.178810119629,51.56207275390625,1128.556640625,1461.5068435668943,134.5076141357422
