UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-02-02 00:00:00,2024-07-17 00:00:00,3.1,2.1536709188877223,272.893134871998,265.4765107004431,473.52418816335376,0.0004836190468276,2678.37094,1648.06364,37.40692,573.68103,2233.84347,131.79208
2023-02-02 01:00:00,2024-07-17 00:00:00,3.1,2.4802370599236103,268.9762399139495,262.6112884660726,8.73740490074132,0.0,2878.52319,1609.76771,40.62053,320.76093,2217.63217,131.11972
2023-02-02 02:00:00,2024-07-17 00:00:00,3.1,2.4802370599236103,268.9762399139495,262.6112884660726,8.73740490074132,0.0,3102.21957,1583.39384,37.28335,149.47791,2207.61063,131.18339
2023-02-02 03:00:00,2024-07-17 00:00:00,3.1,2.4802370599236103,268.9762399139495,262.6112884660726,8.73740490074132,0.0,3364.1389,1586.88274,37.09193,40.88677,2205.94779,132.17795
2023-02-02 04:00:00,2024-07-17 00:00:00,3.1,2.6402358361315548,268.3056855524653,261.8407857101839,4.368956527928122,0.0,3591.07112,1518.46833,38.75676,0.0,2159.49208,131.54533
2023-02-02 05:00:00,2024-07-17 00:00:00,3.1,2.6402358361315548,268.3056855524653,261.8407857101839,4.368956527928122,0.0,3651.9788,1508.46415,37.71869,0.0,2120.87902,131.85529
2023-02-02 06:00:00,2024-07-17 00:00:00,3.1,2.6402358361315548,268.3056855524653,261.8407857101839,4.368956527928122,0.0,3665.52723,1504.86683,36.64637,0.0,2141.4124,130.91549
2023-02-02 07:00:00,2024-07-17 00:00:00,3.1,2.7613204582780315,268.00077317098345,261.4759669890944,0.0,0.0,3597.13286,1519.57726,33.91619,0.0,2148.47882,132.4205
2023-02-02 08:00:00,2024-07-17 00:00:00,3.1,2.7613204582780315,268.00077317098345,261.4759669890944,0.0,0.0,3508.65389,1559.85911,39.94297,2.45624,2149.49525,132.03584
2023-02-02 09:00:00,2024-07-17 00:00:00,3.1,2.7613204582780315,268.00077317098345,261.4759669890944,0.0,0.0,3535.17128,1587.58651,36.89765,56.99734,2098.13249,133.01903
2023-02-02 10:00:00,2024-07-17 00:00:00,3.1,2.8209012226920738,267.91845439168094,261.4548947716367,0.0,0.0001785935522828,3528.85675,1631.36783,37.48564,43.00544,2049.7097,132.4296
2023-02-02 11:00:00,2024-07-17 00:00:00,3.1,2.8209012226920738,267.91845439168094,261.4548947716367,0.0,0.0001785935522828,3531.09107,1588.53907,37.8231,0.0,1954.05461,132.16819
2023-02-02 12:00:00,2024-07-17 00:00:00,3.1,2.8209012226920738,267.91845439168094,261.4548947716367,0.0,0.0001785935522828,3595.2412,1593.6789,36.20288,0.0,1945.67867,131.3672
2023-02-02 13:00:00,2024-07-17 00:00:00,3.1,2.758894935889681,268.663841489232,261.9722441069895,6.315617983094622,0.0,3671.03376,1562.44446,36.20404,0.0,1880.44117,131.59772
