UTC time,coal,nat_gas,hydro,solar,wind,other
2023-09-10 00:00:00,4353.0,1752.0,146.0,935.0,602.0,95.0
2023-09-10 01:00:00,4116.0,1888.0,149.0,352.0,804.0,95.0
2023-09-10 02:00:00,3749.0,2015.0,147.0,46.0,1127.0,97.0
2023-09-10 03:00:00,3468.0,2026.0,150.0,0.0,1404.0,97.0
2023-09-10 04:00:00,3233.0,2036.0,148.0,0.0,1539.0,101.0
2023-09-10 05:00:00,3400.0,1998.0,149.0,0.0,1439.0,103.0
2023-09-10 06:00:00,3306.0,1908.0,148.0,0.0,1652.0,103.0
2023-09-10 07:00:00,3541.0,1769.0,148.0,0.0,1533.0,105.0
2023-09-10 08:00:00,3686.0,1472.0,150.0,0.0,1316.0,102.0
2023-09-10 09:00:00,3979.0,1418.0,148.0,0.0,893.0,106.0
2023-09-10 10:00:00,3962.0,1361.0,151.0,0.0,807.0,105.0
2023-09-10 11:00:00,3813.0,1450.0,148.0,0.0,671.0,105.0
2023-09-10 12:00:00,3825.0,1426.0,149.0,0.0,608.0,106.0
2023-09-10 13:00:00,3850.0,1458.0,150.0,0.0,544.0,107.0
2023-09-10 14:00:00,4050.0,1425.0,148.0,84.0,409.0,107.0
2023-09-10 15:00:00,4224.0,1386.0,156.0,362.0,322.0,106.0
2023-09-10 16:00:00,4232.0,1360.0,153.0,520.0,163.0,104.0
2023-09-10 17:00:00,4171.0,1327.0,150.0,713.0,103.0,102.0
2023-09-10 18:00:00,4053.0,1358.0,147.0,886.0,206.0,102.0
2023-09-10 19:00:00,4127.0,1425.0,150.0,900.0,356.0,101.0
2023-09-10 20:00:00,4307.0,1516.0,148.0,1050.0,519.0,98.0
2023-09-10 21:00:00,4377.0,1533.0,146.0,1135.0,741.0,97.0
2023-09-10 22:00:00,4237.0,1621.0,140.0,1033.0,871.0,98.0
2023-09-10 23:00:00,4187.0,1704.0,144.0,756.0,905.0,98.0
