UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-23T00:00:00.000000000,2023-08-23 19:34:33,3.0,748.00429
2023-08-23T01:00:00.000000000,2023-08-23 19:34:33,3.0,741.25018
2023-08-23T02:00:00.000000000,2023-08-23 19:34:33,3.0,733.16317
2023-08-23T03:00:00.000000000,2023-08-23 19:34:33,3.0,730.53012
2023-08-23T04:00:00.000000000,2023-08-23 19:34:33,3.0,725.2517
2023-08-23T05:00:00.000000000,2023-08-23 19:34:33,3.0,712.89267
2023-08-23T06:00:00.000000000,2023-08-23 19:34:33,3.0,692.87184
2023-08-23T07:00:00.000000000,2023-08-23 19:34:33,3.0,672.30712
2023-08-23T08:00:00.000000000,2023-08-23 19:34:33,3.0,656.73703
2023-08-23T09:00:00.000000000,2023-08-23 19:34:33,3.0,645.88656
2023-08-23T10:00:00.000000000,2023-08-23 19:34:33,3.0,635.02715
2023-08-23T11:00:00.000000000,2023-08-23 19:34:33,3.0,624.8824
2023-08-23T12:00:00.000000000,2023-08-23 19:34:33,3.0,613.13543
2023-08-23T13:00:00.000000000,2023-08-23 19:34:33,3.0,596.3147
2023-08-23T14:00:00.000000000,2023-08-23 19:34:33,3.0,574.49568
2023-08-23T15:00:00.000000000,2023-08-23 19:34:33,3.0,553.89628
2023-08-23T16:00:00.000000000,2023-08-23 19:34:33,3.0,540.28533
2023-08-23T17:00:00.000000000,2023-08-23 19:34:33,3.0,534.26202
2023-08-23T18:00:00.000000000,2023-08-23 19:34:33,3.0,533.26063
2023-08-23T19:00:00.000000000,2023-08-23 19:34:33,3.0,534.54553
2023-08-23T20:00:00.000000000,2023-08-23 19:34:33,3.0,532.65009
2023-08-23T21:00:00.000000000,2023-08-23 19:34:33,3.0,528.07062
2023-08-23T22:00:00.000000000,2023-08-23 19:34:33,3.0,522.19952
2023-08-23T23:00:00.000000000,2023-08-23 19:34:33,3.0,520.9218
2023-08-24T00:00:00.000000000,2023-08-23 19:34:33,3.0,660.36156
2023-08-24T01:00:00.000000000,2023-08-23 19:34:33,3.0,658.8188
2023-08-24T02:00:00.000000000,2023-08-23 19:34:33,3.0,654.44397
2023-08-24T03:00:00.000000000,2023-08-23 19:34:33,3.0,648.87478
2023-08-24T04:00:00.000000000,2023-08-23 19:34:33,3.0,640.00265
2023-08-24T05:00:00.000000000,2023-08-23 19:34:33,3.0,631.87312
2023-08-24T06:00:00.000000000,2023-08-23 19:34:33,3.0,625.99165
2023-08-24T07:00:00.000000000,2023-08-23 19:34:33,3.0,623.55357
2023-08-24T08:00:00.000000000,2023-08-23 19:34:33,3.0,623.75405
2023-08-24T09:00:00.000000000,2023-08-23 19:34:33,3.0,621.50209
2023-08-24T10:00:00.000000000,2023-08-23 19:34:33,3.0,613.05565
2023-08-24T11:00:00.000000000,2023-08-23 19:34:33,3.0,603.24943
2023-08-24T12:00:00.000000000,2023-08-23 19:34:33,3.0,597.47306
2023-08-24T13:00:00.000000000,2023-08-23 19:34:33,3.0,595.67587
2023-08-24T14:00:00.000000000,2023-08-23 19:34:33,3.0,593.17894
2023-08-24T15:00:00.000000000,2023-08-23 19:34:33,3.0,586.47436
2023-08-24T16:00:00.000000000,2023-08-23 19:34:33,3.0,576.48109
2023-08-24T17:00:00.000000000,2023-08-23 19:34:33,3.0,566.76998
2023-08-24T18:00:00.000000000,2023-08-23 19:34:33,3.0,559.04174
2023-08-24T19:00:00.000000000,2023-08-23 19:34:33,3.0,553.43881
2023-08-24T20:00:00.000000000,2023-08-23 19:34:33,3.0,547.84286
2023-08-24T21:00:00.000000000,2023-08-23 19:34:33,3.0,545.81766
2023-08-24T22:00:00.000000000,2023-08-23 19:34:33,3.0,548.94738
2023-08-24T23:00:00.000000000,2023-08-23 19:34:33,3.0,554.56243
2023-08-25T00:00:00.000000000,2023-08-23 19:34:33,3.0,663.25688
2023-08-25T01:00:00.000000000,2023-08-23 19:34:33,3.0,664.91906
2023-08-25T02:00:00.000000000,2023-08-23 19:34:33,3.0,660.97579
2023-08-25T03:00:00.000000000,2023-08-23 19:34:33,3.0,650.30951
2023-08-25T04:00:00.000000000,2023-08-23 19:34:33,3.0,633.83387
2023-08-25T05:00:00.000000000,2023-08-23 19:34:33,3.0,623.38264
2023-08-25T06:00:00.000000000,2023-08-23 19:34:33,3.0,623.41538
2023-08-25T07:00:00.000000000,2023-08-23 19:34:33,3.0,631.65768
2023-08-25T08:00:00.000000000,2023-08-23 19:34:33,3.0,642.36361
2023-08-25T09:00:00.000000000,2023-08-23 19:34:33,3.0,647.33099
2023-08-25T10:00:00.000000000,2023-08-23 19:34:33,3.0,643.68108
2023-08-25T11:00:00.000000000,2023-08-23 19:34:33,3.0,639.24401
2023-08-25T12:00:00.000000000,2023-08-23 19:34:33,3.0,639.79936
2023-08-25T13:00:00.000000000,2023-08-23 19:34:33,3.0,642.64066
2023-08-25T14:00:00.000000000,2023-08-23 19:34:33,3.0,641.57545
2023-08-25T15:00:00.000000000,2023-08-23 19:34:33,3.0,631.94102
2023-08-25T16:00:00.000000000,2023-08-23 19:34:33,3.0,615.27563
2023-08-25T17:00:00.000000000,2023-08-23 19:34:33,3.0,599.56433
2023-08-25T18:00:00.000000000,2023-08-23 19:34:33,3.0,589.25632
2023-08-25T19:00:00.000000000,2023-08-23 19:34:33,3.0,585.2138
2023-08-25T20:00:00.000000000,2023-08-23 19:34:33,3.0,583.43554
2023-08-25T21:00:00.000000000,2023-08-23 19:34:33,3.0,583.83976
2023-08-25T22:00:00.000000000,2023-08-23 19:34:33,3.0,586.88009
2023-08-25T23:00:00.000000000,2023-08-23 19:34:33,3.0,591.0827
2023-08-26T00:00:00.000000000,2023-08-23 19:34:33,3.0,639.21369
2023-08-26T01:00:00.000000000,2023-08-23 19:34:33,3.0,629.26998
2023-08-26T02:00:00.000000000,2023-08-23 19:34:33,3.0,624.71113
2023-08-26T03:00:00.000000000,2023-08-23 19:34:33,3.0,631.49093
2023-08-26T04:00:00.000000000,2023-08-23 19:34:33,3.0,640.92381
2023-08-26T05:00:00.000000000,2023-08-23 19:34:33,3.0,644.79168
2023-08-26T06:00:00.000000000,2023-08-23 19:34:33,3.0,643.55043
2023-08-26T07:00:00.000000000,2023-08-23 19:34:33,3.0,642.87631
2023-08-26T08:00:00.000000000,2023-08-23 19:34:33,3.0,645.91215
2023-08-26T09:00:00.000000000,2023-08-23 19:34:33,3.0,650.51403
2023-08-26T10:00:00.000000000,2023-08-23 19:34:33,3.0,651.45513
2023-08-26T11:00:00.000000000,2023-08-23 19:34:33,3.0,648.71035
2023-08-26T12:00:00.000000000,2023-08-23 19:34:33,3.0,644.558
2023-08-26T13:00:00.000000000,2023-08-23 19:34:33,3.0,638.64397
2023-08-26T14:00:00.000000000,2023-08-23 19:34:33,3.0,627.67981
2023-08-26T15:00:00.000000000,2023-08-23 19:34:33,3.0,614.50926
2023-08-26T16:00:00.000000000,2023-08-23 19:34:33,3.0,600.6952
2023-08-26T17:00:00.000000000,2023-08-23 19:34:33,3.0,584.29143
2023-08-26T18:00:00.000000000,2023-08-23 19:34:33,3.0,565.71168
2023-08-26T19:00:00.000000000,2023-08-23 19:34:33,3.0,549.08266
2023-08-26T20:00:00.000000000,2023-08-23 19:34:33,3.0,539.43876
2023-08-26T21:00:00.000000000,2023-08-23 19:34:33,3.0,541.78284
2023-08-26T22:00:00.000000000,2023-08-23 19:34:33,3.0,550.35258
2023-08-26T23:00:00.000000000,2023-08-23 19:34:33,3.0,555.87258
