UTC time,coal,nat_gas,hydro,solar,wind,other
2023-07-08 00:00:00,3663.0,1519.0,231.0,1499.0,486.0,119.0
2023-07-08 01:00:00,3731.0,1531.0,231.0,1356.0,742.0,122.0
2023-07-08 02:00:00,3791.0,1574.0,231.0,853.0,800.0,121.0
2023-07-08 03:00:00,3974.0,1584.0,231.0,143.0,915.0,128.0
2023-07-08 04:00:00,4441.0,1593.0,230.0,0.0,713.0,129.0
2023-07-08 05:00:00,4330.0,1555.0,233.0,0.0,444.0,129.0
2023-07-08 06:00:00,4334.0,1404.0,230.0,0.0,284.0,130.0
2023-07-08 07:00:00,4298.0,1229.0,234.0,0.0,400.0,130.0
2023-07-08 08:00:00,4041.0,1124.0,233.0,0.0,620.0,133.0
2023-07-08 09:00:00,3521.0,1076.0,233.0,0.0,784.0,134.0
2023-07-08 10:00:00,3067.0,1061.0,233.0,0.0,821.0,135.0
2023-07-08 11:00:00,2992.0,1070.0,232.0,0.0,766.0,133.0
2023-07-08 12:00:00,3166.0,1115.0,233.0,0.0,560.0,134.0
2023-07-08 13:00:00,3482.0,1114.0,234.0,86.0,487.0,134.0
2023-07-08 14:00:00,2852.0,893.0,234.0,799.0,405.0,135.0
2023-07-08 15:00:00,2345.0,795.0,236.0,1442.0,338.0,133.0
2023-07-08 16:00:00,2015.0,742.0,235.0,1604.0,282.0,130.0
2023-07-08 17:00:00,2162.0,877.0,235.0,1645.0,190.0,127.0
2023-07-08 18:00:00,3093.0,905.0,239.0,1664.0,108.0,124.0
2023-07-08 19:00:00,3445.0,967.0,237.0,1663.0,74.0,123.0
2023-07-08 20:00:00,3416.0,1192.0,239.0,1645.0,56.0,120.0
2023-07-08 21:00:00,3526.0,1168.0,235.0,1638.0,124.0,120.0
2023-07-08 22:00:00,3608.0,1179.0,239.0,1605.0,258.0,116.0
2023-07-08 23:00:00,3790.0,1236.0,238.0,1576.0,333.0,115.0
