,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-01 00:00:00,463.13,4113.0,1529.0,216.0,915.0,1206.0,33.0
1,2023-08-01 01:00:00,500.45,4198.0,1600.0,220.0,387.0,1158.0,33.0
2,2023-08-01 02:00:00,541.87,4528.0,1734.0,216.0,98.0,961.0,37.0
3,2023-08-01 03:00:00,540.68,4528.0,1774.0,219.0,7.0,1053.0,35.0
4,2023-08-01 04:00:00,535.52,4431.0,1770.0,220.0,0.0,1093.0,36.0
5,2023-08-01 05:00:00,542.63,4506.0,1698.0,219.0,0.0,1048.0,37.0
6,2023-08-01 06:00:00,547.22,4492.0,1630.0,218.0,0.0,1003.0,44.0
7,2023-08-01 07:00:00,547.75,4460.0,1462.0,217.0,0.0,1039.0,44.0
8,2023-08-01 08:00:00,564.04,4444.0,1412.0,217.0,0.0,842.0,43.0
9,2023-08-01 09:00:00,585.47,4347.0,1299.0,214.0,0.0,603.0,45.0
10,2023-08-01 10:00:00,591.47,4537.0,1462.0,216.0,0.0,528.0,49.0
11,2023-08-01 11:00:00,592.93,4410.0,1457.0,212.0,0.0,481.0,60.0
12,2023-08-01 12:00:00,594.32,4441.0,1460.0,215.0,0.0,470.0,61.0
13,2023-08-01 13:00:00,590.95,4487.0,1460.0,218.0,3.0,515.0,61.0
14,2023-08-01 14:00:00,579.95,4406.0,1454.0,206.0,146.0,489.0,60.0
15,2023-08-01 15:00:00,534.34,4280.0,1395.0,211.0,600.0,572.0,60.0
16,2023-08-01 16:00:00,468.02,3943.0,1358.0,215.0,965.0,1009.0,59.0
17,2023-08-01 17:00:00,418.11,3499.0,1434.0,216.0,1147.0,1356.0,61.0
18,2023-08-01 18:00:00,420.98,3596.0,1421.0,212.0,1201.0,1332.0,58.0
19,2023-08-01 19:00:00,438.31,3807.0,1476.0,214.0,1179.0,1190.0,61.0
20,2023-08-01 20:00:00,488.87,4366.0,1475.0,213.0,1120.0,740.0,58.0
21,2023-08-01 21:00:00,517.91,4627.0,1496.0,214.0,1067.0,461.0,58.0
22,2023-08-01 22:00:00,538.74,4738.0,1628.0,213.0,905.0,322.0,60.0
23,2023-08-01 23:00:00,534.9,4735.0,1570.0,214.0,810.0,489.0,59.0
