UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,4171.0,1723.0,208.0,663.0,815.0,120.0
2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,4263.0,1949.0,210.0,245.0,861.0,124.0
2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,4357.0,1967.0,208.0,40.0,753.0,124.0
2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,4418.0,1967.0,209.0,0.0,704.0,128.0
2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,4482.0,1962.0,207.0,0.0,551.0,127.0
2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,4257.0,1960.0,209.0,0.0,402.0,128.0
2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,4140.0,1921.0,207.0,0.0,353.0,132.0
2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,4118.0,1721.0,206.0,0.0,228.0,131.0
2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,4268.0,1603.0,205.0,0.0,154.0,130.0
2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,4315.0,1527.0,205.0,0.0,111.0,130.0
2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,3898.0,1507.0,207.0,0.0,128.0,130.0
2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,3943.0,1587.0,203.0,0.0,176.0,132.0
2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,4007.0,1584.0,205.0,0.0,210.0,131.0
2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,4252.0,1584.0,208.0,3.0,372.0,132.0
2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,4113.0,1630.0,206.0,124.0,577.0,131.0
2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,3892.0,1189.0,205.0,578.0,848.0,130.0
2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,3786.0,887.0,200.0,824.0,1205.0,128.0
2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,3291.0,826.0,201.0,1040.0,1790.0,121.0
2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,2388.0,820.0,196.0,1144.0,2107.0,119.0
2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,1918.0,811.0,198.0,1072.0,1906.0,121.0
2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,2287.0,840.0,193.0,1076.0,1617.0,118.0
2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,3165.0,938.0,194.0,1005.0,1366.0,101.0
2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,3572.0,1219.0,196.0,724.0,1257.0,92.0
2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,3781.0,1379.0,193.0,596.0,1147.0,118.0
