,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,570.43,4171.0,1723.0,208.0,663.0,815.0,120.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,596.32,4263.0,1949.0,210.0,245.0,861.0,124.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,622.69,4357.0,1967.0,208.0,40.0,753.0,124.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,631.42,4418.0,1967.0,209.0,0.0,704.0,128.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,646.27,4482.0,1962.0,207.0,0.0,551.0,127.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,654.14,4257.0,1960.0,209.0,0.0,402.0,128.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,657.09,4140.0,1921.0,207.0,0.0,353.0,132.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,674.45,4118.0,1721.0,206.0,0.0,228.0,131.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,689.13,4268.0,1603.0,205.0,0.0,154.0,130.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,697.15,4315.0,1527.0,205.0,0.0,111.0,130.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,686.91,3898.0,1507.0,207.0,0.0,128.0,130.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,680.37,3943.0,1587.0,203.0,0.0,176.0,132.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,677.99,4007.0,1584.0,205.0,0.0,210.0,131.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,666.22,4252.0,1584.0,208.0,3.0,372.0,132.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,631.17,4113.0,1630.0,206.0,124.0,577.0,131.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,570.78,3892.0,1189.0,205.0,578.0,848.0,130.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,524.02,3786.0,887.0,200.0,824.0,1205.0,128.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,448.39,3291.0,826.0,201.0,1040.0,1790.0,121.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,372.4,2388.0,820.0,196.0,1144.0,2107.0,119.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,353.27,1918.0,811.0,198.0,1072.0,1906.0,121.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,398.04,2287.0,840.0,193.0,1076.0,1617.0,118.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,471.34,3165.0,938.0,194.0,1005.0,1366.0,101.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,515.84,3572.0,1219.0,196.0,724.0,1257.0,92.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,541.0,3781.0,1379.0,193.0,596.0,1147.0,118.0
