UTC time,coal,nat_gas,hydro,solar,wind,other
2023-07-16 00:00:00,3889.0,1894.0,230.0,1526.0,990.0,18.0
2023-07-16 01:00:00,4213.0,1933.0,232.0,1402.0,681.0,20.0
2023-07-16 02:00:00,4771.0,1925.0,229.0,825.0,384.0,19.0
2023-07-16 03:00:00,4992.0,1914.0,228.0,113.0,467.0,19.0
2023-07-16 04:00:00,4865.0,1826.0,230.0,0.0,546.0,21.0
2023-07-16 05:00:00,4630.0,1753.0,229.0,0.0,623.0,22.0
2023-07-16 06:00:00,4691.0,1767.0,228.0,0.0,601.0,22.0
2023-07-16 07:00:00,4314.0,1667.0,228.0,0.0,497.0,26.0
2023-07-16 08:00:00,4118.0,1687.0,229.0,0.0,502.0,26.0
2023-07-16 09:00:00,3675.0,1584.0,230.0,0.0,512.0,25.0
2023-07-16 10:00:00,3615.0,1635.0,230.0,0.0,482.0,28.0
2023-07-16 11:00:00,3486.0,1599.0,230.0,0.0,461.0,27.0
2023-07-16 12:00:00,3508.0,1576.0,232.0,0.0,421.0,26.0
2023-07-16 13:00:00,3549.0,1609.0,230.0,65.0,359.0,25.0
2023-07-16 14:00:00,3518.0,1578.0,229.0,749.0,283.0,24.0
2023-07-16 15:00:00,3512.0,1616.0,227.0,1427.0,165.0,22.0
2023-07-16 16:00:00,3666.0,1586.0,229.0,1583.0,207.0,21.0
2023-07-16 17:00:00,3709.0,1492.0,226.0,1633.0,274.0,18.0
2023-07-16 18:00:00,3645.0,1514.0,228.0,1639.0,444.0,16.0
2023-07-16 19:00:00,3328.0,1595.0,224.0,1649.0,761.0,16.0
2023-07-16 20:00:00,3058.0,1640.0,227.0,1644.0,1050.0,13.0
2023-07-16 21:00:00,3359.0,1685.0,226.0,1572.0,1179.0,15.0
2023-07-16 22:00:00,3674.0,1738.0,226.0,1534.0,1410.0,14.0
2023-07-16 23:00:00,3903.0,1733.0,224.0,1464.0,1509.0,17.0
