,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
0,2019-01-01 00:00:00,104.87,620.0,3783.0,0.0,11460.0,0.0,756.0,1616.0,0.0,88.0
1,2019-01-01 01:00:00,86.57,622.0,2475.0,0.0,11254.0,0.0,568.0,1616.0,0.0,88.0
2,2019-01-01 02:00:00,84.08,623.0,2302.0,0.0,11262.0,0.0,472.0,1616.0,0.0,88.0
3,2019-01-01 03:00:00,74.32,617.0,1798.0,0.0,11163.0,0.0,660.0,1616.0,0.0,88.0
4,2019-01-01 04:00:00,71.94,621.0,1727.0,0.0,10949.0,0.0,1144.0,1616.0,0.0,88.0
5,2019-01-01 05:00:00,68.23,622.0,1702.0,0.0,11068.0,0.0,1804.0,1616.0,0.0,88.0
6,2019-01-01 06:00:00,64.43,620.0,1772.0,0.0,11782.0,24.0,2372.0,1616.0,0.0,88.0
7,2019-01-01 07:00:00,64.01,623.0,1786.0,0.0,11786.0,52.0,2560.0,1616.0,0.0,88.0
8,2019-01-01 08:00:00,63.06,620.0,1835.0,0.0,12053.0,116.0,2728.0,1600.0,0.0,88.0
9,2019-01-01 09:00:00,62.19,619.0,2018.0,0.0,12198.0,208.0,3636.0,1616.0,0.0,88.0
10,2019-01-01 10:00:00,58.15,622.0,1840.0,0.0,12401.0,304.0,3836.0,1616.0,0.0,88.0
11,2019-01-01 11:00:00,56.63,620.0,1869.0,0.0,12482.0,336.0,4416.0,1616.0,0.0,88.0
12,2019-01-01 12:00:00,51.69,619.0,1809.0,0.0,12031.0,316.0,6552.0,1616.0,0.0,88.0
13,2019-01-01 13:00:00,55.1,621.0,2094.0,0.0,11649.0,224.0,7252.0,1616.0,0.0,88.0
14,2019-01-01 14:00:00,52.66,620.0,2058.0,0.0,11609.0,100.0,8276.0,1616.0,0.0,88.0
15,2019-01-01 15:00:00,54.52,622.0,2298.0,0.0,11676.0,32.0,8860.0,1616.0,0.0,88.0
16,2019-01-01 16:00:00,63.13,613.0,3092.0,0.0,12001.0,16.0,8876.0,1616.0,0.0,88.0
17,2019-01-01 17:00:00,63.83,611.0,3282.0,0.0,12346.0,16.0,9132.0,1616.0,0.0,88.0
18,2019-01-01 18:00:00,58.91,614.0,2816.0,0.0,11827.0,0.0,9504.0,1616.0,0.0,88.0
19,2019-01-01 19:00:00,54.3,614.0,2471.0,0.0,10844.0,0.0,10728.0,1616.0,0.0,88.0
20,2019-01-01 20:00:00,45.9,611.0,1726.0,0.0,11063.0,0.0,10028.0,1616.0,0.0,88.0
21,2019-01-01 21:00:00,44.86,613.0,1640.0,0.0,10483.0,0.0,10600.0,1616.0,0.0,88.0
22,2019-01-01 22:00:00,43.09,613.0,1533.0,0.0,10462.0,0.0,10836.0,1616.0,0.0,88.0
23,2019-01-01 23:00:00,49.79,610.0,1800.0,0.0,9023.0,0.0,10568.0,1616.0,0.0,88.0
24,2019-01-02 00:00:00,52.08,612.0,1863.0,0.0,8605.0,0.0,10356.0,1616.0,0.0,88.0
25,2019-01-02 01:00:00,52.61,613.0,1820.0,0.0,8498.0,0.0,9980.0,1616.0,0.0,88.0
26,2019-01-02 02:00:00,50.19,615.0,1617.0,0.0,8649.0,0.0,9656.0,1616.0,0.0,88.0
27,2019-01-02 03:00:00,50.09,612.0,1755.0,0.0,8928.0,0.0,10260.0,1616.0,0.0,88.0
28,2019-01-02 04:00:00,54.29,612.0,2445.0,0.0,9839.0,0.0,11580.0,1600.0,0.0,88.0
29,2019-01-02 05:00:00,69.19,612.0,3866.0,0.0,10499.0,0.0,11464.0,1600.0,0.0,88.0
30,2019-01-02 06:00:00,85.9,612.0,5706.0,0.0,11498.0,24.0,11052.0,1600.0,0.0,88.0
31,2019-01-02 07:00:00,96.87,613.0,6966.0,0.0,11728.0,52.0,10892.0,1600.0,0.0,88.0
32,2019-01-02 08:00:00,104.94,613.0,8026.0,0.0,11372.0,104.0,11432.0,1584.0,0.0,88.0
33,2019-01-02 09:00:00,110.03,613.0,8641.0,0.0,11009.0,188.0,11612.0,1600.0,0.0,88.0
34,2019-01-02 10:00:00,118.08,614.0,9624.0,0.0,10955.0,280.0,11376.0,1600.0,0.0,88.0
35,2019-01-02 11:00:00,114.92,612.0,9177.0,0.0,11173.0,324.0,11060.0,1600.0,0.0,88.0
36,2019-01-02 12:00:00,110.78,610.0,8904.0,0.0,11115.0,312.0,11752.0,1600.0,0.0,88.0
37,2019-01-02 13:00:00,110.54,615.0,8858.0,0.0,11088.0,220.0,11868.0,1600.0,0.0,88.0
38,2019-01-02 14:00:00,110.51,611.0,8904.0,0.0,11499.0,100.0,11660.0,1608.0,0.0,88.0
39,2019-01-02 15:00:00,110.49,613.0,8922.0,0.0,12030.0,32.0,11252.0,1616.0,0.0,88.0
40,2019-01-02 16:00:00,108.28,611.0,8956.0,0.0,13431.0,16.0,10624.0,1632.0,0.0,88.0
41,2019-01-02 17:00:00,108.96,613.0,9036.0,0.0,13462.0,16.0,10576.0,1632.0,0.0,88.0
42,2019-01-02 18:00:00,109.26,614.0,8872.0,0.0,12887.0,0.0,10684.0,1632.0,0.0,88.0
43,2019-01-02 19:00:00,110.53,613.0,8891.0,0.0,12238.0,0.0,10972.0,1632.0,0.0,88.0
44,2019-01-02 20:00:00,111.62,613.0,8508.0,0.0,10968.0,0.0,11020.0,1632.0,0.0,88.0
