UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-04-07 00:00:00,1002.0,1101.0,4545.0,25.0,296.0,159.0
2023-04-07 01:00:00,1021.0,1101.0,4873.0,15.0,362.0,164.0
2023-04-07 02:00:00,1021.0,1101.0,5334.0,6.0,477.0,161.0
2023-04-07 03:00:00,1021.0,1102.0,5438.0,29.0,423.0,160.0
2023-04-07 04:00:00,1017.0,1103.0,5366.0,29.0,557.0,162.0
2023-04-07 05:00:00,1020.0,1102.0,5108.0,27.0,471.0,158.0
2023-04-07 06:00:00,1024.0,1102.0,4239.0,23.0,431.0,154.0
2023-04-07 07:00:00,1020.0,1103.0,3906.0,8.0,381.0,152.0
2023-04-07 08:00:00,959.0,1103.0,4297.0,1.0,367.0,153.0
2023-04-07 09:00:00,938.0,1103.0,4277.0,0.0,366.0,150.0
2023-04-07 10:00:00,940.0,1102.0,4256.0,0.0,331.0,153.0
2023-04-07 11:00:00,964.0,1102.0,4293.0,0.0,359.0,151.0
2023-04-07 12:00:00,965.0,1103.0,4560.0,0.0,363.0,150.0
2023-04-07 13:00:00,965.0,1103.0,5064.0,0.0,469.0,156.0
2023-04-07 14:00:00,973.0,1102.0,5465.0,0.0,590.0,165.0
2023-04-07 15:00:00,1010.0,1102.0,5739.0,8.0,564.0,167.0
2023-04-07 16:00:00,996.0,1100.0,5305.0,14.0,424.0,165.0
2023-04-07 17:00:00,972.0,1099.0,5482.0,30.0,311.0,165.0
2023-04-07 18:00:00,969.0,1098.0,5557.0,47.0,323.0,164.0
2023-04-07 19:00:00,968.0,1096.0,5713.0,58.0,346.0,165.0
2023-04-07 20:00:00,968.0,1097.0,5542.0,70.0,320.0,163.0
2023-04-07 21:00:00,970.0,1096.0,5187.0,96.0,176.0,162.0
2023-04-07 22:00:00,968.0,1095.0,4384.0,87.0,175.0,142.0
2023-04-07 23:00:00,967.0,1094.0,3952.0,107.0,238.0,167.0
