Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
42144,2023-10-23 00:00:00,2024-07-17 00:00:00,3.1,96.21,906.0,1144.0,4641.0,33.0,188.0,153.0
42145,2023-10-23 01:00:00,2024-07-17 00:00:00,3.1,91.2,905.0,1142.0,4929.0,32.0,385.0,153.0
42146,2023-10-23 02:00:00,2024-07-17 00:00:00,3.1,86.46,912.0,1142.0,5139.0,27.0,701.0,150.0
42147,2023-10-23 03:00:00,2024-07-17 00:00:00,3.1,88.0,914.0,1145.0,4837.0,24.0,800.0,150.0
42148,2023-10-23 04:00:00,2024-07-17 00:00:00,3.1,89.01,901.0,1146.0,4514.0,1.0,905.0,149.0
42149,2023-10-23 05:00:00,2024-07-17 00:00:00,3.1,94.25,896.0,1147.0,4019.0,3.0,839.0,152.0
42150,2023-10-23 06:00:00,2024-07-17 00:00:00,3.1,90.93,805.0,1147.0,3571.0,3.0,1030.0,149.0
42151,2023-10-23 07:00:00,2024-07-17 00:00:00,3.1,94.53,804.0,1146.0,3201.0,5.0,1041.0,148.0
42152,2023-10-23 08:00:00,2024-07-17 00:00:00,3.1,93.5,804.0,1147.0,3320.0,0.0,1000.0,145.0
42153,2023-10-23 09:00:00,2024-07-17 00:00:00,3.1,93.87,805.0,1147.0,3343.0,1.0,971.0,147.0
42154,2023-10-23 10:00:00,2024-07-17 00:00:00,3.1,92.12,803.0,1149.0,3470.0,0.0,999.0,148.0
42155,2023-10-23 11:00:00,2024-07-17 00:00:00,3.1,88.54,803.0,1149.0,3591.0,0.0,1154.0,142.0
42156,2023-10-23 12:00:00,2024-07-17 00:00:00,3.1,85.26,803.0,1150.0,3678.0,0.0,1367.0,140.0
42157,2023-10-23 13:00:00,2024-07-17 00:00:00,3.1,78.25,808.0,1150.0,4381.0,0.0,1639.0,147.0
42158,2023-10-23 14:00:00,2024-07-17 00:00:00,3.1,79.33,903.0,1150.0,4430.0,0.0,2051.0,148.0
42159,2023-10-23 15:00:00,2024-07-17 00:00:00,3.1,76.13,927.0,1149.0,4880.0,2.0,2261.0,147.0
42160,2023-10-23 16:00:00,2024-07-17 00:00:00,3.1,75.92,902.0,1152.0,4599.0,26.0,2371.0,150.0
42161,2023-10-23 17:00:00,2024-07-17 00:00:00,3.1,75.82,901.0,1149.0,4517.0,41.0,2449.0,151.0
42162,2023-10-23 18:00:00,2024-07-17 00:00:00,3.1,77.55,904.0,1147.0,4064.0,34.0,2580.0,149.0
42163,2023-10-23 19:00:00,2024-07-17 00:00:00,3.1,77.89,903.0,1145.0,3905.0,52.0,2613.0,145.0
42164,2023-10-23 20:00:00,2024-07-17 00:00:00,3.1,78.6,902.0,1146.0,3860.0,38.0,2575.0,147.0
42165,2023-10-23 21:00:00,2024-07-17 00:00:00,3.1,79.79,903.0,1148.0,3735.0,35.0,2586.0,153.0
42166,2023-10-23 22:00:00,2024-07-17 00:00:00,3.1,79.82,904.0,1148.0,3690.0,42.0,2594.0,150.0
42167,2023-10-23 23:00:00,2024-07-17 00:00:00,3.1,83.7,902.0,1147.0,3493.0,36.0,2285.0,149.0
