UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-07-20 00:00:00,946.0,1129.0,9623.0,121.0,399.0,108.0
2023-07-20 01:00:00,948.0,1128.0,9859.0,120.0,324.0,102.0
2023-07-20 02:00:00,958.0,1128.0,9899.0,108.0,262.0,96.0
2023-07-20 03:00:00,968.0,1127.0,10206.0,63.0,192.0,96.0
2023-07-20 04:00:00,991.0,1127.0,9638.0,18.0,126.0,95.0
2023-07-20 05:00:00,1003.0,1129.0,8421.0,9.0,82.0,97.0
2023-07-20 06:00:00,1003.0,1132.0,6809.0,13.0,58.0,95.0
2023-07-20 07:00:00,1003.0,1143.0,5660.0,5.0,48.0,94.0
2023-07-20 08:00:00,977.0,1143.0,5070.0,0.0,36.0,92.0
2023-07-20 09:00:00,978.0,1143.0,4586.0,4.0,54.0,95.0
2023-07-20 10:00:00,978.0,1133.0,4198.0,0.0,83.0,97.0
2023-07-20 11:00:00,970.0,1135.0,3925.0,0.0,112.0,92.0
2023-07-20 12:00:00,909.0,1135.0,4007.0,0.0,232.0,94.0
2023-07-20 13:00:00,942.0,1135.0,4242.0,2.0,256.0,102.0
2023-07-20 14:00:00,1007.0,1135.0,5841.0,25.0,279.0,108.0
2023-07-20 15:00:00,1007.0,1135.0,5835.0,100.0,227.0,107.0
2023-07-20 16:00:00,1009.0,1134.0,6354.0,126.0,184.0,105.0
2023-07-20 17:00:00,1006.0,1133.0,6826.0,123.0,66.0,104.0
2023-07-20 18:00:00,1005.0,1131.0,7015.0,126.0,14.0,104.0
2023-07-20 19:00:00,1003.0,1130.0,7499.0,123.0,19.0,108.0
2023-07-20 20:00:00,997.0,1127.0,7836.0,124.0,37.0,110.0
2023-07-20 21:00:00,994.0,1124.0,8208.0,125.0,68.0,112.0
2023-07-20 22:00:00,990.0,1126.0,8693.0,127.0,79.0,111.0
2023-07-20 23:00:00,993.0,1127.0,8935.0,125.0,71.0,108.0
