Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
43752,2023-12-29 00:00:00,2024-07-17 00:00:00,3.1,27.66,378.0,1154.0,7194.0,3.0,49.0,188.0
43753,2023-12-29 01:00:00,2024-07-17 00:00:00,3.1,24.37,380.0,1153.0,8364.0,22.0,119.0,189.0
43754,2023-12-29 02:00:00,2024-07-17 00:00:00,3.1,23.93,381.0,1154.0,8692.0,0.0,130.0,194.0
43755,2023-12-29 03:00:00,2024-07-17 00:00:00,3.1,24.84,380.0,1154.0,8284.0,0.0,116.0,193.0
43756,2023-12-29 04:00:00,2024-07-17 00:00:00,3.1,24.98,382.0,1155.0,8323.0,0.0,71.0,194.0
43757,2023-12-29 05:00:00,2024-07-17 00:00:00,3.1,26.72,380.0,1155.0,7625.0,0.0,63.0,193.0
43758,2023-12-29 06:00:00,2024-07-17 00:00:00,3.1,28.08,382.0,1155.0,7115.0,0.0,101.0,191.0
43759,2023-12-29 07:00:00,2024-07-17 00:00:00,3.1,28.69,380.0,1154.0,6756.0,0.0,94.0,183.0
43760,2023-12-29 08:00:00,2024-07-17 00:00:00,3.1,32.04,380.0,1154.0,5840.0,0.0,132.0,184.0
43761,2023-12-29 09:00:00,2024-07-17 00:00:00,3.1,34.39,380.0,1156.0,5275.0,0.0,185.0,185.0
43762,2023-12-29 10:00:00,2024-07-17 00:00:00,3.1,35.9,382.0,1154.0,4934.0,0.0,201.0,182.0
43763,2023-12-29 11:00:00,2024-07-17 00:00:00,3.1,35.95,380.0,1154.0,4967.0,0.0,169.0,184.0
43764,2023-12-29 12:00:00,2024-07-17 00:00:00,3.1,34.07,381.0,1155.0,5367.0,0.0,141.0,183.0
43765,2023-12-29 13:00:00,2024-07-17 00:00:00,3.1,32.43,381.0,1155.0,5711.0,0.0,162.0,183.0
43766,2023-12-29 14:00:00,2024-07-17 00:00:00,3.1,29.19,381.0,1155.0,6640.0,0.0,132.0,186.0
43767,2023-12-29 15:00:00,2024-07-17 00:00:00,3.1,27.88,381.0,1155.0,7230.0,0.0,96.0,194.0
43768,2023-12-29 16:00:00,2024-07-17 00:00:00,3.1,26.06,379.0,1155.0,7725.0,0.0,146.0,191.0
43769,2023-12-29 17:00:00,2024-07-17 00:00:00,3.1,26.62,379.0,1156.0,7585.0,13.0,193.0,197.0
43770,2023-12-29 18:00:00,2024-07-17 00:00:00,3.1,25.97,378.0,1156.0,7723.0,15.0,213.0,194.0
43771,2023-12-29 19:00:00,2024-07-17 00:00:00,3.1,27.2,377.0,1154.0,7404.0,10.0,111.0,195.0
43772,2023-12-29 20:00:00,2024-07-17 00:00:00,3.1,28.01,374.0,1152.0,7015.0,15.0,232.0,197.0
43773,2023-12-29 21:00:00,2024-07-17 00:00:00,3.1,28.02,372.0,1151.0,6599.0,18.0,520.0,192.0
43774,2023-12-29 22:00:00,2024-07-17 00:00:00,3.1,27.79,373.0,1152.0,6610.0,14.0,577.0,191.0
43775,2023-12-29 23:00:00,2024-07-17 00:00:00,3.1,30.49,372.0,1151.0,6194.0,18.0,298.0,197.0
