UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-11-30 00:00:00,1060.0,1143.0,7280.0,6.0,0.0,180.0
2023-11-30 01:00:00,1066.0,1142.0,8363.0,19.0,0.0,189.0
2023-11-30 02:00:00,1065.0,1140.0,8826.0,1.0,0.0,188.0
2023-11-30 03:00:00,1066.0,1142.0,8953.0,0.0,1.0,187.0
2023-11-30 04:00:00,1067.0,1143.0,8445.0,0.0,0.0,186.0
2023-11-30 05:00:00,1057.0,1148.0,7394.0,0.0,0.0,187.0
2023-11-30 06:00:00,1059.0,1151.0,6884.0,0.0,0.0,186.0
2023-11-30 07:00:00,1060.0,1152.0,6244.0,0.0,0.0,184.0
2023-11-30 08:00:00,1057.0,1149.0,5688.0,0.0,0.0,191.0
2023-11-30 09:00:00,1050.0,1144.0,4599.0,0.0,0.0,186.0
2023-11-30 10:00:00,1049.0,1145.0,4414.0,0.0,0.0,185.0
2023-11-30 11:00:00,1062.0,1144.0,4287.0,0.0,0.0,189.0
2023-11-30 12:00:00,1062.0,1143.0,4277.0,0.0,2.0,184.0
2023-11-30 13:00:00,1062.0,1145.0,4956.0,0.0,2.0,186.0
2023-11-30 14:00:00,1063.0,1144.0,6872.0,0.0,0.0,188.0
2023-11-30 15:00:00,1062.0,1144.0,7979.0,0.0,2.0,187.0
2023-11-30 16:00:00,1057.0,1142.0,8663.0,0.0,4.0,186.0
2023-11-30 17:00:00,1062.0,1143.0,8410.0,4.0,1.0,184.0
2023-11-30 18:00:00,1047.0,1146.0,7798.0,10.0,1.0,188.0
2023-11-30 19:00:00,1047.0,1148.0,7263.0,15.0,1.0,190.0
2023-11-30 20:00:00,1045.0,1146.0,6768.0,19.0,3.0,189.0
2023-11-30 21:00:00,1046.0,1147.0,6727.0,20.0,5.0,187.0
2023-11-30 22:00:00,1046.0,1147.0,7022.0,7.0,6.0,184.0
2023-11-30 23:00:00,1047.0,1147.0,7034.0,7.0,19.0,187.0
