UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-12 00:00:00,2024-07-17 00:00:00,3.1,3.88525717037588,295.17856611993966,276.4255172366001,579.0021913883514,0.0933067805139643,988.64935,1148.92169,6033.75618,75.29588,1196.79134,172.32122
2023-09-12 01:00:00,2024-07-17 00:00:00,3.1,2.6027172808945505,289.5981435885779,277.81805399531135,73.84902385730595,0.0425187007282435,975.04183,1149.93994,6510.04254,58.92552,1188.00985,173.44936
2023-09-12 02:00:00,2024-07-17 00:00:00,3.1,2.6027172808945505,289.5981435885779,277.81805399531135,73.84902385730595,0.0425187007282435,958.54549,1151.80968,6820.46195,40.17497,1155.04091,173.5865
2023-09-12 03:00:00,2024-07-17 00:00:00,3.1,2.6027172808945505,289.5981435885779,277.81805399531135,73.84902385730595,0.0425187007282435,944.34735,1152.93911,6772.45191,17.4651,1130.9256,172.55148
2023-09-12 04:00:00,2024-07-17 00:00:00,3.1,2.3305093879376404,287.6391232919983,278.1433999765373,36.92428601100734,0.0674238158153603,931.62792,1154.01429,6389.12994,1.15164,1119.82361,172.73552
2023-09-12 05:00:00,2024-07-17 00:00:00,3.1,2.3305093879376404,287.6391232919983,278.1433999765373,36.92428601100734,0.0674238158153603,912.99806,1153.85295,5854.80695,0.0,1088.79773,173.13836
2023-09-12 06:00:00,2024-07-17 00:00:00,3.1,2.3305093879376404,287.6391232919983,278.1433999765373,36.92428601100734,0.0674238158153603,886.34213,1153.34985,5156.46465,0.0,1046.18819,175.04082
2023-09-12 07:00:00,2024-07-17 00:00:00,3.1,2.291234431958807,286.3524320291684,278.14858985828334,0.0,0.0181283148661511,899.22452,1153.29321,4262.07216,0.0,1040.27255,175.39255
2023-09-12 08:00:00,2024-07-17 00:00:00,3.1,2.291234431958807,286.3524320291684,278.14858985828334,0.0,0.0181283148661511,900.91211,1150.62291,3550.31886,0.0,1006.26853,175.83833
2023-09-12 09:00:00,2024-07-17 00:00:00,3.1,2.291234431958807,286.3524320291684,278.14858985828334,0.0,0.0181283148661511,908.28329,1149.47988,3128.32298,0.0,931.16848,175.61971
2023-09-12 10:00:00,2024-07-17 00:00:00,3.1,2.288984455037949,285.3072213324708,278.02055649637794,0.0,0.0379718444544734,922.644,1148.95522,3019.78867,0.0,874.22163,176.60187
2023-09-12 11:00:00,2024-07-17 00:00:00,3.1,2.288984455037949,285.3072213324708,278.02055649637794,0.0,0.0379718444544734,921.68192,1151.11072,3219.191,0.0,832.34112,175.58434
2023-09-12 12:00:00,2024-07-17 00:00:00,3.1,2.288984455037949,285.3072213324708,278.02055649637794,0.0,0.0379718444544734,917.40346,1153.56142,3652.19901,0.0,784.16446,176.00987
2023-09-12 13:00:00,2024-07-17 00:00:00,3.1,2.330679664376585,288.00460604841976,278.4098549488644,59.62354203180644,0.0394916596196007,894.48187,1153.04296,4216.9649,0.0,741.00791,176.85481
2023-09-12 14:00:00,2024-07-17 00:00:00,3.1,2.330679664376585,288.00460604841976,278.4098549488644,59.62354203180644,0.0394916596196007,878.445,1152.08135,4724.43998,21.67234,722.6061,176.93838
2023-09-12 15:00:00,2024-07-17 00:00:00,3.1,2.330679664376585,288.00460604841976,278.4098549488644,59.62354203180644,0.0394916596196007,848.14552,1151.66786,5062.02549,48.90815,677.26087,176.72895
2023-09-12 16:00:00,2024-07-17 00:00:00,3.1,3.3759891149650856,293.05589802547365,277.84216177812584,269.593616292188,0.0986120266658844,838.4699,1150.35702,5308.48118,68.80849,640.45833,176.9663
2023-09-12 17:00:00,2024-07-17 00:00:00,3.1,3.3759891149650856,293.05589802547365,277.84216177812584,269.593616292188,0.0986120266658844,836.52537,1148.42098,5362.96486,87.48979,613.01167,178.06586
2023-09-12 18:00:00,2024-07-17 00:00:00,3.1,3.3759891149650856,293.05589802547365,277.84216177812584,269.593616292188,0.0986120266658844,863.3531,1145.72532,5291.32895,109.30019,583.57245,176.71708
2023-09-12 19:00:00,2024-07-17 00:00:00,3.1,4.238695684087797,295.0618299561017,276.87974113026894,683.6971279662779,0.0716219541276098,888.87958,1144.51776,5221.23415,122.38166,569.05237,175.82769
2023-09-12 20:00:00,2024-07-17 00:00:00,3.1,4.238695684087797,295.0618299561017,276.87974113026894,683.6971279662779,0.0716219541276098,899.24114,1141.25376,5143.5048,123.73062,578.27559,177.06801
2023-09-12 21:00:00,2024-07-17 00:00:00,3.1,4.238695684087797,295.0618299561017,276.87974113026894,683.6971279662779,0.0716219541276098,893.83322,1141.04317,5204.38989,131.56382,584.84296,174.82684
2023-09-12 22:00:00,2024-07-17 00:00:00,3.1,4.515735264714412,294.00754528656546,276.9661373428946,576.3523064993096,0.2348176643451976,876.83667,1142.09391,5312.75566,129.17853,585.52969,176.20498
2023-09-12 23:00:00,2024-07-17 00:00:00,3.1,4.515735264714412,294.00754528656546,276.9661373428946,576.3523064993096,0.2348176643451976,871.74602,1142.72981,5549.36777,107.61688,552.60734,176.58075
2023-09-13 00:00:00,2024-07-17 00:00:00,3.1,4.515735264714412,294.00754528656546,276.9661373428946,576.3523064993096,0.2348176643451976,878.70327,1148.92169,6154.83728,92.18916,710.8626,169.72521
2023-09-13 01:00:00,2024-07-17 00:00:00,3.1,3.1662200824514004,288.3839863706012,278.0428763097149,79.4708449583741,0.2059872000906873,867.58084,1149.93994,6679.4463,72.68014,717.56055,170.88601
2023-09-13 02:00:00,2024-07-17 00:00:00,3.1,3.1662200824514004,288.3839863706012,278.0428763097149,79.4708449583741,0.2059872000906873,852.98953,1151.80968,7021.56515,50.20847,709.03232,170.99991
2023-09-13 03:00:00,2024-07-17 00:00:00,3.1,3.1662200824514004,288.3839863706012,278.0428763097149,79.4708449583741,0.2059872000906873,841.05779,1152.93911,6994.13535,22.29761,723.56487,170.06021
2023-09-13 04:00:00,2024-07-17 00:00:00,3.1,2.7480686102883927,286.42619372057914,278.08524080157434,39.7354106409964,0.3085886208112445,830.32458,1154.01429,6609.53345,1.25983,757.73854,170.23328
2023-09-13 05:00:00,2024-07-17 00:00:00,3.1,2.7480686102883927,286.42619372057914,278.08524080157434,39.7354106409964,0.3085886208112445,814.80944,1153.85295,6032.82653,0.0,766.43117,170.69409
2023-09-13 06:00:00,2024-07-17 00:00:00,3.1,2.7480686102883927,286.42619372057914,278.08524080157434,39.7354106409964,0.3085886208112445,792.2939,1153.34985,5265.48275,0.0,777.57223,172.5333
2023-09-13 07:00:00,2024-07-17 00:00:00,3.1,2.4263482653957498,285.0911621287971,277.87453276368194,0.0,0.036811919168884,803.97544,1153.29321,4304.82348,0.0,809.38607,172.89602
2023-09-13 08:00:00,2024-07-17 00:00:00,3.1,2.4263482653957498,285.0911621287971,277.87453276368194,0.0,0.036811919168884,805.82407,1150.62291,3534.498,0.0,823.88347,173.39085
2023-09-13 09:00:00,2024-07-17 00:00:00,3.1,2.4263482653957498,285.0911621287971,277.87453276368194,0.0,0.036811919168884,812.86078,1149.47988,3065.87449,0.0,784.71903,173.19392
2023-09-13 10:00:00,2024-07-17 00:00:00,3.1,2.216528021641701,284.00774413184183,277.4859998556078,0.0,0.0627151420158424,826.09348,1148.95522,2927.1691,0.0,777.56342,174.23228
2023-09-13 11:00:00,2024-07-17 00:00:00,3.1,2.216528021641701,284.00774413184183,277.4859998556078,0.0,0.0627151420158424,826.33311,1151.11072,3127.46441,0.0,794.17984,173.29295
2023-09-13 12:00:00,2024-07-17 00:00:00,3.1,2.216528021641701,284.00774413184183,277.4859998556078,0.0,0.0627151420158424,823.06938,1153.56142,3584.55846,0.0,791.43385,173.70293
2023-09-13 13:00:00,2024-07-17 00:00:00,3.1,2.0224746521369026,286.92943136179247,277.6333126276444,60.70455727604704,0.0250157739770194,803.29902,1153.04296,4183.33429,0.0,807.76783,174.52365
2023-09-13 14:00:00,2024-07-17 00:00:00,3.1,2.0224746521369026,286.92943136179247,277.6333126276444,60.70455727604704,0.0250157739770194,789.90524,1152.08135,4722.94207,25.96663,837.56414,174.51584
2023-09-13 15:00:00,2024-07-17 00:00:00,3.1,2.0224746521369026,286.92943136179247,277.6333126276444,60.70455727604704,0.0250157739770194,763.40385,1151.66786,5083.5585,58.4427,829.97764,174.38009
2023-09-13 16:00:00,2024-07-17 00:00:00,3.1,2.334306467635507,292.58061272349164,276.5852222688163,278.50622705072743,0.1044170784957859,755.39498,1150.35702,5336.35482,83.15,818.62338,174.65218
2023-09-13 17:00:00,2024-07-17 00:00:00,3.1,2.334306467635507,292.58061272349164,276.5852222688163,278.50622705072743,0.1044170784957859,753.88139,1148.42098,5384.40358,107.39208,821.69877,175.75576
2023-09-13 18:00:00,2024-07-17 00:00:00,3.1,2.334306467635507,292.58061272349164,276.5852222688163,278.50622705072743,0.1044170784957859,777.68549,1145.72532,5282.08052,135.66018,817.1703,174.44631
2023-09-13 19:00:00,2024-07-17 00:00:00,3.1,2.7557987096814847,295.2665468020283,274.9058408186462,737.4559140649045,0.0942292173427025,800.05152,1144.51776,5180.40441,152.55236,842.85979,173.55864
2023-09-13 20:00:00,2024-07-17 00:00:00,3.1,2.7557987096814847,295.2665468020283,274.9058408186462,737.4559140649045,0.0942292173427025,809.09136,1141.25376,5087.23998,154.01858,858.45094,174.76845
2023-09-13 21:00:00,2024-07-17 00:00:00,3.1,2.7557987096814847,295.2665468020283,274.9058408186462,737.4559140649045,0.0942292173427025,803.16508,1141.04317,5146.29984,162.48677,857.90544,172.6427
2023-09-13 22:00:00,2024-07-17 00:00:00,3.1,2.9939472652579564,295.0020559196707,274.32054577823214,629.5226448008513,0.1728658957214881,787.52311,1142.09391,5292.02215,158.47587,857.44496,174.03804
2023-09-13 23:00:00,2024-07-17 00:00:00,3.1,2.9939472652579564,295.0020559196707,274.32054577823214,629.5226448008513,0.1728658957214881,783.16412,1142.72981,5581.51697,131.5968,823.17006,174.3959
2023-09-14 00:00:00,2024-07-17 00:00:00,3.1,2.9939472652579564,295.0020559196707,274.32054577823214,629.5226448008513,0.1728658957214881,785.37162,1148.92169,6547.84868,118.11398,600.22648,167.82294
2023-09-14 01:00:00,2024-07-17 00:00:00,3.1,2.3465042833675183,288.91849787837486,275.2770596048365,84.95761676842265,0.0303373894899046,776.35883,1149.93994,6994.40639,93.91831,591.9058,169.00768
2023-09-14 02:00:00,2024-07-17 00:00:00,3.1,2.3465042833675183,288.91849787837486,275.2770596048365,84.95761676842265,0.0303373894899046,763.38459,1151.80968,7266.86048,65.89329,569.15913,169.10453
2023-09-14 03:00:00,2024-07-17 00:00:00,3.1,2.3465042833675183,288.91849787837486,275.2770596048365,84.95761676842265,0.0303373894899046,753.37681,1152.93911,7160.33572,30.05977,550.3628,168.23469
2023-09-14 04:00:00,2024-07-17 00:00:00,3.1,2.1286234834218867,287.0428695134106,275.208716342256,42.47877499673195,0.0327082093123803,744.32981,1154.01429,6709.36854,1.57936,543.24181,168.39972
2023-09-14 05:00:00,2024-07-17 00:00:00,3.1,2.1286234834218867,287.0428695134106,275.208716342256,42.47877499673195,0.0327082093123803,731.45876,1153.85295,6102.45795,0.0,532.20901,168.90301
2023-09-14 06:00:00,2024-07-17 00:00:00,3.1,2.1286234834218867,287.0428695134106,275.208716342256,42.47877499673195,0.0327082093123803,712.45779,1153.34985,5336.47869,0.0,514.53894,170.69586
2023-09-14 07:00:00,2024-07-17 00:00:00,3.1,2.06302471951822,285.70989957514587,275.00559314364614,0.0,0.0004318202542029,723.11999,1153.29321,4404.62998,0.0,511.13432,171.06665
2023-09-14 08:00:00,2024-07-17 00:00:00,3.1,2.06302471951822,285.70989957514587,275.00559314364614,0.0,0.0004318202542029,725.1053,1150.62291,3665.67145,0.0,495.07284,171.59742
2023-09-14 09:00:00,2024-07-17 00:00:00,3.1,2.06302471951822,285.70989957514587,275.00559314364614,0.0,0.0004318202542029,731.85818,1149.47988,3218.39098,0.0,448.44463,171.41637
2023-09-14 10:00:00,2024-07-17 00:00:00,3.1,2.001148516761879,284.7031062234727,274.6680820066066,0.0,0.0006792063496655,744.13317,1148.95522,3098.59623,0.0,417.01812,172.49592
2023-09-14 11:00:00,2024-07-17 00:00:00,3.1,2.001148516761879,284.7031062234727,274.6680820066066,0.0,0.0006792063496655,745.39296,1151.11072,3287.30586,0.0,394.71073,171.61391
2023-09-14 12:00:00,2024-07-17 00:00:00,3.1,2.001148516761879,284.7031062234727,274.6680820066066,0.0,0.0006792063496655,742.99061,1153.56142,3721.93959,0.0,363.57418,172.01247
2023-09-14 13:00:00,2024-07-17 00:00:00,3.1,1.770682091823239,288.18832111921324,275.1320438985251,64.59580579080394,8.238850026681937e-05,725.89529,1153.04296,4289.1662,0.0,342.62612,172.81547
2023-09-14 14:00:00,2024-07-17 00:00:00,3.1,1.770682091823239,288.18832111921324,275.1320438985251,64.59580579080394,8.238850026681937e-05,714.74523,1152.08135,4807.72014,32.21772,342.8351,172.74068
2023-09-14 15:00:00,2024-07-17 00:00:00,3.1,1.770682091823239,288.18832111921324,275.1320438985251,64.59580579080394,8.238850026681937e-05,691.46785,1151.66786,5170.42962,72.47599,324.89092,172.65891
2023-09-14 16:00:00,2024-07-17 00:00:00,3.1,2.224989735879156,294.3993015176001,274.1120193941242,290.7048997475971,0.0022476232521012,684.87384,1150.35702,5451.54541,104.56196,311.48861,172.95648
2023-09-14 17:00:00,2024-07-17 00:00:00,3.1,2.224989735879156,294.3993015176001,274.1120193941242,290.7048997475971,0.0022476232521012,683.72618,1148.42098,5534.22918,137.55629,303.9659,174.063
2023-09-14 18:00:00,2024-07-17 00:00:00,3.1,2.224989735879156,294.3993015176001,274.1120193941242,290.7048997475971,0.0022476232521012,704.96358,1145.72532,5493.31788,176.08604,294.64607,172.78236
2023-09-14 19:00:00,2024-07-17 00:00:00,3.1,2.8435098049751435,297.1274115410263,272.3204064431717,773.9018587244248,0.0044094839621634,724.64674,1144.51776,5466.37998,199.10427,299.15501,171.89595
2023-09-14 20:00:00,2024-07-17 00:00:00,3.1,2.8435098049751435,297.1274115410263,272.3204064431717,773.9018587244248,0.0044094839621634,732.56467,1141.25376,5447.87289,200.83314,316.33223,173.0834
2023-09-14 21:00:00,2024-07-17 00:00:00,3.1,2.8435098049751435,297.1274115410263,272.3204064431717,773.9018587244248,0.0044094839621634,726.19824,1141.04317,5578.8804,210.13993,334.12441,171.04224
2023-09-14 22:00:00,2024-07-17 00:00:00,3.1,2.851498522550843,296.848283088989,272.0569845797098,661.5329350434586,0.0070423087418551,711.70608,1142.09391,5754.38854,203.47313,352.06724,172.45018
2023-09-14 23:00:00,2024-07-17 00:00:00,3.1,2.851498522550843,296.848283088989,272.0569845797098,661.5329350434586,0.0070423087418551,707.96828,1142.72981,6029.48511,168.36717,348.5024,172.79491
