Interval,UTC Time,Next Time,Time Difference
60.0,2019-08-22 08:00:00+00:00,2019-08-22 10:00:00+00:00,0 days 02:00:00
60.0,2019-08-26 11:00:00+00:00,2019-08-27 05:00:00+00:00,0 days 18:00:00
60.0,2019-08-29 18:00:00+00:00,2019-08-30 06:00:00+00:00,0 days 12:00:00
60.0,2019-12-10 11:00:00+00:00,2019-12-10 13:00:00+00:00,0 days 02:00:00
Total Missing Minutes:,1800.0,,
Total Missing Percent:,0.0854,,
