UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast
2023-04-04 00:00:00,2024-07-17 00:00:00,3.1,1.7094616210990463,272.3932911918861,268.0692695671819,0.011354676327459,0.0057273782400906,28570.99964
2023-04-04 01:00:00,2024-07-17 00:00:00,3.1,1.630926301308373,271.9823155610676,267.5281870479213,0.0,0.0048352751482122,24408.00009
2023-04-04 02:00:00,2024-07-17 00:00:00,3.1,1.630926301308373,271.9823155610676,267.5281870479213,0.0,0.0048352751482122,21165.00078
2023-04-04 03:00:00,2024-07-17 00:00:00,3.1,1.630926301308373,271.9823155610676,267.5281870479213,0.0,0.0048352751482122,18807.99904
2023-04-04 04:00:00,2024-07-17 00:00:00,3.1,1.5455466854340398,273.07958485500143,267.6868997398258,10.667736249015537,0.0160307208941583,17234.00065
2023-04-04 05:00:00,2024-07-17 00:00:00,3.1,1.5455466854340398,273.07958485500143,267.6868997398258,10.667736249015537,0.0160307208941583,15785.99976
2023-04-04 06:00:00,2024-07-17 00:00:00,3.1,1.5455466854340398,273.07958485500143,267.6868997398258,10.667736249015537,0.0160307208941583,12026.00016
2023-04-04 07:00:00,2024-07-17 00:00:00,3.1,2.0594027903498304,277.62119358040013,268.122530679888,370.73893178802285,0.0142886977093508,8679.99989
2023-04-04 08:00:00,2024-07-17 00:00:00,3.1,2.0594027903498304,277.62119358040013,268.122530679888,370.73893178802285,0.0142886977093508,8089.00001
2023-04-04 09:00:00,2024-07-17 00:00:00,3.1,2.0594027903498304,277.62119358040013,268.122530679888,370.73893178802285,0.0142886977093508,8075.99981
2023-04-04 10:00:00,2024-07-17 00:00:00,3.1,2.0908867009221943,279.8125561941019,268.6136389181109,511.0992935322598,0.0640103702608464,8063.00009
2023-04-04 11:00:00,2024-07-17 00:00:00,3.1,2.0908867009221943,279.8125561941019,268.6136389181109,511.0992935322598,0.0640103702608464,8264.00022
2023-04-04 12:00:00,2024-07-17 00:00:00,3.1,2.0908867009221943,279.8125561941019,268.6136389181109,511.0992935322598,0.0640103702608464,8686.99959
2023-04-04 13:00:00,2024-07-17 00:00:00,3.1,2.2275004246902537,279.9653160250261,269.1936321630878,556.206675214531,0.049298970295672,9376.00009
2023-04-04 14:00:00,2024-07-17 00:00:00,3.1,2.2275004246902537,279.9653160250261,269.1936321630878,556.206675214531,0.049298970295672,10294.0
2023-04-04 15:00:00,2024-07-17 00:00:00,3.1,2.2275004246902537,279.9653160250261,269.1936321630878,556.206675214531,0.049298970295672,11084.00017
2023-04-04 16:00:00,2024-07-17 00:00:00,3.1,1.8631493301994648,275.8190166919192,269.9750724729922,363.5354126180173,0.0752808111278085,11157.00007
2023-04-04 17:00:00,2024-07-17 00:00:00,3.1,1.8631493301994648,275.8190166919192,269.9750724729922,363.5354126180173,0.0752808111278085,11684.99976
2023-04-04 18:00:00,2024-07-17 00:00:00,3.1,1.8631493301994648,275.8190166919192,269.9750724729922,363.5354126180173,0.0752808111278085,14376.99995
2023-04-04 19:00:00,2024-07-17 00:00:00,3.1,1.8576751272960244,274.0152896549987,269.4591597511196,0.03601027816125,0.0007158474231903,16469.99993
2023-04-04 20:00:00,2024-07-17 00:00:00,3.1,1.8576751272960244,274.0152896549987,269.4591597511196,0.03601027816125,0.0007158474231903,17018.99968
2023-04-04 21:00:00,2024-07-17 00:00:00,3.1,1.8576751272960244,274.0152896549987,269.4591597511196,0.03601027816125,0.0007158474231903,16369.00026
2023-04-04 22:00:00,2024-07-17 00:00:00,3.1,2.0178897395854216,273.28213479756204,269.28609499457224,0.0180686049042047,0.0012724093542561,14388.00031
2023-04-04 23:00:00,2024-07-17 00:00:00,3.1,2.0178897395854216,273.28213479756204,269.28609499457224,0.0180686049042047,0.0012724093542561,12759.99983
2023-04-05 00:00:00,2024-07-17 00:00:00,3.1,2.0178897395854216,273.28213479756204,269.28609499457224,0.0180686049042047,0.0012724093542561,11163.75705
2023-04-05 01:00:00,2024-07-17 00:00:00,3.1,2.1077059930463093,272.7837336123307,269.0585321345736,0.0,9.309147517783978e-05,11939.05458
2023-04-05 02:00:00,2024-07-17 00:00:00,3.1,2.1077059930463093,272.7837336123307,269.0585321345736,0.0,9.309147517783978e-05,12584.82981
2023-04-05 03:00:00,2024-07-17 00:00:00,3.1,2.1077059930463093,272.7837336123307,269.0585321345736,0.0,9.309147517783978e-05,13214.71564
2023-04-05 04:00:00,2024-07-17 00:00:00,3.1,2.2293302216727566,274.20682983471164,269.3701723473606,11.67740125275402,0.0008295762707003,13309.22408
2023-04-05 05:00:00,2024-07-17 00:00:00,3.1,2.2293302216727566,274.20682983471164,269.3701723473606,11.67740125275402,0.0008295762707003,14512.27091
2023-04-05 06:00:00,2024-07-17 00:00:00,3.1,2.2293302216727566,274.20682983471164,269.3701723473606,11.67740125275402,0.0008295762707003,15778.64125
2023-04-05 07:00:00,2024-07-17 00:00:00,3.1,3.257826238008021,279.55229334396245,270.6011417556895,370.034321136891,4.5691622247641454e-05,16088.71383
2023-04-05 08:00:00,2024-07-17 00:00:00,3.1,3.257826238008021,279.55229334396245,270.6011417556895,370.034321136891,4.5691622247641454e-05,16531.90929
2023-04-05 09:00:00,2024-07-17 00:00:00,3.1,3.257826238008021,279.55229334396245,270.6011417556895,370.034321136891,4.5691622247641454e-05,17691.5006
2023-04-05 10:00:00,2024-07-17 00:00:00,3.1,3.6506962779122665,281.9304547803899,271.0425685990466,510.285098970309,0.0095965061526771,19561.66427
2023-04-05 11:00:00,2024-07-17 00:00:00,3.1,3.6506962779122665,281.9304547803899,271.0425685990466,510.285098970309,0.0095965061526771,20859.58315
2023-04-05 12:00:00,2024-07-17 00:00:00,3.1,3.6506962779122665,281.9304547803899,271.0425685990466,510.285098970309,0.0095965061526771,21642.57115
