datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2023-06-27 00:00:00,DPT,2 m above ground,31.75,-90.75,291.24411913655746,290.65523512325944,289.9744897367125,290.59926094792905,289.930490618832,288.80059756832065,288.7698241531841,291.64964363150654,289.38573570364105,288.81354373895823,288.55239873173355,290.00406301399954,290.5572128153676,289.6347023970493,289.74637376000123,293.1522656266036,290.8010741009185,290.34771776455375,290.1035083428013,291.4809337587882,292.3881313551449,292.15876403128794,292.33564138759766,295.247897935326,293.31711438046017,293.08005020444864,292.986235672789,293.9323744233377,294.4151695553837,293.85144648307096,293.6100199108518,295.98134397851726
