UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-04-12 00:00:00,2024-07-17 00:00:00,3.1,6.671176657507992,290.59990717891924,274.84523241344,636.9763053693538,0.1636265472525043,2027.6581,205.23504,699.67283,32.74308,659.22326
2023-04-12 01:00:00,2024-07-17 00:00:00,3.1,5.513721622157481,285.0466501779283,274.238282501369,49.42028629415741,0.1287889431758475,2054.82322,203.74673,666.95582,32.89979,631.41404
2023-04-12 02:00:00,2024-07-17 00:00:00,3.1,5.513721622157481,285.0466501779283,274.238282501369,49.42028629415741,0.1287889431758475,2086.25229,205.8471,668.88553,30.92382,631.75604
2023-04-12 03:00:00,2024-07-17 00:00:00,3.1,5.513721622157481,285.0466501779283,274.238282501369,49.42028629415741,0.1287889431758475,2126.51406,201.19966,678.50124,30.50725,642.86909
2023-04-12 04:00:00,2024-07-17 00:00:00,3.1,5.22567304817262,282.8907837467824,274.2557350109755,24.71009349561579,0.3181321366315984,2158.64671,202.50038,691.61018,29.82154,599.54025
2023-04-12 05:00:00,2024-07-17 00:00:00,3.1,5.22567304817262,282.8907837467824,274.2557350109755,24.71009349561579,0.3181321366315984,2151.32596,205.59165,690.83237,28.12608,595.55612
2023-04-12 06:00:00,2024-07-17 00:00:00,3.1,5.22567304817262,282.8907837467824,274.2557350109755,24.71009349561579,0.3181321366315984,2162.11277,207.06741,719.66794,24.28144,614.50548
2023-04-12 07:00:00,2024-07-17 00:00:00,3.1,4.952947203856632,281.3763353351693,273.99738936554263,0.0,0.2546339145799081,2138.33728,199.38984,709.67262,20.35356,615.78198
2023-04-12 08:00:00,2024-07-17 00:00:00,3.1,4.952947203856632,281.3763353351693,273.99738936554263,0.0,0.2546339145799081,2143.72575,200.94852,708.80873,18.00922,654.6799
2023-04-12 09:00:00,2024-07-17 00:00:00,3.1,4.952947203856632,281.3763353351693,273.99738936554263,0.0,0.2546339145799081,2139.98509,197.19352,708.03889,18.85241,687.48602
