UTC time,coal,nat_gas,hydro,solar,wind
2023-06-15 00:00:00,2515.0,251.0,1390.0,93.0,142.0
2023-06-15 01:00:00,2621.0,272.0,1381.0,58.0,173.0
2023-06-15 02:00:00,2662.0,228.0,1411.0,21.0,378.0
2023-06-15 03:00:00,2319.0,182.0,1411.0,1.0,429.0
2023-06-15 04:00:00,2009.0,178.0,1378.0,0.0,592.0
2023-06-15 05:00:00,1896.0,177.0,1291.0,0.0,634.0
2023-06-15 06:00:00,1747.0,178.0,1233.0,0.0,553.0
2023-06-15 07:00:00,1667.0,178.0,1143.0,0.0,392.0
2023-06-15 08:00:00,1710.0,181.0,1078.0,0.0,300.0
2023-06-15 09:00:00,1905.0,248.0,1042.0,0.0,206.0
2023-06-15 10:00:00,2014.0,232.0,1022.0,0.0,184.0
2023-06-15 11:00:00,1979.0,213.0,977.0,0.0,149.0
2023-06-15 12:00:00,1956.0,195.0,1050.0,0.0,209.0
2023-06-15 13:00:00,1975.0,213.0,1081.0,21.0,251.0
2023-06-15 14:00:00,1880.0,206.0,1094.0,89.0,207.0
2023-06-15 15:00:00,1945.0,207.0,1118.0,126.0,119.0
2023-06-15 16:00:00,1974.0,208.0,1137.0,97.0,181.0
2023-06-15 17:00:00,1964.0,207.0,1140.0,169.0,261.0
2023-06-15 18:00:00,1975.0,207.0,1144.0,190.0,261.0
2023-06-15 19:00:00,1982.0,209.0,1153.0,152.0,226.0
2023-06-15 20:00:00,2067.0,260.0,1147.0,115.0,181.0
2023-06-15 21:00:00,2044.0,208.0,1144.0,102.0,319.0
2023-06-15 22:00:00,2029.0,207.0,1193.0,109.0,409.0
2023-06-15 23:00:00,2053.0,244.0,1252.0,115.0,195.0
