Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
38568,2023-05-27 00:00:00,2024-07-17 00:00:00,3.1,356.21,1575.0,181.0,1192.0,111.0,939.0
38569,2023-05-27 01:00:00,2024-07-17 00:00:00,3.1,392.11,1727.0,260.0,1224.0,73.0,757.0
38570,2023-05-27 02:00:00,2024-07-17 00:00:00,3.1,429.06,2112.0,291.0,1215.0,34.0,809.0
38571,2023-05-27 03:00:00,2024-07-17 00:00:00,3.1,404.35,1948.0,271.0,1228.0,0.0,930.0
38572,2023-05-27 04:00:00,2024-07-17 00:00:00,3.1,403.16,1774.0,267.0,1214.0,0.0,771.0
38573,2023-05-27 05:00:00,2024-07-17 00:00:00,3.1,394.0,1768.0,259.0,1196.0,0.0,876.0
38574,2023-05-27 06:00:00,2024-07-17 00:00:00,3.1,385.11,1665.0,243.0,1074.0,0.0,967.0
38575,2023-05-27 07:00:00,2024-07-17 00:00:00,3.1,395.35,1666.0,269.0,1006.0,0.0,935.0
38576,2023-05-27 08:00:00,2024-07-17 00:00:00,3.1,392.99,1660.0,178.0,1062.0,0.0,875.0
38577,2023-05-27 09:00:00,2024-07-17 00:00:00,3.1,398.19,1668.0,180.0,1049.0,0.0,846.0
38578,2023-05-27 10:00:00,2024-07-17 00:00:00,3.1,403.47,1600.0,176.0,1029.0,0.0,742.0
38579,2023-05-27 11:00:00,2024-07-17 00:00:00,3.1,420.88,1634.0,183.0,1011.0,0.0,643.0
38580,2023-05-27 12:00:00,2024-07-17 00:00:00,3.1,399.65,1597.0,176.0,1041.0,0.0,762.0
38581,2023-05-27 13:00:00,2024-07-17 00:00:00,3.1,390.01,1536.0,182.0,1110.0,15.0,705.0
38582,2023-05-27 14:00:00,2024-07-17 00:00:00,3.1,382.02,1502.0,201.0,1123.0,77.0,678.0
38583,2023-05-27 15:00:00,2024-07-17 00:00:00,3.1,368.81,1523.0,201.0,1156.0,142.0,746.0
38584,2023-05-27 16:00:00,2024-07-17 00:00:00,3.1,368.61,1546.0,209.0,1095.0,177.0,807.0
38585,2023-05-27 17:00:00,2024-07-17 00:00:00,3.1,371.01,1539.0,221.0,1028.0,195.0,825.0
38586,2023-05-27 18:00:00,2024-07-17 00:00:00,3.1,369.18,1551.0,200.0,1021.0,193.0,861.0
38587,2023-05-27 19:00:00,2024-07-17 00:00:00,3.1,359.13,1548.0,201.0,1080.0,193.0,911.0
38588,2023-05-27 20:00:00,2024-07-17 00:00:00,3.1,355.28,1551.0,201.0,1055.0,192.0,984.0
38589,2023-05-27 21:00:00,2024-07-17 00:00:00,3.1,351.71,1567.0,184.0,1099.0,147.0,1039.0
38590,2023-05-27 22:00:00,2024-07-17 00:00:00,3.1,349.86,1544.0,186.0,1111.0,132.0,1032.0
38591,2023-05-27 23:00:00,2024-07-17 00:00:00,3.1,345.88,1526.0,184.0,1133.0,151.0,1015.0
