Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
36744,2023-03-12 00:00:00,2024-07-17 00:00:00,3.1,480.17,2449.0,280.0,519.0,56.0,788.0
36745,2023-03-12 01:00:00,2024-07-17 00:00:00,3.1,486.62,2526.0,309.0,604.0,14.0,727.0
36746,2023-03-12 02:00:00,2024-07-17 00:00:00,3.1,517.73,2815.0,502.0,667.0,0.0,507.0
36747,2023-03-12 03:00:00,2024-07-17 00:00:00,3.1,532.0,2854.0,516.0,705.0,0.0,361.0
36748,2023-03-12 04:00:00,2024-07-17 00:00:00,3.1,531.25,2781.0,420.0,694.0,0.0,376.0
36749,2023-03-12 05:00:00,2024-07-17 00:00:00,3.1,544.16,2706.0,379.0,568.0,0.0,384.0
36750,2023-03-12 06:00:00,2024-07-17 00:00:00,3.1,555.08,2745.0,421.0,444.0,0.0,429.0
36751,2023-03-12 07:00:00,2024-07-17 00:00:00,3.1,546.81,2651.0,376.0,405.0,0.0,507.0
36752,2023-03-12 08:00:00,2024-07-17 00:00:00,3.1,521.39,2469.0,327.0,391.0,0.0,644.0
36753,2023-03-12 09:00:00,2024-07-17 00:00:00,3.1,525.44,2506.0,337.0,391.0,0.0,628.0
36754,2023-03-12 10:00:00,2024-07-17 00:00:00,3.1,507.25,2390.0,321.0,386.0,0.0,718.0
36755,2023-03-12 11:00:00,2024-07-17 00:00:00,3.1,510.8,2419.0,327.0,389.0,0.0,701.0
36756,2023-03-12 12:00:00,2024-07-17 00:00:00,3.1,522.95,2573.0,384.0,391.0,0.0,663.0
36757,2023-03-12 13:00:00,2024-07-17 00:00:00,3.1,520.66,2623.0,452.0,438.0,0.0,637.0
36758,2023-03-12 14:00:00,2024-07-17 00:00:00,3.1,520.46,2632.0,406.0,517.0,7.0,570.0
36759,2023-03-12 15:00:00,2024-07-17 00:00:00,3.1,526.21,2706.0,533.0,552.0,45.0,447.0
36760,2023-03-12 16:00:00,2024-07-17 00:00:00,3.1,521.51,2650.0,392.0,545.0,105.0,448.0
36761,2023-03-12 17:00:00,2024-07-17 00:00:00,3.1,530.15,2589.0,369.0,491.0,133.0,387.0
36762,2023-03-12 18:00:00,2024-07-17 00:00:00,3.1,531.21,2498.0,349.0,481.0,161.0,328.0
36763,2023-03-12 19:00:00,2024-07-17 00:00:00,3.1,541.21,2483.0,347.0,476.0,162.0,256.0
36764,2023-03-12 20:00:00,2024-07-17 00:00:00,3.1,550.53,2511.0,355.0,482.0,162.0,195.0
36765,2023-03-12 21:00:00,2024-07-17 00:00:00,3.1,560.53,2514.0,346.0,478.0,153.0,146.0
36766,2023-03-12 22:00:00,2024-07-17 00:00:00,3.1,572.63,2620.0,371.0,487.0,152.0,87.0
36767,2023-03-12 23:00:00,2024-07-17 00:00:00,3.1,575.63,2705.0,393.0,500.0,137.0,89.0
